赛事编号,比赛ID,比赛时间,联赛,主队,客队,主队模型名,客队模型名,官方胜奖金,官方平奖金,官方负奖金,模型主胜概率,模型平局概率,模型客胜概率,胜平负首选,胜平负首选概率,市场去水主胜概率,市场去水平局概率,市场去水客胜概率,最大价值方向,最大概率优势,建议状态,预测依据,专用模型联赛,模型类别,胜负模型类别,置信等级,估算球队,市场最高概率,市场筛选阈值,同阈值历史命中率,同阈值历史覆盖率,筛选回测样本数,筛选回测期间,官方让球数,官方让胜奖金,官方让平奖金,官方让负奖金,模型让胜概率,模型让平概率,模型让负概率,让球首选,让球次选,让球首选概率,让球次选概率,让球最大价值方向,让球最大概率优势,小于2.5球概率,大于2.5球概率,大小球首选,大小球首选概率,半全场首选,半全场次选,半全场首选概率,半全场次选概率,半全场第三选择,半全场Top3,首选比分,首选比分概率,次选比分,次选比分概率,第三比分,最可能比分Top3,原始最高概率比分,原始最高概率比分概率,爆冷比分,比分爆冷,爆冷比分概率,数据来源
周日001,2040888,2026-08-16,日本乙级联赛,德岛漩涡,鸟栖沙岩,德岛漩涡,鸟栖沙岩,2.4,2.95,2.68,0.3691287701932954,0.300308152021664,0.33056307778504057,胜,0.3691287701932954,0.3691287701932954,0.300308152021664,0.33056307778504057,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.3691287701932954,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,5.8,3.95,1.42,0.14677289946646133,0.22179585565045498,0.6314312448830837,负,平,0.6314312448830837,0.22179585565045498,负,0.008114689312412993,0.6563854628637944,0.3436145371362056,小于2.5球,0.6563854628637944,胜胜,平平,0.2093315728703746,0.2088581982825625,负负,胜胜 20.9% / 平平 20.9% / 负负 18.5%,1-1,0.13500187337976796,1-0,0.13500187337976796,0-1,1-1 13.5% / 1-0 13.5% / 0-1 12.6%,1-0,0.13500187337976796,1-1,1-1,0.13500187337976796,https://m.sporttery.cn/mjc/jsq/zqspf/
周日002,2040889,2026-08-16,荷兰甲级联赛,海牙,格罗宁根,海牙,格罗宁根,2.5,3.4,2.3,0.3543271409152696,0.26053466243769824,0.38513819664703225,负,0.38513819664703225,0.3543271409152696,0.26053466243769824,0.38513819664703225,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.38513819664703225,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.46,4.1,5.0,0.6125195604697682,0.20896964798796955,0.17851079154226215,胜,平,0.6125195604697682,0.20896964798796955,胜,0.005759363938660722,0.4997683271305291,0.5002316728694709,大于2.5球,0.5002316728694709,负负,胜胜,0.22836849753693605,0.20541813399436712,平平,负负 22.8% / 胜胜 20.5% / 平平 15.6%,1-2,0.08476172482216164,2-1,0.0801383580136801,2-2,1-2 8.5% / 2-1 8.0% / 2-2 5.5%,1-1,0.12328978155950791,1-1,1-1,0.12328978155950791,https://m.sporttery.cn/mjc/jsq/zqspf/
周日003,2040890,2026-08-16,韩职,富川FC,全北现代,Bucheon,Jeonbuk,4.35,3.42,1.65,0.20088996000821036,0.2782588365462824,0.5208512034455073,负,0.5208512034455073,0.20373679935012187,0.25913891145410234,0.5371242891957758,平,0.01911992509218008,跳过,历史数据训练模型,韩职,韩职专用模型,韩职专用模型,正常,,0.5371242891957758,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.95,3.35,3.15,0.5603075592355492,0.21915548491638226,0.22053695584806854,胜,负,0.5603075592355492,0.22053695584806854,胜,0.10599693605182303,0.5381589357093489,0.4618410642906511,小于2.5球,0.5381589357093489,平平,平负,0.4399298217171998,0.18078956241264602,负平,平平 44.0% / 平负 18.1% / 负平 9.5%,1-1,0.13781949936241342,0-1,0.08901571544623339,0-0,1-1 13.8% / 0-1 8.9% / 0-0 8.8%,1-1,0.13781949936241342,1-0,1-0,0.08537554446351557,https://m.sporttery.cn/mjc/jsq/zqspf/
周日004,2040891,2026-08-16,韩职,仁川联,金泉尚武,Incheon,Sangmu,2.15,2.97,3.05,0.40022084778655215,0.30283417799492346,0.29694497421852434,胜,0.40022084778655215,0.4117219280503602,0.29804786037315634,0.29023021157648343,负,0.006714762642040906,跳过,历史数据训练模型,韩职,韩职专用模型,韩职专用模型,正常,,0.4117219280503602,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,4.85,3.65,1.54,0.16757580640291136,0.19493980855653822,0.6374843850405505,负,平,0.6374843850405505,0.19493980855653822,负,0.06258790050697893,0.6049451541791492,0.3950548458208508,小于2.5球,0.6049451541791492,负负,平负,0.29889976924794676,0.1439281475839834,负胜,负负 29.9% / 平负 14.4% / 负胜 10.2%,1-1,0.13845309908350154,1-0,0.09256696461541922,0-0,1-1 13.8% / 1-0 9.3% / 0-0 9.0%,1-1,0.13845309908350154,0-1,0-1,0.08490601767379151,https://m.sporttery.cn/mjc/jsq/zqspf/
周日005,2040892,2026-08-16,瑞超,布鲁马波卡纳,厄尔格里特,布鲁马波卡纳,厄尔格里特,1.63,3.75,4.02,0.5434371181070003,0.2362140006705095,0.22034888122249022,胜,0.5434371181070003,0.5434371181070003,0.2362140006705095,0.22034888122249022,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.5434371181070003,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,2.92,3.55,1.98,0.30126497990748,0.24157084148399838,0.4571641786085216,负,胜,0.4571641786085216,0.30126497990748,负,0.009902716616684959,0.47543440864974973,0.5245655913502504,大于2.5球,0.5245655913502504,胜胜,平胜,0.3396240165765882,0.1760047447384953,平平,胜胜 34.0% / 平胜 17.6% / 平平 14.1%,2-1,0.09808483536578388,1-2,0.057449689285673435,3-1,2-1 9.8% / 1-2 5.7% / 3-1 5.7%,1-1,0.11209695470375305,0-1,0-1,0.0640554026878589,https://m.sporttery.cn/mjc/jsq/zqspf/
周日006,2040893,2026-08-16,瑞超,代格福什,IFK哥德堡,代格福什,IFK哥德堡,2.67,3.28,2.22,0.33148507279233014,0.26983693425473215,0.39867799295293754,负,0.39867799295293754,0.33148507279233014,0.26983693425473215,0.39867799295293754,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.39867799295293754,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.51,3.95,4.7,0.5990281660080904,0.21862697707180265,0.18234485692010696,胜,平,0.5990281660080904,0.21862697707180265,胜,0.01202043514947504,0.543813128381095,0.45618687161890487,小于2.5球,0.543813128381095,负负,胜胜,0.23552680930331985,0.18879151860826157,平平,负负 23.6% / 胜胜 18.9% / 平平 16.8%,1-1,0.1278821049678234,0-1,0.10883583401516894,1-0,1-1 12.8% / 0-1 10.9% / 1-0 9.7%,1-1,0.1278821049678234,1-1,1-1,0.1278821049678234,https://m.sporttery.cn/mjc/jsq/zqspf/
周日007,2040894,2026-08-16,瑞超,佐加顿斯,AIK索尔纳,Djurgarden,AIK,1.37,4.5,5.65,0.6097607931554387,0.1849241519998735,0.20531505484468782,胜,0.6097607931554387,0.6464448710288453,0.19680654962433736,0.15674857934681735,负,0.048566475497870465,观察,历史数据训练模型,瑞超,瑞超专用模型,瑞超专用模型,正常,,0.6464448710288453,0.625,0.7130044843049327,0.223,223,2026-04-22至2026-08-15,-1.0,2.15,3.68,2.55,0.5082063376504089,0.19307126921022555,0.29872239313936555,胜,负,0.5082063376504089,0.29872239313936555,胜,0.09623891222731257,0.28905600353592187,0.7109439964640781,大于2.5球,0.7109439964640781,胜胜,平胜,0.34472086213743436,0.21708404885941124,负负,胜胜 34.5% / 平胜 21.7% / 负负 13.2%,2-1,0.08401807893404731,3-1,0.08005528203045675,3-0,2-1 8.4% / 3-1 8.0% / 3-0 6.4%,2-1,0.08401807893404731,1-2,1-2,0.036564305371583984,https://m.sporttery.cn/mjc/jsq/zqspf/
周日008,2040895,2026-08-16,荷兰甲级联赛,特温特,兹沃勒,特温特,兹沃勒,1.15,6.2,10.2,0.7702801461632155,0.14287454323995125,0.08684531059683312,胜,0.7702801461632155,0.7702801461632155,0.14287454323995125,0.08684531059683312,,,精选主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.7702801461632155,0.675,0.762406015037594,0.137,137,2026-04-22至2026-08-15,-2.0,2.49,4.05,2.08,0.33457998672581324,0.21733192472580984,0.44808808854837695,负,胜,0.44808808854837695,0.33457998672581324,负,0.02236081236706766,0.316256352939597,0.6837436470604029,大于2.5球,0.6837436470604029,胜胜,平胜,0.5406799015564477,0.19409306750684233,平平,胜胜 54.1% / 平胜 19.4% / 平平 8.0%,3-0,0.09864822747781127,2-1,0.09042754185466034,3-1,3-0 9.9% / 2-1 9.0% / 3-1 8.1%,2-0,0.10960914164201255,1-2,1-2,0.027630637788923988,https://m.sporttery.cn/mjc/jsq/zqspf/
周日009,2040896,2026-08-16,荷兰甲级联赛,费耶诺德,前进之鹰,费耶诺德,前进之鹰,1.28,5.1,6.6,0.692079940784604,0.17369849494201828,0.13422156427337775,胜,0.692079940784604,0.692079940784604,0.17369849494201828,0.13422156427337775,,,精选主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.692079940784604,0.675,0.762406015037594,0.137,137,2026-04-22至2026-08-15,-1.0,1.87,3.9,2.96,0.4639699460685761,0.22545046902384186,0.3105795849075821,胜,负,0.4639699460685761,0.3105795849075821,负,0.011345211318000481,0.3397430676607349,0.6602569323392652,大于2.5球,0.6602569323392652,胜胜,平胜,0.46909780842668863,0.18830878117739897,平平,胜胜 46.9% / 平胜 18.8% / 平平 9.5%,2-1,0.09686392005492121,3-0,0.08030598500279792,3-1,2-1 9.7% / 3-0 8.0% / 3-1 7.8%,2-0,0.09934761031273971,1-2,1-2,0.03894528744476215,https://m.sporttery.cn/mjc/jsq/zqspf/
周日010,2040897,2026-08-16,挪威超级联赛,奥勒松,瓦勒伦加,奥勒松,瓦勒伦加,2.45,3.75,2.2,0.3614061986638922,0.2361187164604096,0.40247508487569816,负,0.40247508487569816,0.3614061986638922,0.2361187164604096,0.40247508487569816,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.40247508487569816,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.52,4.25,4.25,0.5969797100127929,0.20039473618931533,0.20262555379789177,胜,负,0.5969797100127929,0.20262555379789177,胜,0.013989312207580373,0.3904365347749993,0.6095634652250007,大于2.5球,0.6095634652250007,负负,胜胜,0.2435467149153646,0.21436713428434132,平负,负负 24.4% / 胜胜 21.4% / 平负 13.2%,1-2,0.08649570959496314,2-1,0.08117289669681155,2-2,1-2 8.6% / 2-1 8.1% / 2-2 6.6%,1-1,0.1064562579630316,1-1,1-1,0.1064562579630316,https://m.sporttery.cn/mjc/jsq/zqspf/
周日011,2040898,2026-08-16,英格兰社区盾杯,阿森纳,曼彻斯特城,阿森纳,曼彻斯特城,2.37,3.17,2.55,0.37354608847545506,0.2792757822355926,0.3471781292889524,胜,0.37354608847545506,0.37354608847545506,0.2792757822355926,0.3471781292889524,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.37354608847545506,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,5.4,4.0,1.44,0.15825501849128365,0.21390548189345454,0.6278394996152619,负,平,0.6278394996152619,0.21390548189345454,负,0.01308540125460611,0.582824798446876,0.41717520155312415,小于2.5球,0.582824798446876,胜胜,负负,0.21478603457063092,0.19894445863111224,平平,胜胜 21.5% / 负负 19.9% / 平平 18.1%,1-1,0.13166812371258904,1-0,0.11449402061964271,0-1,1-1 13.2% / 1-0 11.4% / 0-1 11.0%,1-1,0.13166812371258904,1-1,1-1,0.13166812371258904,https://m.sporttery.cn/mjc/jsq/zqspf/
周日012,2040899,2026-08-16,芬兰超级联赛,AC奥卢,国际图尔库,AC奥卢,国际图尔库,2.8,3.15,2.2,0.31629392971246006,0.28115015974440893,0.40255591054313095,负,0.40255591054313095,0.31629392971246006,0.28115015974440893,0.40255591054313095,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.40255591054313095,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.52,3.85,4.75,0.597419109912073,0.22504948223707064,0.17753140785085628,胜,平,0.597419109912073,0.22504948223707064,胜,0.014262490705771791,0.5894202731072056,0.4105797268927945,小于2.5球,0.5894202731072056,负负,平平,0.2345430498778975,0.18303562007208204,胜胜,负负 23.5% / 平平 18.3% / 胜胜 17.9%,1-1,0.13145559863010042,0-1,0.12228427779544221,1-0,1-1 13.1% / 0-1 12.2% / 1-0 10.5%,1-1,0.13145559863010042,1-1,1-1,0.13145559863010042,https://m.sporttery.cn/mjc/jsq/zqspf/
周日013,2040900,2026-08-16,葡超,葡萄牙国民,埃斯托里尔,Nacional,Estoril,2.29,3.23,2.62,0.3871431108797043,0.27447606932228164,0.3383808197980141,胜,0.3871431108797043,0.3871431120219954,0.2744760763251918,0.3383808116528127,负,8.145201402243174e-09,跳过,历史数据训练模型,葡超,葡超专用模型,葡超专用模型,正常,,0.3871431120219954,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,5.2,3.9,1.47,0.2056122598217149,0.22861288300742233,0.5657748571708627,负,平,0.5657748571708627,0.22861288300742233,胜,0.03527622274176129,0.6064573425997476,0.3935426574002524,小于2.5球,0.6064573425997476,平胜,胜胜,0.23224886228216565,0.21511283560799802,平负,平胜 23.2% / 胜胜 21.5% / 平负 17.0%,1-0,0.13133611528885075,1-1,0.11532302252814157,2-0,1-0 13.1% / 1-1 11.5% / 2-0 9.6%,1-0,0.13133611528885075,1-1,1-1,0.11532302252814157,https://m.sporttery.cn/mjc/jsq/zqspf/
周日014,2040901,2026-08-16,瑞超,卡尔马,哈马比,Kalmar,Hammarby,4.22,3.85,1.58,0.23525915819916915,0.24448265549367398,0.5202581863071569,负,0.5202581863071569,0.2097759814605347,0.22993627058791072,0.5602877479515546,胜,0.025483176738634455,跳过,历史数据训练模型,瑞超,瑞超专用模型,瑞超专用模型,正常,,0.5602877479515546,0.55,0.6529535864978903,0.413,413,2026-04-22至2026-08-15,1.0,2.05,3.55,2.78,0.4576740026131314,0.2264159036947482,0.31591009369212036,胜,负,0.4576740026131314,0.31591009369212036,胜,0.02568520832103882,0.47261440160210044,0.5273855983978996,大于2.5球,0.5273855983978996,负负,平负,0.24435904338123082,0.19508157510107746,平平,负负 24.4% / 平负 19.5% / 平平 17.4%,1-2,0.098642654823203,1-3,0.060404499659052494,2-1,1-2 9.9% / 1-3 6.0% / 2-1 5.7%,1-1,0.10739126395651268,1-0,1-0,0.05845789326558441,https://m.sporttery.cn/mjc/jsq/zqspf/
周日015,2040902,2026-08-16,瑞超,哥德堡盖斯,马尔默,哥德堡盖斯,马尔默,2.1,3.45,2.75,0.4215261579473508,0.2565811396201266,0.32189270243252244,胜,0.4215261579473508,0.4215261579473508,0.2565811396201266,0.32189270243252244,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.4215261579473508,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,4.25,3.9,1.57,0.2056475185841892,0.2180692437485764,0.5762832376672343,负,平,0.5762832376672343,0.2180692437485764,负,0.011941466161812242,0.48752039841669004,0.5124796015833101,大于2.5球,0.5124796015833101,胜胜,负负,0.2535237678687196,0.18510063962402415,平平,胜胜 25.4% / 负负 18.5% / 平平 15.2%,2-1,0.0892310574374272,1-2,0.07561954020120949,2-2,2-1 8.9% / 1-2 7.6% / 2-2 5.6%,1-1,0.12099126432193527,1-1,1-1,0.12099126432193527,https://m.sporttery.cn/mjc/jsq/zqspf/
周日016,2040903,2026-08-16,荷兰甲级联赛,阿贾克斯,海伦芬,阿贾克斯,海伦芬,1.33,4.7,6.1,0.6662174094901705,0.1885253520472185,0.14525723846261096,胜,0.6662174094901705,0.6662174094901705,0.1885253520472185,0.14525723846261096,,,高置信主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.6662174094901705,0.625,0.7130044843049327,0.223,223,2026-04-22至2026-08-15,-1.0,2.0,3.8,2.74,0.43100882338165236,0.23355670236767778,0.3354344742506699,胜,负,0.43100882338165236,0.3354344742506699,负,0.011920086373945926,0.37990543801579424,0.6200945619842058,大于2.5球,0.6200945619842058,胜胜,平胜,0.4438309231090257,0.18984091313862148,平平,胜胜 44.4% / 平胜 19.0% / 平平 10.6%,2-1,0.09885392384960918,3-0,0.07804257146021776,3-1,2-1 9.9% / 3-0 7.8% / 3-1 7.4%,2-0,0.10405676194695705,1-2,1-2,0.04173832340316834,https://m.sporttery.cn/mjc/jsq/zqspf/
周日017,2040920,2026-08-16,英格兰冠军联赛,伯恩利,西汉姆联,伯恩利,西汉姆联,2.98,3.38,2.01,0.29525962446919557,0.26372849313496877,0.4410118823958357,负,0.4410118823958357,0.297243612180609,0.2620668533426671,0.4406895344767239,,,跳过,官方赔率80% + 欧战历史校准20%（Elo缺失）,,通用/市场模型,欧战校准模型,较低,,0.4406895344767239,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.62,3.82,4.0,0.5613615174224157,0.2279312550953195,0.2107072274822649,胜,平,0.5613615174224157,0.2279312550953195,胜,0.014639701504509883,0.5310529534825716,0.46894704651742825,小于2.5球,0.5310529534825716,负负,胜胜,0.2617112051648096,0.1688904241061182,平平,负负 26.2% / 胜胜 16.9% / 平平 16.3%,1-1,0.12528239426264268,0-1,0.11136212823346016,1-0,1-1 12.5% / 0-1 11.1% / 1-0 8.8%,1-1,0.12528239426264268,1-1,1-1,0.12528239426264268,https://m.sporttery.cn/mjc/jsq/zqspf/
周日018,2040921,2026-08-16,西甲,桑坦德竞技,比利亚雷亚尔,桑坦德竞技,比利亚雷亚尔,3.1,3.4,1.95,0.2855912125780745,0.26039198793883267,0.4540167994830929,负,0.4540167994830929,0.2855912125780745,0.26039198793883267,0.4540167994830929,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.4540167994830929,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.65,3.85,3.8,0.5490994795203993,0.2311815394335278,0.219718981046073,胜,平,0.5490994795203993,0.2311815394335278,胜,0.012267996170247875,0.531052957411709,0.46894704258829095,小于2.5球,0.531052957411709,负负,平平,0.270185711924442,0.16274629632831822,胜胜,负负 27.0% / 平平 16.3% / 胜胜 16.2%,1-1,0.12465381508017702,0-1,0.11332165007288819,1-0,1-1 12.5% / 0-1 11.3% / 1-0 8.6%,1-1,0.12465381508017702,1-1,1-1,0.12465381508017702,https://m.sporttery.cn/mjc/jsq/zqspf/
周日019,2040904,2026-08-16,挪威超级联赛,莫尔德,特罗姆瑟,莫尔德,特罗姆瑟,1.96,3.53,2.98,0.4518836719790369,0.2509042484642811,0.297212079556682,胜,0.4518836719790369,0.4518836719790369,0.2509042484642811,0.297212079556682,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.4518836719790369,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,3.8,3.8,1.66,0.22863440019595593,0.22498010622057915,0.546385493583465,负,胜,0.546385493583465,0.22863440019595593,负,0.01267762841492559,0.4814567542040751,0.5185432457959249,大于2.5球,0.5185432457959249,胜胜,负负,0.2746014022360669,0.16861735655435794,平胜,胜胜 27.5% / 负负 16.9% / 平胜 15.4%,2-1,0.09227815919211549,1-2,0.07144115550357327,2-2,2-1 9.2% / 1-2 7.1% / 2-2 5.5%,1-1,0.11906859250595553,1-1,1-1,0.11906859250595553,https://m.sporttery.cn/mjc/jsq/zqspf/
周日020,2040905,2026-08-16,挪威超级联赛,布兰,汉坎,布兰,汉坎,1.37,4.5,5.65,0.6464448710288453,0.19680654962433736,0.15674857934681735,胜,0.6464448710288453,0.6464448710288453,0.19680654962433736,0.15674857934681735,,,高置信主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.6464448710288453,0.625,0.7130044843049327,0.223,223,2026-04-22至2026-08-15,-1.0,2.13,3.75,2.54,0.4084776261738711,0.23738534037815828,0.35413703344797065,胜,负,0.4084776261738711,0.35413703344797065,负,0.005683317262704546,0.4011642848041169,0.5988357151958832,大于2.5球,0.5988357151958832,胜胜,平胜,0.42626703475592775,0.18930183537573883,平平,胜胜 42.6% / 平胜 18.9% / 平平 11.3%,2-1,0.09957978619536981,3-0,0.07512159309475261,3-1,2-1 10.0% / 3-0 7.5% / 3-1 7.1%,2-0,0.10482082757407349,1-2,1-2,0.04400037064446575,https://m.sporttery.cn/mjc/jsq/zqspf/
周日021,2040906,2026-08-16,挪威超级联赛,萨尔普斯堡,桑纳菲尤尔,萨尔普斯堡,桑纳菲尤尔,1.72,3.85,3.48,0.5151967268588304,0.23016581044082812,0.25463746270034143,胜,0.5151967268588304,0.5151967268588304,0.23016581044082812,0.25463746270034143,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.5151967268588304,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,3.1,3.65,1.88,0.2844079344328752,0.22888906737809953,0.48670299818902524,负,胜,0.48670299818902524,0.2844079344328752,负,0.01534286488346387,0.4231902794870976,0.5768097205129026,大于2.5球,0.5768097205129026,胜胜,平胜,0.3208571051537428,0.16312409670995817,负负,胜胜 32.1% / 平胜 16.3% / 负负 14.5%,2-1,0.09705976136535205,1-2,0.06470650757690136,3-1,2-1 9.7% / 1-2 6.5% / 3-1 5.8%,1-1,0.10784417929483565,1-1,1-1,0.10784417929483565,https://m.sporttery.cn/mjc/jsq/zqspf/
周日022,2040907,2026-08-17,西甲,西班牙人,莱万特,Espanol,Levante,1.85,3.18,3.65,0.47685682066134993,0.28915791525962675,0.23398526407902343,胜,0.47685682066134993,0.47878725378983183,0.278539754563267,0.2426729916469011,平,0.010618160696359735,跳过,历史数据训练模型,西甲,西甲专用模型,西甲专用模型,正常,,0.47878725378983183,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,3.78,3.45,1.74,0.25676044409414034,0.24020583158443765,0.503033724321422,负,胜,0.503033724321422,0.25676044409414034,胜,0.022462284757341106,0.5661472413735263,0.43385275862647366,小于2.5球,0.5661472413735263,胜胜,平平,0.28419001407497757,0.16984722031128072,平胜,胜胜 28.4% / 平平 17.0% / 平胜 17.0%,1-0,0.13411844636702877,1-1,0.12339069891214409,0-1,1-0 13.4% / 1-1 12.3% / 0-1 10.5%,1-0,0.13411844636702877,0-1,0-1,0.10533270809666846,https://m.sporttery.cn/mjc/jsq/zqspf/
周日023,2040908,2026-08-17,葡超,阿罗卡,摩雷伦斯,Arouca,Moreirense,1.96,3.12,3.35,0.45181815317444673,0.2838344967755419,0.2643473500500114,胜,0.45181815317444673,0.45181816609894004,0.2838344889595905,0.2643473449414694,平,7.815951386103137e-09,跳过,历史数据训练模型,葡超,葡超专用模型,葡超专用模型,正常,,0.45181816609894004,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,4.25,3.48,1.65,0.22964305113247216,0.2236531897919048,0.5467037590756232,负,胜,0.5467037590756232,0.22964305113247216,胜,0.02118038163402422,0.5378005908187703,0.4621994091812297,小于2.5球,0.5378005908187703,胜胜,平平,0.24169790713831835,0.21670732129836823,平胜,胜胜 24.2% / 平平 21.7% / 平胜 16.9%,1-0,0.13516189817376104,1-1,0.12768572406404083,0-1,1-0 13.5% / 1-1 12.8% / 0-1 12.8%,1-0,0.13516189817376104,0-1,0-1,0.12758440934116985,https://m.sporttery.cn/mjc/jsq/zqspf/
周日024,2040909,2026-08-17,挪威超级联赛,腓特烈斯塔,克里斯蒂安松,腓特烈斯塔,克里斯蒂安松,1.73,3.56,3.7,0.5118957865365035,0.2487583457045368,0.2393458677589597,胜,0.5118957865365035,0.5118957865365035,0.2487583457045368,0.2393458677589597,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.5118957865365035,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,3.3,3.5,1.85,0.2715982753255175,0.24134785899412256,0.48705386568035997,负,胜,0.48705386568035997,0.2715982753255175,负,0.008396592576340067,0.5059510805581351,0.4940489194418649,小于2.5球,0.5059510805581351,胜胜,平胜,0.31566035731561926,0.17185421089947756,平平,胜胜 31.6% / 平胜 17.2% / 平平 15.2%,1-1,0.11786160482699311,1-0,0.11498693153852987,2-0,1-1 11.8% / 1-0 11.5% / 2-0 9.3%,1-1,0.11786160482699311,0-1,0-1,0.07253021835507274,https://m.sporttery.cn/mjc/jsq/zqspf/
周日025,2040910,2026-08-17,西甲,瓦斯科达伽马,桑托斯,瓦斯科达伽马,桑托斯,1.74,3.35,3.9,0.5087616822429907,0.26425233644859814,0.22698598130841127,胜,0.5087616822429907,0.5087616822429907,0.26425233644859814,0.22698598130841127,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.5087616822429907,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,3.35,3.45,1.85,0.25460872529147155,0.2510137315694731,0.49437754313905535,负,胜,0.49437754313905535,0.25460872529147155,负,0.015558278509329782,0.5762538607221235,0.42374613927787635,小于2.5球,0.5762538607221235,胜胜,平胜,0.30613513877515197,0.1774958699850816,平平,胜胜 30.6% / 平胜 17.7% / 平平 17.3%,1-0,0.1373178096865179,1-1,0.1235860287178661,2-0,1-0 13.7% / 1-1 12.4% / 2-0 10.1%,1-0,0.1373178096865179,0-1,0-1,0.08378713811380757,https://m.sporttery.cn/mjc/jsq/zqspf/
周日026,2040911,2026-08-17,葡超,法马利康,马里迪莫,法马利康,马里迪莫,1.59,3.46,4.75,0.5573283506675393,0.2561133172142739,0.18655833211818681,胜,0.5573283506675393,0.5573283506675393,0.2561133172142739,0.18655833211818681,,,观察,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.5573283506675393,0.55,0.6529535864978903,0.413,413,2026-04-22至2026-08-15,-1.0,3.05,3.2,2.05,0.2941014279238594,0.2630598196934289,0.4428387523827118,负,胜,0.4428387523827118,0.2941014279238594,负,0.010454213674106205,0.5894203233252125,0.4105796766747875,小于2.5球,0.5894203233252125,胜胜,平胜,0.34263225424963073,0.19292226073106364,平平,胜胜 34.3% / 平胜 19.3% / 平平 17.2%,1-0,0.15173627932880532,1-1,0.11759561647982411,2-0,1-0 15.2% / 1-1 11.8% / 2-0 11.8%,1-0,0.15173627932880532,0-1,0-1,0.07586813966440271,https://m.sporttery.cn/mjc/jsq/zqspf/
周日027,2040912,2026-08-17,葡超,布拉加,吉维森特,布拉加,吉维森特,1.44,3.8,5.9,0.6161371880839838,0.2334835660107728,0.15037924590524349,胜,0.6161371880839838,0.6161371880839838,0.2334835660107728,0.15037924590524349,,,观察,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.6161371880839838,0.55,0.6529535864978903,0.413,413,2026-04-22至2026-08-15,-1.0,2.52,3.25,2.36,0.34703678754003187,0.2665997034953324,0.3863635089646356,负,胜,0.3863635089646356,0.34703678754003187,负,0.01079947506757406,0.5697088920760847,0.4302911079239154,小于2.5球,0.5697088920760847,胜胜,平胜,0.38680083209371063,0.20465049055548643,平平,胜胜 38.7% / 平胜 20.5% / 平平 15.9%,1-0,0.1545116118334343,2-0,0.13133487005841912,1-1,1-0 15.5% / 2-0 13.1% / 1-1 10.8%,1-0,0.1545116118334343,0-1,0-1,0.06362242840200237,https://m.sporttery.cn/mjc/jsq/zqspf/
