赛事编号,比赛ID,比赛时间,联赛,主队,客队,主队模型名,客队模型名,官方胜奖金,官方平奖金,官方负奖金,模型主胜概率,模型平局概率,模型客胜概率,胜平负首选,胜平负首选概率,市场去水主胜概率,市场去水平局概率,市场去水客胜概率,最大价值方向,最大概率优势,建议状态,预测依据,专用模型联赛,模型类别,胜负模型类别,置信等级,估算球队,市场最高概率,市场筛选阈值,同阈值历史命中率,同阈值历史覆盖率,筛选回测样本数,筛选回测期间,官方让球数,官方让胜奖金,官方让平奖金,官方让负奖金,模型让胜概率,模型让平概率,模型让负概率,让球首选,让球次选,让球首选概率,让球次选概率,让球最大价值方向,让球最大概率优势,小于2.5球概率,大于2.5球概率,大小球首选,大小球首选概率,半全场首选,半全场次选,半全场首选概率,半全场次选概率,半全场第三选择,半全场Top3,首选比分,首选比分概率,次选比分,次选比分概率,第三比分,最可能比分Top3,原始最高概率比分,原始最高概率比分概率,爆冷比分,比分爆冷,爆冷比分概率,数据来源
周六012,2040872,2026-08-15,荷兰甲级联赛,威廉二世,奈梅亨,威廉二世,奈梅亨,4.45,4.05,1.52,0.19894966470065445,0.2185990143007191,0.5824513209986266,负,0.5824513209986266,0.19894966470065445,0.2185990143007191,0.5824513209986266,,,观察,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.5824513209986266,0.55,0.6529535864978903,0.413,413,2026-04-22至2026-08-15,1.0,2.17,3.64,2.54,0.41850465034673573,0.23778093836793096,0.3437144112853334,胜,负,0.41850465034673573,0.3437144112853334,胜,0.01042209457833676,0.4231905277991602,0.5768094722008397,大于2.5球,0.5768094722008397,负负,平负,0.37272733330472335,0.1788990655639836,平平,负负 37.3% / 平负 17.9% / 平平 12.5%,1-2,0.0997970713709904,1-3,0.06486809639114373,0-3,1-2 10.0% / 1-3 6.5% / 0-3 6.2%,1-1,0.10235597063691328,2-1,2-1,0.053736884584379474,https://m.sporttery.cn/mjc/jsq/zqspf/
周六013,2040873,2026-08-15,葡超,阿尔维卡,阿马多拉,阿尔维卡,阿马多拉,1.91,3.05,3.6,0.46365306251715466,0.29035322931402147,0.24599370816882374,胜,0.46365306251715466,0.46365306251715466,0.29035322931402147,0.24599370816882374,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.46365306251715466,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,4.1,3.45,1.68,0.20913742837620503,0.253126027770098,0.537736543853697,负,平,0.537736543853697,0.253126027770098,负,0.010508544300974143,0.6563854674839541,0.3436145325160459,小于2.5球,0.6563854674839541,胜胜,平平,0.271184336439308,0.2048197674857528,平胜,胜胜 27.1% / 平平 20.5% / 平胜 17.3%,1-0,0.15699974696043512,1-1,0.12952479124235897,0-0,1-0 15.7% / 1-1 13.0% / 0-0 12.6%,1-0,0.15699974696043512,0-1,0-1,0.10361983299388725,https://m.sporttery.cn/mjc/jsq/zqspf/
周六014,2040874,2026-08-16,芬兰超级联赛,玛丽港,塞伊奈约基,玛丽港,塞伊奈约基,5.35,4.5,1.39,0.16562297274039162,0.1969073120357989,0.6374697152238095,负,0.6374697152238095,0.16562297274039162,0.1969073120357989,0.6374697152238095,,,高置信主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.6374697152238095,0.625,0.7130044843049327,0.223,223,2026-04-22至2026-08-15,1.0,2.52,3.75,2.15,0.36594093491541524,0.23533404115695158,0.39872502392763315,负,胜,0.39872502392763315,0.36594093491541524,胜,0.014334995228099223,0.39043754813246073,0.6095624518675392,大于2.5球,0.6095624518675392,负负,平负,0.4173915205247061,0.18564457613464935,平平,负负 41.7% / 平负 18.6% / 平平 11.2%,1-2,0.09971090408949865,0-3,0.07145948126414069,1-3,1-2 10.0% / 0-3 7.1% / 1-3 7.1%,0-2,0.09971090408949865,2-1,2-1,0.04637716469279008,https://m.sporttery.cn/mjc/jsq/zqspf/
周六015,2040875,2026-08-16,沙特职业联赛,布赖代合作,赛哈特海湾,布赖代合作,赛哈特海湾,1.85,3.55,3.25,0.47838706333575204,0.24930030061158914,0.2723126360526589,胜,0.47838706333575204,0.47838706333575204,0.24930030061158914,0.2723126360526589,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.47838706333575204,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,3.45,3.75,1.75,0.24483060373965942,0.23211292447156653,0.523056471788774,负,胜,0.523056471788774,0.24483060373965942,负,0.01644854227335557,0.49362454906271347,0.5063754509372866,大于2.5球,0.5063754509372866,胜胜,平胜,0.29045718466626175,0.1611168063762632,负负,胜胜 29.0% / 平胜 16.1% / 负负 15.4%,2-1,0.09390607161881985,1-2,0.06707576544201424,2-2,2-1 9.4% / 1-2 6.7% / 2-2 5.3%,1-1,0.11924580523024753,1-1,1-1,0.11924580523024753,https://m.sporttery.cn/mjc/jsq/zqspf/
周六016,2040876,2026-08-16,英格兰冠军联赛,谢菲尔德联,伯明翰,谢菲尔德联,伯明翰,2.12,3.2,2.9,0.4231511442328389,0.2756401978930804,0.3012086578740808,胜,0.4231511442328389,0.4177921844048262,0.2767873221681974,0.30542049342697647,,,跳过,官方赔率80% + 欧战历史校准20%（Elo缺失）,,通用/市场模型,欧战校准模型,较低,,0.4177921844048262,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,4.4,3.9,1.55,0.18878274919180313,0.2276712793288239,0.5835459714793729,负,平,0.5835459714793729,0.2276712793288239,负,0.012022241254560306,0.5762538372335199,0.4237461627664801,小于2.5球,0.5762538372335199,胜胜,平平,0.24443173641216392,0.17819949717601327,负负,胜胜 24.4% / 平平 17.8% / 负负 17.3%,1-1,0.13005706752970508,1-0,0.12098331863228379,0-1,1-1 13.0% / 1-0 12.1% / 0-1 10.0%,1-1,0.13005706752970508,1-1,1-1,0.13005706752970508,https://m.sporttery.cn/mjc/jsq/zqspf/
周六017,2040877,2026-08-16,荷兰甲级联赛,乌德勒支,阿尔克马尔,乌德勒支,阿尔克马尔,2.58,3.53,2.18,0.3431279874438182,0.2507847613612043,0.40608725119497757,负,0.40608725119497757,0.3431279874438182,0.2507847613612043,0.40608725119497757,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.40608725119497757,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.51,4.0,4.6,0.5913494451501334,0.21011172502610084,0.1985388298237657,胜,平,0.5913494451501334,0.21011172502610084,负,0.006096339541474233,0.4576209248680194,0.5423790751319806,大于2.5球,0.5423790751319806,负负,胜胜,0.2445232834387943,0.19945476019773703,平平,负负 24.5% / 胜胜 19.9% / 平平 14.4%,1-2,0.0879767883213109,2-1,0.07917910948917982,2-2,1-2 8.8% / 2-1 7.9% / 2-2 5.9%,1-1,0.11730238442841462,1-1,1-1,0.11730238442841462,https://m.sporttery.cn/mjc/jsq/zqspf/
周六018,2040878,2026-08-16,葡超,维塞乌,圣克拉拉,维塞乌,圣克拉拉,2.95,2.95,2.22,0.30040595399188097,0.30040595399188097,0.39918809201623817,负,0.39918809201623817,0.30040595399188097,0.30040595399188097,0.39918809201623817,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.39918809201623817,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.5,3.65,5.3,0.5992620999114134,0.23449777627781215,0.1662401238107744,胜,平,0.5992620999114134,0.23449777627781215,胜,0.00893558175456266,0.6631456743594523,0.3368543256405476,小于2.5球,0.6631456743594523,负负,平平,0.22983957231520846,0.2108868306833813,胜胜,负负 23.0% / 平平 21.1% / 胜胜 16.4%,0-1,0.14485891392799277,1-1,0.13399449538339334,0-0,0-1 14.5% / 1-1 13.4% / 0-0 12.9%,0-1,0.14485891392799277,1-0,1-0,0.11910621811857183,https://m.sporttery.cn/mjc/jsq/zqspf/
周六019,2040879,2026-08-16,西甲,阿拉维斯,赫塔费,Alaves,Getafe,2.18,2.6,3.5,0.429240525128113,0.3030359944016571,0.2677234804702299,胜,0.429240525128113,0.40628627556031793,0.3406554156621127,0.25305830877756946,胜,0.02295424956779507,跳过,历史数据训练模型,西甲,西甲专用模型,西甲专用模型,正常,,0.40628627556031793,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,5.65,3.4,1.52,0.2145995440472484,0.24250883925153402,0.5428916167012175,负,平,0.5428916167012175,0.24250883925153402,胜,0.05783196532978194,0.6789265967535444,0.3210734032464556,小于2.5球,0.6789265967535444,胜胜,平平,0.2527837307819724,0.19239200361569403,平胜,胜胜 25.3% / 平平 19.2% / 平胜 18.3%,1-0,0.15649355588822675,2-0,0.11838965753752845,1-1,1-0 15.6% / 2-0 11.8% / 1-1 11.1%,1-0,0.15649355588822675,0-1,0-1,0.07995430851782763,https://m.sporttery.cn/mjc/jsq/zqspf/
周六020,2040880,2026-08-16,沙特职业联赛,吉达联合,拉斯永恒,吉达联合,拉斯永恒,1.38,4.35,5.75,0.6421612046058459,0.2037201062887511,0.154118689105403,胜,0.6421612046058459,0.6421612046058459,0.2037201062887511,0.154118689105403,,,高置信主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.6421612046058459,0.625,0.7130044843049327,0.223,223,2026-04-22至2026-08-15,-1.0,2.18,3.55,2.57,0.39416891721279135,0.245190480359703,0.3606406024275057,胜,负,0.39416891721279135,0.3606406024275057,负,0.016150704764018753,0.4459638891236314,0.5540361108763685,大于2.5球,0.5540361108763685,胜胜,平胜,0.41719729037286846,0.19396683229056844,平平,胜胜 41.7% / 平胜 19.4% / 平平 12.4%,2-1,0.09919686661710052,3-0,0.07652329710462037,3-1,2-1 9.9% / 3-0 7.7% / 3-1 6.7%,2-0,0.11336784756240059,0-1,0-1,0.048381340218674254,https://m.sporttery.cn/mjc/jsq/zqspf/
周六022,2040882,2026-08-16,荷兰甲级联赛,SBV精英,PSV埃因霍温,SBV精英,PSV埃因霍温,5.25,4.66,1.38,0.16860684621193048,0.18995406493833372,0.6414390888497357,负,0.6414390888497357,0.16860684621193048,0.18995406493833372,0.6414390888497357,,,高置信主推,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.6414390888497357,0.625,0.7130044843049327,0.223,223,2026-04-22至2026-08-15,1.0,2.5,3.95,2.1,0.36075933451304754,0.226774524658338,0.4124661408286144,负,胜,0.4124661408286144,0.36075933451304754,胜,0.006574876784610273,0.3397417764724709,0.660258223527529,大于2.5球,0.660258223527529,负负,平负,0.425975321801376,0.17996497737757197,平平,负负 42.6% / 平负 18.0% / 平平 10.2%,1-2,0.09803174904353988,1-3,0.07515767426671388,0-3,1-2 9.8% / 1-3 7.5% / 0-3 6.8%,1-2,0.09803174904353988,2-1,2-1,0.04688474954256258,https://m.sporttery.cn/mjc/jsq/zqspf/
周六023,2040883,2026-08-16,荷兰甲级联赛,福图纳锡塔德,坎布尔,福图纳锡塔德,坎布尔,1.57,3.95,4.2,0.5645641557911215,0.22439638597267358,0.21103945823620493,胜,0.5645641557911215,0.5645641557911215,0.22439638597267358,0.21103945823620493,,,观察,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.5645641557911215,0.55,0.6529535864978903,0.413,413,2026-04-22至2026-08-15,-1.0,2.68,3.6,2.09,0.3263402580792974,0.2388553421722775,0.43480439974842505,负,胜,0.43480439974842505,0.3263402580792974,负,0.01114852354306084,0.44020171659322616,0.559798283406774,大于2.5球,0.559798283406774,胜胜,平胜,0.3589163463426817,0.17725044357241995,平平,胜胜 35.9% / 平胜 17.7% / 平平 13.1%,2-1,0.09937904370307653,3-1,0.0621119023144228,3-0,2-1 9.9% / 3-1 6.2% / 3-0 5.9%,1-1,0.1060043132832817,0-1,0-1,0.05653563375108361,https://m.sporttery.cn/mjc/jsq/zqspf/
周六024,2040884,2026-08-16,西甲,塞维利亚,巴列卡诺,Sevilla,Vallecano,2.2,2.84,3.1,0.4009073760449075,0.31301450453886875,0.28607811941622374,胜,0.4009073760449075,0.4025237746891002,0.3118141916605706,0.2856620336503292,平,0.0012003128782981376,跳过,历史数据训练模型,西甲,西甲专用模型,西甲专用模型,正常,,0.4025237746891002,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,5.2,3.65,1.51,0.19087824666305706,0.23020563759525756,0.5789161157416854,负,平,0.5789161157416854,0.23020563759525756,胜,0.020473064787255135,0.6486393517226139,0.3513606482773861,小于2.5球,0.6486393517226139,平平,胜胜,0.21943519975923817,0.18930026689358437,平胜,平平 21.9% / 胜胜 18.9% / 平胜 18.8%,1-0,0.15016595236060365,1-1,0.12144443785015296,0-1,1-0 15.0% / 1-1 12.1% / 0-1 10.1%,1-0,0.15016595236060365,0-1,0-1,0.10095860144056698,https://m.sporttery.cn/mjc/jsq/zqspf/
周六025,2040885,2026-08-16,葡超,里奥阿维,波尔图,Rio Ave,Porto,8.0,4.6,1.27,0.11063974689494088,0.19241695511083434,0.6969432979942248,负,0.6969432979942248,0.11063974849437522,0.19241695390326125,0.6969432976023635,平,1.207573097072867e-09,跳过,历史数据训练模型,葡超,葡超专用模型,葡超专用模型,正常,,0.6969432976023635,0.675,0.762406015037594,0.137,137,2026-04-22至2026-08-15,1.0,3.0,3.56,1.94,0.4122019702398515,0.24298176085108963,0.34481626890905887,胜,负,0.4122019702398515,0.34481626890905887,胜,0.11713737252298778,0.5113610090353004,0.48863899096469965,小于2.5球,0.5113610090353004,负负,平负,0.380147124959714,0.2752239972127751,平平,负负 38.0% / 平负 27.5% / 平平 11.6%,0-2,0.09918735492543887,0-1,0.09875395954329132,1-1,0-2 9.9% / 0-1 9.9% / 1-1 8.9%,1-2,0.09928742850936777,1-0,1-0,0.04933847218544243,https://m.sporttery.cn/mjc/jsq/zqspf/
周六026,2040886,2026-08-16,西甲,弗鲁米嫩塞,帕尔梅拉斯,弗鲁米嫩塞,帕尔梅拉斯,2.7,2.7,2.57,0.3278061224489796,0.3278061224489796,0.34438775510204084,负,0.34438775510204084,0.3278061224489796,0.3278061224489796,0.34438775510204084,,,跳过,官方赔率市场基线（球队尚未映射）,,通用/市场模型,市场基线,低,,0.34438775510204084,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,1.0,1.38,4.1,6.2,0.6562678070754115,0.22045687747003093,0.12327531545455751,胜,平,0.6562678070754115,0.22045687747003093,胜,0.014899285099330362,0.7239176030959144,0.27608239690408576,小于2.5球,0.7239176030959144,平平,负负,0.24039187733720246,0.190698410948784,胜胜,平平 24.0% / 负负 19.1% / 胜胜 18.2%,0-0,0.1612329375139956,0-1,0.14914046720044594,1-0,0-0 16.1% / 0-1 14.9% / 1-0 14.5%,0-0,0.1612329375139956,1-0,1-0,0.14510964376259602,https://m.sporttery.cn/mjc/jsq/zqspf/
周六027,2040887,2026-08-16,美国职业大联盟,皇家盐湖城,明尼苏达联,皇家盐湖城,明尼苏达联,1.63,3.72,4.05,0.5432889427393792,0.23805402598526562,0.21865703127535513,胜,0.5432889427393792,0.5432889427393792,0.23805402598526562,0.21865703127535513,,,跳过,官方赔率市场基线（未训练联赛）,,通用/市场模型,市场基线,低,,0.5432889427393792,0.0,0.5214241357896916,1.0,1000,2026-04-22至2026-08-15,-1.0,2.9,3.6,1.99,0.2995014001515867,0.24353810149386382,0.4569604983545495,负,胜,0.4569604983545495,0.2995014001515867,负,0.010329482311768834,0.4875205112190075,0.5124794887809924,大于2.5球,0.5124794887809924,胜胜,平胜,0.3389959983822801,0.17741880520659786,平平,胜胜 33.9% / 平胜 17.7% / 平平 14.4%,2-1,0.09772726705747141,1-2,0.056653488149258836,3-0,2-1 9.8% / 1-2 5.7% / 3-0 5.6%,1-0,0.11330697629851767,0-1,0-1,0.06568520365131464,https://m.sporttery.cn/mjc/jsq/zqspf/
