赛事编号,比赛ID,比赛时间,联赛,主队,客队,主队模型名,客队模型名,官方胜奖金,官方平奖金,官方负奖金,模型主胜概率,模型平局概率,模型客胜概率,胜平负首选,胜平负首选概率,市场去水主胜概率,市场去水平局概率,市场去水客胜概率,最大价值方向,最大概率优势,建议状态,预测依据,置信等级,估算球队,市场最高概率,市场筛选阈值,同阈值历史命中率,同阈值历史覆盖率,筛选回测样本数,筛选回测期间,官方让球数,官方让胜奖金,官方让平奖金,官方让负奖金,模型让胜概率,模型让平概率,模型让负概率,让球首选,让球次选,让球首选概率,让球次选概率,让球最大价值方向,让球最大概率优势,小于2.5球概率,大于2.5球概率,大小球首选,大小球首选概率,半全场首选,半全场次选,半全场首选概率,半全场次选概率,半全场第三选择,半全场Top3,首选比分,首选比分概率,次选比分,次选比分概率,第三比分,最可能比分Top3,原始最高概率比分,原始最高概率比分概率,爆冷比分,比分爆冷,爆冷比分概率,数据来源
周五001,2040843,2026-08-14,日职,东京绿茵,柏太阳神,Verdy,Kashiwa Reysol,3.9,3.05,1.84,0.24278220647200335,0.31341366224732325,0.4438041312806734,负,0.4438041312806734,0.2273629623627598,0.2907264108900863,0.48191062674715385,平,0.02268725135723698,跳过,历史数据训练模型,正常,,0.48191062674715385,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,1.0,1.75,3.25,4.0,0.580746433729912,0.2303643000056758,0.18888926626441227,胜,平,0.580746433729912,0.2303643000056758,胜,0.07466370866908478,0.6024432380174632,0.39755676198253675,小于2.5球,0.6024432380174632,平平,负负,0.21932494816770778,0.2104032811790977,平负,平平 21.9% / 负负 21.0% / 平负 16.2%,0-0,0.1658695848819136,0-1,0.15368462347729916,1-0,0-0 16.6% / 0-1 15.4% / 1-0 14.4%,0-0,0.1658695848819136,1-0,1-0,0.14430894861264315,https://m.sporttery.cn/mjc/jsq/zqspf/
周五002,2040844,2026-08-14,芬兰超级联赛,瓦萨,TPS图尔库,瓦萨,TPS图尔库,1.54,3.8,4.6,0.5746975276170436,0.23290373487638083,0.19239873750657552,胜,0.5746975276170436,0.5746975276170436,0.23290373487638083,0.19239873750657552,,,谨慎主推,官方赔率市场基线（未训练联赛）,低,,0.5746975276170436,0.55,0.6884384384,0.3267909715,4076,2025-01-01至2026-08-10,-1.0,2.66,3.5,2.14,0.3228183809735161,0.250759901116215,0.42642171791026895,负,胜,0.42642171791026895,0.3228183809735161,负,0.01250412796877759,0.5059511743560547,0.49404882564394537,小于2.5球,0.5059511743560547,胜胜,平胜,0.3607878646064403,0.18698468207496582,平平,胜胜 36.1% / 平胜 18.7% / 平平 14.6%,1-0,0.12391775872560078,1-1,0.11152598285304069,2-0,1-0 12.4% / 1-1 11.2% / 2-0 10.8%,1-0,0.12391775872560078,0-1,0-1,0.06372913305888042,https://m.sporttery.cn/mjc/jsq/zqspf/
周五003,2040845,2026-08-15,德国乙级联赛,基尔,圣保利,基尔,圣保利,2.3,3.23,2.6,0.38510570000458566,0.27422387306828083,0.3406704269271334,胜,0.38510570000458566,0.38510570000458566,0.27422387306828083,0.3406704269271334,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.38510570000458566,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.1,4.1,1.45,0.1715551839449049,0.2159140198577077,0.6125307961973875,负,平,0.6125307961973875,0.2159140198577077,负,0.0020198472922779986,0.5567015092746781,0.44329849072532196,小于2.5球,0.5567015092746781,胜胜,负负,0.2259627797469693,0.19462847145893195,平平,胜胜 22.6% / 负负 19.5% / 平平 17.3%,1-1,0.12935376621876335,1-0,0.11008831167554327,0-1,1-1 12.9% / 1-0 11.0% / 0-1 10.1%,1-1,0.12935376621876335,1-1,1-1,0.12935376621876335,https://m.sporttery.cn/mjc/jsq/zqspf/
周五004,2040846,2026-08-15,德国乙级联赛,不伦瑞克,波鸿,不伦瑞克,波鸿,2.43,3.18,2.48,0.36443286106413064,0.27848171458674137,0.35708542434912804,胜,0.36443286106413064,0.36443286106413064,0.27848171458674137,0.35708542434912804,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.36443286106413064,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.57,4.15,1.41,0.15562335465067884,0.21123287491331397,0.6331437704360072,负,平,0.6331437704360072,0.21123287491331397,负,0.005358312799406018,0.5762538340713417,0.4237461659286583,小于2.5球,0.5762538340713417,胜胜,负负,0.21159337229793973,0.2036938698672209,平平,胜胜 21.2% / 负负 20.4% / 平平 17.9%,1-1,0.13121242304280636,1-0,0.11167014727047356,0-1,1-1 13.1% / 1-0 11.2% / 0-1 10.9%,1-1,0.13121242304280636,1-1,1-1,0.13121242304280636,https://m.sporttery.cn/mjc/jsq/zqspf/
周五005,2040847,2026-08-15,沙特职业联赛,新未来SC,迈季迈阿宽广,新未来SC,迈季迈阿宽广,1.72,3.4,3.95,0.5151119975452593,0.2605860693464253,0.2243019331083154,胜,0.5151119975452593,0.5151119975452593,0.2605860693464253,0.2243019331083154,,,观察,官方赔率市场基线（未训练联赛）,低,,0.5151119975452593,0.5,0.6382047072,0.4482335623,4076,2025-01-01至2026-08-10,-1.0,3.25,3.45,1.88,0.2608250355895176,0.2513281687024887,0.4878467957079937,负,胜,0.4878467957079937,0.2608250355895176,负,0.016901545062215917,0.5697087856823537,0.4302912143176463,小于2.5球,0.5697087856823537,胜胜,平胜,0.3112067458259542,0.17857003629272555,平平,胜胜 31.1% / 平胜 17.9% / 平平 17.0%,1-0,0.13620896443293867,1-1,0.12258806798964479,2-0,1-0 13.6% / 1-1 12.3% / 2-0 10.2%,1-0,0.13620896443293867,0-1,0-1,0.08172537865976326,https://m.sporttery.cn/mjc/jsq/zqspf/
周五006,2040848,2026-08-15,瑞超,埃尔夫斯堡,韦斯特罗斯,Elfsborg,Vasteras SK,1.65,3.65,4.01,0.49579036711784197,0.2951634164797,0.2090462164024581,胜,0.49579036711784197,0.5366171105937563,0.2425803376656706,0.22080255174057303,平,0.052583078814029405,观察,历史数据训练模型,正常,,0.5366171105937563,0.5,0.6382047072,0.4482335623,4076,2025-01-01至2026-08-10,-1.0,3.0,3.45,1.98,0.24368239161821045,0.21925808177104503,0.5370595266107445,负,胜,0.5370595266107445,0.24368239161821045,负,0.08941452855702708,0.48419861186733015,0.5158013881326698,大于2.5球,0.5158013881326698,胜胜,平胜,0.35424302269994296,0.17048207082190459,平平,胜胜 35.4% / 平胜 17.0% / 平平 14.5%,2-1,0.0935842059827536,1-2,0.06741479703011088,2-2,2-1 9.4% / 1-2 6.7% / 2-2 5.3%,1-1,0.11921674716369719,0-1,0-1,0.0759349970170827,https://m.sporttery.cn/mjc/jsq/zqspf/
周五007,2040849,2026-08-15,挪威超级联赛,罗森博格,维京,罗森博格,维京,2.43,3.65,2.25,0.36419876272201157,0.24246657353821593,0.39333466373977255,负,0.39333466373977255,0.36419876272201157,0.24246657353821593,0.39333466373977255,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.39333466373977255,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,1.0,1.48,4.25,4.6,0.6047493489697531,0.20149367048646097,0.19375698054378604,胜,平,0.6047493489697531,0.20149367048646097,胜,0.005937783177055289,0.41761250142433953,0.5823874985756604,大于2.5球,0.5823874985756604,负负,胜胜,0.2370452016581924,0.2148911138496868,平平,负负 23.7% / 胜胜 21.5% / 平平 13.4%,1-2,0.08620551214183901,2-1,0.08203427768336292,2-2,1-2 8.6% / 2-1 8.2% / 2-2 6.4%,1-1,0.11123291889269557,1-1,1-1,0.11123291889269557,https://m.sporttery.cn/mjc/jsq/zqspf/
周五008,2040850,2026-08-15,沙特职业联赛,达曼协定,利雅得,达曼协定,利雅得,1.85,3.4,3.4,0.4788732394366197,0.2605633802816902,0.2605633802816902,胜,0.4788732394366197,0.4788732394366197,0.2605633802816902,0.2605633802816902,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.4788732394366197,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,3.57,3.7,1.73,0.241917658305388,0.23958194397437957,0.5185003977202324,负,胜,0.5185003977202324,0.241917658305388,负,0.006247672414738337,0.5374164800655077,0.4625835199344922,小于2.5球,0.5374164800655077,胜胜,平胜,0.2912784954227655,0.1667657864468764,平平,胜胜 29.1% / 平胜 16.7% / 平平 16.3%,1-1,0.12321567363152951,1-0,0.12021041329905317,2-0,1-1 12.3% / 1-0 12.0% / 2-0 9.0%,1-1,0.12321567363152951,1-1,1-1,0.12321567363152951,https://m.sporttery.cn/mjc/jsq/zqspf/
周五010,2040851,2026-08-15,荷兰甲级联赛,特尔斯达,鹿特丹斯巴达,特尔斯达,鹿特丹斯巴达,2.17,3.45,2.65,0.40852119126879505,0.2569539087110972,0.3345249000201077,胜,0.40852119126879505,0.40852119126879505,0.2569539087110972,0.3345249000201077,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.40852119126879505,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,4.4,4.1,1.52,0.1918930121529841,0.21370860369260603,0.5943983841544098,负,平,0.5943983841544098,0.21370860369260603,负,0.011711045653117869,0.49362451645655525,0.5063754835434446,大于2.5球,0.5063754835434446,胜胜,负负,0.2408638201539218,0.19510021587599047,平平,胜胜 24.1% / 负负 19.5% / 平平 15.4%,2-1,0.0870904832292584,1-2,0.07792306394196803,2-2,2-1 8.7% / 1-2 7.8% / 2-2 5.6%,1-1,0.12223225716387151,1-1,1-1,0.12223225716387151,https://m.sporttery.cn/mjc/jsq/zqspf/
周五011,2040852,2026-08-15,荷兰乙级联赛,瓦尔韦克,多德勒支,瓦尔韦克,多德勒支,1.77,3.5,3.6,0.5006556204553583,0.253188699487424,0.24615568005721783,胜,0.5006556204553583,0.5006556204553583,0.253188699487424,0.24615568005721783,,,观察,官方赔率市场基线（未训练联赛）,低,,0.5006556204553583,0.5,0.6382047072,0.4482335623,4076,2025-01-01至2026-08-10,-1.0,3.35,3.6,1.81,0.2597154390681159,0.24083907680231212,0.499445484129572,负,胜,0.499445484129572,0.2597154390681159,负,0.009987499998400484,0.5184296358260498,0.48157036417394994,小于2.5球,0.5184296358260498,胜胜,平胜,0.3059548732849726,0.16993571283480205,平平,胜胜 30.6% / 平胜 17.0% / 平平 15.6%,1-1,0.12006375364553336,1-0,0.11713536941027644,2-0,1-1 12.0% / 1-0 11.7% / 2-0 9.2%,1-1,0.12006375364553336,0-1,0-1,0.07623095469557675,https://m.sporttery.cn/mjc/jsq/zqspf/
周五012,2040853,2026-08-15,荷兰乙级联赛,赫拉克勒斯,登博思,赫拉克勒斯,登博思,1.51,4.25,4.35,0.5873989229033949,0.20869938201979443,0.20390169507681066,胜,0.5873989229033949,0.5873989229033949,0.20869938201979443,0.20390169507681066,,,谨慎主推,官方赔率市场基线（未训练联赛）,低,,0.5873989229033949,0.55,0.6884384384,0.3267909715,4076,2025-01-01至2026-08-10,-1.0,2.5,3.65,2.2,0.35409505096830235,0.23016073534085835,0.4157442136908392,负,胜,0.4157442136908392,0.35409505096830235,负,0.012963370609841596,0.37471140929949986,0.6252885907005,大于2.5球,0.6252885907005,胜胜,平胜,0.37840309082509055,0.173685199789868,负负,胜胜 37.8% / 平胜 17.4% / 负负 11.5%,2-1,0.09898892858479665,3-1,0.06846734227115095,3-0,2-1 9.9% / 3-1 6.8% / 3-0 6.0%,2-1,0.09898892858479665,1-2,1-2,0.054861333914465654,https://m.sporttery.cn/mjc/jsq/zqspf/
周五013,2040854,2026-08-15,法国乙级联赛,阿纳西,罗德兹,阿纳西,罗德兹,1.97,3.2,3.25,0.4500898015709865,0.27708653409213857,0.27282366433687494,胜,0.4500898015709865,0.4500898015709865,0.27708653409213857,0.27282366433687494,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.4500898015709865,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,4.2,3.6,1.63,0.20731451521904837,0.23937492630769444,0.5533105584732573,负,平,0.5533105584732573,0.23937492630769444,负,0.010090036809105474,0.596038837080617,0.403961162919383,小于2.5球,0.596038837080617,胜胜,平平,0.2639186357721973,0.18348816747616054,平胜,胜胜 26.4% / 平平 18.3% / 平胜 16.3%,1-0,0.13291242437864298,1-1,0.12958961376917688,0-0,1-0 13.3% / 1-1 13.0% / 0-0 10.0%,1-0,0.13291242437864298,0-1,0-1,0.0978034820899449,https://m.sporttery.cn/mjc/jsq/zqspf/
周五014,2040855,2026-08-15,法国乙级联赛,兰斯,敦刻尔克,兰斯,敦刻尔克,1.56,3.6,4.75,0.5676160127464648,0.24596693885680143,0.1864170483967337,胜,0.5676160127464648,0.5676160127464648,0.24596693885680143,0.1864170483967337,,,谨慎主推,官方赔率市场基线（未训练联赛）,低,,0.5676160127464648,0.55,0.6884384384,0.3267909715,4076,2025-01-01至2026-08-10,-1.0,2.9,3.3,2.08,0.3110961749642824,0.25785176148987293,0.43105206354584474,负,胜,0.43105206354584474,0.3110961749642824,胜,0.0055678210071916645,0.5502419525389417,0.44975804746105835,小于2.5球,0.5502419525389417,胜胜,平胜,0.3541687325443728,0.19119784168313994,平平,胜胜 35.4% / 平胜 19.1% / 平平 15.9%,1-0,0.13909326629033772,1-1,0.11475194468952862,2-0,1-0 13.9% / 1-1 11.5% / 2-0 11.5%,1-0,0.13909326629033772,0-1,0-1,0.06954663314516892,https://m.sporttery.cn/mjc/jsq/zqspf/
周五015,2040856,2026-08-15,法国乙级联赛,圣埃蒂安,克莱蒙,圣埃蒂安,克莱蒙,1.35,4.3,6.4,0.655784582390087,0.20588585726200406,0.13832956034790897,胜,0.655784582390087,0.655784582390087,0.20588585726200406,0.13832956034790897,,,高置信主推,官方赔率市场基线（未训练联赛）,低,,0.655784582390087,0.6,0.7241746539,0.2303729146,4076,2025-01-01至2026-08-10,-1.0,2.19,3.45,2.62,0.40207856587146223,0.252003720165851,0.3459177139626867,胜,负,0.40207856587146223,0.3459177139626867,负,0.007596090126360033,0.4814572827156168,0.5185427172843833,大于2.5球,0.5185427172843833,胜胜,平胜,0.42630902931752496,0.2017172870920475,平平,胜胜 42.6% / 平胜 20.2% / 平平 13.0%,2-1,0.09703959959823263,3-0,0.08243148783075671,3-1,2-1 9.7% / 3-0 8.2% / 3-1 6.4%,1-0,0.1267973534970782,0-1,0-1,0.04975592352416996,https://m.sporttery.cn/mjc/jsq/zqspf/
周五016,2040859,2026-08-15,英格兰冠军联赛,伍尔弗汉普顿,布莱克本,伍尔弗汉普顿,布莱克本,1.38,4.05,6.35,0.654428359020877,0.21051440251096137,0.13505723846816176,胜,0.654428359020877,0.6418223336952047,0.2186950174072549,0.13948264889754053,,,高置信主推,官方赔率80% + 欧战历史校准20%（Elo缺失）,较低,,0.6418223336952047,0.6,0.7241746539,0.2303729146,4076,2025-01-01至2026-08-10,-1.0,2.3,3.35,2.53,0.38092451036046776,0.2597895895401593,0.359285900099373,胜,负,0.38092451036046776,0.359285900099373,负,0.009050667480449803,0.5247239593175604,0.47527604068243956,小于2.5球,0.5247239593175604,胜胜,平胜,0.41182332118430287,0.20480598682287324,平平,胜胜 41.2% / 平胜 20.5% / 平平 14.2%,1-0,0.14130769302948276,2-0,0.1307096160522715,1-1,1-0 14.1% / 2-0 13.1% / 1-1 10.2%,1-0,0.14130769302948276,0-1,0-1,0.05537733916020272,https://m.sporttery.cn/mjc/jsq/zqspf/
周五017,2040857,2026-08-15,葡超,里斯本竞技,吉马良斯,Sp Lisbon,Guimaraes,1.14,6.0,11.8,0.7772362038800434,0.14767487688413272,0.07508891923582386,胜,0.7772362038800434,0.7772362007640626,0.14767487814517188,0.07508892109076537,胜,3.1159808067116046e-09,跳过,历史数据训练模型,正常,,0.7772362007640626,0.7,0.8081841432,0.0959273798,4076,2025-01-01至2026-08-10,-2.0,2.62,4.0,2.01,0.31636732632777687,0.2193901475265361,0.46424252614568706,负,胜,0.46424252614568706,0.31636732632777687,负,0.023650922610864267,0.3889629025576727,0.6110370974423274,大于2.5球,0.6110370974423274,胜胜,平胜,0.5594578832045731,0.21717060386970705,负胜,胜胜 55.9% / 平胜 21.7% / 负胜 8.3%,3-0,0.1522957714292614,4-0,0.1153506065003087,5-0,3-0 15.2% / 4-0 11.5% / 5-0 7.0%,3-0,0.1522957714292614,0-1,0-1,0.014600006051098693,https://m.sporttery.cn/mjc/jsq/zqspf/
