赛事编号,比赛ID,比赛时间,联赛,主队,客队,主队模型名,客队模型名,官方胜奖金,官方平奖金,官方负奖金,模型主胜概率,模型平局概率,模型客胜概率,胜平负首选,胜平负首选概率,市场去水主胜概率,市场去水平局概率,市场去水客胜概率,最大价值方向,最大概率优势,建议状态,预测依据,置信等级,估算球队,市场最高概率,市场筛选阈值,同阈值历史命中率,同阈值历史覆盖率,筛选回测样本数,筛选回测期间,官方让球数,官方让胜奖金,官方让平奖金,官方让负奖金,模型让胜概率,模型让平概率,模型让负概率,让球首选,让球次选,让球首选概率,让球次选概率,让球最大价值方向,让球最大概率优势,小于2.5球概率,大于2.5球概率,大小球首选,大小球首选概率,半全场首选,半全场次选,半全场首选概率,半全场次选概率,半全场第三选择,半全场Top3,首选比分,首选比分概率,次选比分,次选比分概率,第三比分,最可能比分Top3,原始最高概率比分,原始最高概率比分概率,爆冷比分,比分爆冷,爆冷比分概率,数据来源
周六007,2040868,2026-08-15,德国乙级联赛,柏林赫塔,海登海姆,柏林赫塔,海登海姆,2.09,3.45,2.77,0.4236732088152756,0.2566600018620075,0.31966678932271697,胜,0.4236732088152756,0.4236732088152756,0.2566600018620075,0.31966678932271697,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.4236732088152756,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,4.32,3.95,1.55,0.20339558967761806,0.21940542045911274,0.5771989898632693,负,平,0.5771989898632693,0.21940542045911274,负,0.006162430003819774,0.499768333946204,0.5002316660537959,大于2.5球,0.5002316660537959,胜胜,负负,0.25232653986378223,0.18354956071300896,平平,胜胜 25.2% / 负负 18.4% / 平平 15.5%,2-1,0.08882983711540171,1-2,0.07504589687335661,2-2,2-1 8.9% / 1-2 7.5% / 2-2 5.4%,1-1,0.12252391326262312,1-1,1-1,0.12252391326262312,https://m.sporttery.cn/mjc/jsq/zqspf/
周六012,2040872,2026-08-15,荷兰甲级联赛,威廉二世,奈梅亨,威廉二世,奈梅亨,4.18,3.95,1.57,0.21183531396989252,0.22417002845421533,0.5639946575758921,负,0.5639946575758921,0.21183531396989252,0.22417002845421533,0.5639946575758921,,,谨慎主推,官方赔率市场基线（未训练联赛）,低,,0.5639946575758921,0.55,0.6884384384,0.3267909715,4076,2025-01-01至2026-08-10,1.0,2.08,3.7,2.65,0.4352455232499868,0.23697238818692684,0.32778208856308644,胜,负,0.4352455232499868,0.32778208856308644,胜,0.009181993940466093,0.428814745144949,0.571185254855051,大于2.5球,0.571185254855051,负负,平负,0.3593546495541435,0.17582492444977646,平平,负负 35.9% / 平负 17.6% / 平平 12.8%,1-2,0.09940655860327745,1-3,0.06295748711540901,0-3,1-2 9.9% / 1-3 6.3% / 0-3 5.9%,1-1,0.10463848274029211,2-1,2-1,0.056243184472907014,https://m.sporttery.cn/mjc/jsq/zqspf/
周六013,2040873,2026-08-15,葡超,阿尔维卡,阿马多拉,阿尔维卡,阿马多拉,1.91,3.1,3.55,0.46421867420327756,0.2860186024929871,0.24976272330373525,胜,0.46421867420327756,0.46421867420327756,0.2860186024929871,0.24976272330373525,,,跳过,官方赔率市场基线（球队尚未映射）,低,,0.46421867420327756,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,4.1,3.45,1.68,0.214770033996458,0.24932279022289391,0.5359071757806481,负,平,0.5359071757806481,0.24932279022289391,负,0.008679176227925245,0.6294246832648467,0.3705753167351533,小于2.5球,0.6294246832648467,胜胜,平平,0.27398560632962216,0.19429842451104826,平胜,胜胜 27.4% / 平平 19.4% / 平胜 17.1%,1-0,0.14775560851133918,1-1,0.1292861574474218,0-0,1-0 14.8% / 1-1 12.9% / 0-0 11.4%,1-0,0.14775560851133918,0-1,0-1,0.09945089034417069,https://m.sporttery.cn/mjc/jsq/zqspf/
周六017,2040877,2026-08-16,荷兰甲级联赛,乌德勒支,阿尔克马尔,乌德勒支,阿尔克马尔,2.63,3.45,2.18,0.33684314243614494,0.25678187379914813,0.40637498376470693,负,0.40637498376470693,0.33684314243614494,0.25678187379914813,0.40637498376470693,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.40637498376470693,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,1.0,1.51,4.0,4.6,0.5943983841544099,0.21370860369260603,0.19189301215298404,胜,平,0.5943983841544099,0.21370860369260603,胜,0.008149738261336581,0.49362451645655525,0.5063754835434446,大于2.5球,0.5063754835434446,负负,胜胜,0.24086382015392185,0.19510021587599052,平平,负负 24.1% / 胜胜 19.5% / 平平 15.4%,1-2,0.0870904832292584,2-1,0.07792306394196805,2-2,1-2 8.7% / 2-1 7.8% / 2-2 5.6%,1-1,0.12223225716387152,1-1,1-1,0.12223225716387152,https://m.sporttery.cn/mjc/jsq/zqspf/
周六018,2040878,2026-08-16,葡超,维塞乌,圣克拉拉,维塞乌,圣克拉拉,2.95,2.95,2.22,0.30040595399188097,0.30040595399188097,0.39918809201623817,负,0.39918809201623817,0.30040595399188097,0.30040595399188097,0.39918809201623817,,,跳过,官方赔率市场基线（球队尚未映射）,低,,0.39918809201623817,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,1.0,1.5,3.65,5.3,0.5992620999114134,0.23449777627781215,0.1662401238107744,胜,平,0.5992620999114134,0.23449777627781215,胜,0.00893558175456266,0.6631456743594523,0.3368543256405476,小于2.5球,0.6631456743594523,负负,平平,0.22983957231520846,0.2108868306833813,胜胜,负负 23.0% / 平平 21.1% / 胜胜 16.4%,0-1,0.14485891392799277,1-1,0.13399449538339334,0-0,0-1 14.5% / 1-1 13.4% / 0-0 12.9%,0-1,0.14485891392799277,1-0,1-0,0.11910621811857183,https://m.sporttery.cn/mjc/jsq/zqspf/
周六019,2040879,2026-08-16,西甲,阿拉维斯,赫塔费,Alaves,Getafe,2.23,2.6,3.38,0.42137533336707045,0.3039363060651229,0.2746883605678067,胜,0.42137533336707045,0.3972264660947233,0.3406980843812434,0.2620754495240334,胜,0.024148867272347163,跳过,历史数据训练模型,正常,,0.3972264660947233,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.8,3.5,1.49,0.21091102617937485,0.2409680731406078,0.5481209006800174,负,平,0.5481209006800174,0.2409680731406078,胜,0.0582336833213955,0.6789265967535444,0.3210734032464556,小于2.5球,0.6789265967535444,胜胜,平平,0.24868118202945563,0.1930022415006129,平胜,胜胜 24.9% / 平平 19.3% / 平胜 18.0%,1-0,0.15649355588822675,2-0,0.11838965753752845,1-1,1-0 15.6% / 2-0 11.8% / 1-1 11.1%,1-0,0.15649355588822675,0-1,0-1,0.07995430851782763,https://m.sporttery.cn/mjc/jsq/zqspf/
周六022,2040882,2026-08-16,荷兰甲级联赛,SBV精英,PSV埃因霍温,SBV精英,PSV埃因霍温,5.05,4.6,1.4,0.17528579205225914,0.19243331518780624,0.6322808927599347,负,0.6322808927599347,0.17528579205225914,0.19243331518780624,0.6322808927599347,,,高置信主推,官方赔率市场基线（未训练联赛）,低,,0.6322808927599347,0.6,0.7241746539,0.2303729146,4076,2025-01-01至2026-08-10,1.0,2.45,3.95,2.14,0.37102923361734397,0.22664052502339832,0.4023302413592579,负,胜,0.4023302413592579,0.37102923361734397,胜,0.009380357753652202,0.33974158278932515,0.6602584172106748,大于2.5球,0.6602584172106748,负负,平负,0.4174080323287669,0.17810432730028292,平平,负负 41.7% / 平负 17.8% / 平平 10.3%,1-2,0.0980441669176223,1-3,0.07435015991253023,0-3,1-2 9.8% / 1-3 7.4% / 0-3 6.6%,1-2,0.0980441669176223,2-1,2-1,0.04848337924497805,https://m.sporttery.cn/mjc/jsq/zqspf/
周六023,2040883,2026-08-16,荷兰甲级联赛,福图纳锡塔德,坎布尔,福图纳锡塔德,坎布尔,1.57,3.95,4.2,0.5645641557911215,0.22439638597267358,0.21103945823620493,胜,0.5645641557911215,0.5645641557911215,0.22439638597267358,0.21103945823620493,,,谨慎主推,官方赔率市场基线（未训练联赛）,低,,0.5645641557911215,0.55,0.6884384384,0.3267909715,4076,2025-01-01至2026-08-10,-1.0,2.68,3.7,2.06,0.3263402580792974,0.2388553421722775,0.43480439974842505,负,胜,0.43480439974842505,0.3263402580792974,负,0.004773348696332114,0.44020171659322616,0.559798283406774,大于2.5球,0.559798283406774,胜胜,平胜,0.3589163463426817,0.17725044357241995,平平,胜胜 35.9% / 平胜 17.7% / 平平 13.1%,2-1,0.09937904370307653,3-1,0.0621119023144228,3-0,2-1 9.9% / 3-1 6.2% / 3-0 5.9%,1-1,0.1060043132832817,0-1,0-1,0.05653563375108361,https://m.sporttery.cn/mjc/jsq/zqspf/
周六024,2040884,2026-08-16,西甲,塞维利亚,巴列卡诺,Sevilla,Vallecano,2.2,2.9,3.05,0.40143078714363656,0.3100314448416193,0.28853776801474423,胜,0.40143078714363656,0.40323683610667876,0.3059038067016184,0.29085935719170275,平,0.004127638140000944,跳过,历史数据训练模型,正常,,0.40323683610667876,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.2,3.65,1.51,0.1901504846088251,0.2291453194795723,0.5807041959116027,负,平,0.5807041959116027,0.2291453194795723,胜,0.01974530273302319,0.6486393517226139,0.3513606482773861,小于2.5球,0.6486393517226139,平平,胜胜,0.21707029145289017,0.19023310434084312,平胜,平平 21.7% / 胜胜 19.0% / 平胜 18.6%,1-0,0.15016595236060365,1-1,0.12144443785015296,0-1,1-0 15.0% / 1-1 12.1% / 0-1 10.1%,1-0,0.15016595236060365,0-1,0-1,0.10095860144056698,https://m.sporttery.cn/mjc/jsq/zqspf/
周六025,2040885,2026-08-16,葡超,里奥阿维,波尔图,Rio Ave,Porto,9.2,4.85,1.23,0.0963708497693163,0.1828065601917982,0.7208225900388856,负,0.7208225900388856,0.09637084723310423,0.18280655557619768,0.7208225971906982,平,4.615600512902773e-09,跳过,历史数据训练模型,正常,,0.7208225971906982,0.7,0.8081841432,0.0959273798,4076,2025-01-01至2026-08-10,1.0,3.25,3.55,1.85,0.36675011453287915,0.24413001107346416,0.3891198743936568,负,胜,0.3891198743936568,0.36675011453287915,胜,0.09443747848022033,0.4994462708916277,0.5005537291083724,大于2.5球,0.5005537291083724,负负,平负,0.4135198011198264,0.2929632859930845,平平,负负 41.4% / 平负 29.3% / 平平 10.3%,1-2,0.09619696393247691,0-3,0.08814453572961177,1-3,1-2 9.6% / 0-3 8.8% / 1-3 6.8%,0-2,0.12478085515994872,1-0,1-0,0.04737978502917046,https://m.sporttery.cn/mjc/jsq/zqspf/
周日001,2040888,2026-08-16,日本乙级联赛,德岛漩涡,鸟栖沙岩,德岛漩涡,鸟栖沙岩,2.4,2.95,2.68,0.3691287701932954,0.300308152021664,0.33056307778504057,胜,0.3691287701932954,0.3691287701932954,0.300308152021664,0.33056307778504057,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.3691287701932954,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.8,3.95,1.42,0.14677289946646133,0.22179585565045498,0.6314312448830837,负,平,0.6314312448830837,0.22179585565045498,负,0.008114689312412993,0.6563854628637944,0.3436145371362056,小于2.5球,0.6563854628637944,胜胜,平平,0.2093315728703746,0.2088581982825625,负负,胜胜 20.9% / 平平 20.9% / 负负 18.5%,1-1,0.13500187337976796,1-0,0.13500187337976796,0-1,1-1 13.5% / 1-0 13.5% / 0-1 12.6%,1-0,0.13500187337976796,1-1,1-1,0.13500187337976796,https://m.sporttery.cn/mjc/jsq/zqspf/
周日002,2040889,2026-08-16,荷兰甲级联赛,海牙,格罗宁根,海牙,格罗宁根,2.5,3.4,2.3,0.3543271409152696,0.26053466243769824,0.38513819664703225,负,0.38513819664703225,0.3543271409152696,0.26053466243769824,0.38513819664703225,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.38513819664703225,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,1.0,1.46,4.1,5.0,0.6125195604697682,0.20896964798796955,0.17851079154226215,胜,平,0.6125195604697682,0.20896964798796955,胜,0.005759363938660722,0.4997683271305291,0.5002316728694709,大于2.5球,0.5002316728694709,负负,胜胜,0.22836849753693605,0.20541813399436712,平平,负负 22.8% / 胜胜 20.5% / 平平 15.6%,1-2,0.08476172482216164,2-1,0.0801383580136801,2-2,1-2 8.5% / 2-1 8.0% / 2-2 5.5%,1-1,0.12328978155950791,1-1,1-1,0.12328978155950791,https://m.sporttery.cn/mjc/jsq/zqspf/
周日003,2040890,2026-08-16,韩职,富川FC,全北现代,Bucheon,Jeonbuk,4.35,3.42,1.65,0.20088996000821036,0.2782588365462824,0.5208512034455073,负,0.5208512034455073,0.20373679935012187,0.25913891145410234,0.5371242891957758,平,0.01911992509218008,跳过,历史数据训练模型,正常,,0.5371242891957758,0.5,0.6382047072,0.4482335623,4076,2025-01-01至2026-08-10,1.0,1.95,3.35,3.15,0.5603075592355492,0.21915548491638226,0.22053695584806854,胜,负,0.5603075592355492,0.22053695584806854,胜,0.10599693605182303,0.5381589357093489,0.4618410642906511,小于2.5球,0.5381589357093489,平平,平负,0.4399298217171998,0.18078956241264602,负平,平平 44.0% / 平负 18.1% / 负平 9.5%,1-1,0.13781949936241342,0-1,0.08901571544623339,0-0,1-1 13.8% / 0-1 8.9% / 0-0 8.8%,1-1,0.13781949936241342,1-0,1-0,0.08537554446351557,https://m.sporttery.cn/mjc/jsq/zqspf/
周日004,2040891,2026-08-16,韩职,仁川联,金泉尚武,Incheon,Sangmu,2.15,2.97,3.05,0.40022084778655215,0.30283417799492346,0.29694497421852434,胜,0.40022084778655215,0.4117219280503602,0.29804786037315634,0.29023021157648343,负,0.006714762642040906,跳过,历史数据训练模型,正常,,0.4117219280503602,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,4.85,3.65,1.54,0.16757580640291136,0.19493980855653822,0.6374843850405505,负,平,0.6374843850405505,0.19493980855653822,负,0.06258790050697893,0.6049451541791492,0.3950548458208508,小于2.5球,0.6049451541791492,负负,平负,0.29889976924794676,0.1439281475839834,负胜,负负 29.9% / 平负 14.4% / 负胜 10.2%,1-1,0.13845309908350154,1-0,0.09256696461541922,0-0,1-1 13.8% / 1-0 9.3% / 0-0 9.0%,1-1,0.13845309908350154,0-1,0-1,0.08490601767379151,https://m.sporttery.cn/mjc/jsq/zqspf/
周日008,2040895,2026-08-16,荷兰甲级联赛,特温特,兹沃勒,特温特,兹沃勒,1.15,6.2,10.2,0.7702801461632155,0.14287454323995125,0.08684531059683312,胜,0.7702801461632155,0.7702801461632155,0.14287454323995125,0.08684531059683312,,,精选主推,官方赔率市场基线（未训练联赛）,低,,0.7702801461632155,0.7,0.8081841432,0.0959273798,4076,2025-01-01至2026-08-10,-2.0,2.49,4.05,2.08,0.33457998672581324,0.21733192472580984,0.44808808854837695,负,胜,0.44808808854837695,0.33457998672581324,负,0.02236081236706766,0.316256352939597,0.6837436470604029,大于2.5球,0.6837436470604029,胜胜,平胜,0.5406799015564477,0.19409306750684233,平平,胜胜 54.1% / 平胜 19.4% / 平平 8.0%,3-0,0.09864822747781127,2-1,0.09042754185466034,3-1,3-0 9.9% / 2-1 9.0% / 3-1 8.1%,2-0,0.10960914164201255,1-2,1-2,0.027630637788923988,https://m.sporttery.cn/mjc/jsq/zqspf/
周日009,2040896,2026-08-16,荷兰甲级联赛,费耶诺德,前进之鹰,费耶诺德,前进之鹰,1.28,5.1,6.6,0.692079940784604,0.17369849494201828,0.13422156427337775,胜,0.692079940784604,0.692079940784604,0.17369849494201828,0.13422156427337775,,,高置信主推,官方赔率市场基线（未训练联赛）,低,,0.692079940784604,0.6,0.7241746539,0.2303729146,4076,2025-01-01至2026-08-10,-1.0,1.87,3.9,2.96,0.4639699460685761,0.22545046902384186,0.3105795849075821,胜,负,0.4639699460685761,0.3105795849075821,负,0.011345211318000481,0.3397430676607349,0.6602569323392652,大于2.5球,0.6602569323392652,胜胜,平胜,0.46909780842668863,0.18830878117739897,平平,胜胜 46.9% / 平胜 18.8% / 平平 9.5%,2-1,0.09686392005492121,3-0,0.08030598500279792,3-1,2-1 9.7% / 3-0 8.0% / 3-1 7.8%,2-0,0.09934761031273971,1-2,1-2,0.03894528744476215,https://m.sporttery.cn/mjc/jsq/zqspf/
周日011,2040898,2026-08-16,英格兰社区盾杯,阿森纳,曼彻斯特城,阿森纳,曼彻斯特城,2.37,3.17,2.55,0.37354608847545506,0.2792757822355926,0.3471781292889524,胜,0.37354608847545506,0.37354608847545506,0.2792757822355926,0.3471781292889524,,,跳过,官方赔率市场基线（未训练联赛）,低,,0.37354608847545506,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.4,4.0,1.44,0.15825501849128365,0.21390548189345454,0.6278394996152619,负,平,0.6278394996152619,0.21390548189345454,负,0.01308540125460611,0.582824798446876,0.41717520155312415,小于2.5球,0.582824798446876,胜胜,负负,0.21478603457063092,0.19894445863111224,平平,胜胜 21.5% / 负负 19.9% / 平平 18.1%,1-1,0.13166812371258904,1-0,0.11449402061964271,0-1,1-1 13.2% / 1-0 11.4% / 0-1 11.0%,1-1,0.13166812371258904,1-1,1-1,0.13166812371258904,https://m.sporttery.cn/mjc/jsq/zqspf/
周日013,2040900,2026-08-16,葡超,葡萄牙国民,埃斯托里尔,Nacional,Estoril,2.29,3.23,2.62,0.3871431108797043,0.27447606932228164,0.3383808197980141,胜,0.3871431108797043,0.3871431120219954,0.2744760763251918,0.3383808116528127,负,8.145201402243174e-09,跳过,历史数据训练模型,正常,,0.3871431120219954,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,5.2,3.9,1.47,0.2056122598217149,0.22861288300742233,0.5657748571708627,负,平,0.5657748571708627,0.22861288300742233,胜,0.03527622274176129,0.6064573425997476,0.3935426574002524,小于2.5球,0.6064573425997476,平胜,胜胜,0.23224886228216565,0.21511283560799802,平负,平胜 23.2% / 胜胜 21.5% / 平负 17.0%,1-0,0.13133611528885075,1-1,0.11532302252814157,2-0,1-0 13.1% / 1-1 11.5% / 2-0 9.6%,1-0,0.13133611528885075,1-1,1-1,0.11532302252814157,https://m.sporttery.cn/mjc/jsq/zqspf/
周日016,2040903,2026-08-16,荷兰甲级联赛,阿贾克斯,海伦芬,阿贾克斯,海伦芬,1.33,4.7,6.1,0.6662174094901705,0.1885253520472185,0.14525723846261096,胜,0.6662174094901705,0.6662174094901705,0.1885253520472185,0.14525723846261096,,,高置信主推,官方赔率市场基线（未训练联赛）,低,,0.6662174094901705,0.6,0.7241746539,0.2303729146,4076,2025-01-01至2026-08-10,-1.0,2.0,3.8,2.74,0.43100882338165236,0.23355670236767778,0.3354344742506699,胜,负,0.43100882338165236,0.3354344742506699,负,0.011920086373945926,0.37990543801579424,0.6200945619842058,大于2.5球,0.6200945619842058,胜胜,平胜,0.4438309231090257,0.18984091313862148,平平,胜胜 44.4% / 平胜 19.0% / 平平 10.6%,2-1,0.09885392384960918,3-0,0.07804257146021776,3-1,2-1 9.9% / 3-0 7.8% / 3-1 7.4%,2-0,0.10405676194695705,1-2,1-2,0.04173832340316834,https://m.sporttery.cn/mjc/jsq/zqspf/
周日018,2040921,2026-08-16,西甲,桑坦德竞技,比利亚雷亚尔,桑坦德竞技,比利亚雷亚尔,3.2,3.45,1.9,0.2768743400211194,0.2568109820485745,0.4663146779303063,负,0.4663146779303063,0.2768743400211194,0.2568109820485745,0.4663146779303063,,,跳过,官方赔率市场基线（球队尚未映射）,低,,0.4663146779303063,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,1.0,1.69,3.7,3.75,0.5361832347726762,0.2326281272982247,0.23118863792909916,胜,平,0.5361832347726762,0.2326281272982247,胜,0.011915792253169633,0.5184296125492837,0.48157038745071645,小于2.5球,0.5184296125492837,负负,平负,0.27985412876706245,0.16001173548932618,平平,负负 28.0% / 平负 16.0% / 平平 15.8%,1-1,0.12268324962228017,0-1,0.1115302269293456,0-2,1-1 12.3% / 0-1 11.2% / 0-2 8.4%,1-1,0.12268324962228017,1-1,1-1,0.12268324962228017,https://m.sporttery.cn/mjc/jsq/zqspf/
周日022,2040907,2026-08-17,西甲,西班牙人,莱万特,Espanol,Levante,1.85,3.18,3.65,0.47685682066134993,0.28915791525962675,0.23398526407902343,胜,0.47685682066134993,0.47878725378983183,0.278539754563267,0.2426729916469011,平,0.010618160696359735,跳过,历史数据训练模型,正常,,0.47878725378983183,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,3.78,3.45,1.74,0.25676044409414034,0.24020583158443765,0.503033724321422,负,胜,0.503033724321422,0.25676044409414034,胜,0.022462284757341106,0.5661472413735263,0.43385275862647366,小于2.5球,0.5661472413735263,胜胜,平平,0.28419001407497757,0.16984722031128072,平胜,胜胜 28.4% / 平平 17.0% / 平胜 17.0%,1-0,0.13411844636702877,1-1,0.12339069891214409,0-1,1-0 13.4% / 1-1 12.3% / 0-1 10.5%,1-0,0.13411844636702877,0-1,0-1,0.10533270809666846,https://m.sporttery.cn/mjc/jsq/zqspf/
周日023,2040908,2026-08-17,葡超,阿罗卡,摩雷伦斯,Arouca,Moreirense,1.96,3.12,3.35,0.45181815317444673,0.2838344967755419,0.2643473500500114,胜,0.45181815317444673,0.45181816609894004,0.2838344889595905,0.2643473449414694,平,7.815951386103137e-09,跳过,历史数据训练模型,正常,,0.45181816609894004,0.0,0.5252698724,1.0,4076,2025-01-01至2026-08-10,-1.0,4.25,3.48,1.65,0.22964305113247216,0.2236531897919048,0.5467037590756232,负,胜,0.5467037590756232,0.22964305113247216,胜,0.02118038163402422,0.5378005908187703,0.4621994091812297,小于2.5球,0.5378005908187703,胜胜,平平,0.24169790713831835,0.21670732129836823,平胜,胜胜 24.2% / 平平 21.7% / 平胜 16.9%,1-0,0.13516189817376104,1-1,0.12768572406404083,0-1,1-0 13.5% / 1-1 12.8% / 0-1 12.8%,1-0,0.13516189817376104,0-1,0-1,0.12758440934116985,https://m.sporttery.cn/mjc/jsq/zqspf/
