prediction_date,match_id,match_date,match_number,league,home,away,odds_home,odds_draw,odds_away,home_goals,away_goals,actual_result,actual_result_label,source_type,imported_at
2025-08-11,2032925,2025-08-11,周日019,葡萄牙超级联赛,法马利康,圣克拉拉,2.05,2.85,3.45,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-11,2032926,2025-08-11,周日020,挪威超级联赛,桑纳菲尤尔,维京,2.63,3.9,2.03,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-11,2032927,2025-08-11,周日021,葡萄牙超级联赛,布拉加,通德拉,1.25,4.85,8.1,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-11,2032928,2025-08-11,周日023,美国职业大联盟,纽约红牛,皇家盐湖城,2.0,3.35,3.02,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-11,2032929,2025-08-11,周一001,日本职业联赛,大阪樱花,新潟天鹅,1.55,3.8,4.55,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-11,2032937,2025-08-11,周日022,葡萄牙超级联赛,摩雷伦斯,阿尔维卡,1.81,2.95,4.2,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032930,2025-08-12,周一002,芬兰超级联赛,赫尔辛基,坦佩雷山猫,2.28,3.6,2.42,5,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032931,2025-08-12,周一003,瑞典超级联赛,埃尔夫斯堡,韦纳穆,1.3,4.85,6.5,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032932,2025-08-12,周一004,瑞典超级联赛,哥德堡盖斯,IFK哥德堡,1.78,3.38,3.68,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032933,2025-08-12,周一005,葡萄牙超级联赛,埃斯托里尔,阿马多拉,1.58,3.5,4.75,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032934,2025-08-12,周一007,葡萄牙超级联赛,波尔图,吉马良斯,1.39,4.08,6.1,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032938,2025-08-12,周一006,法国乙级联赛,亚眠,兰斯,5.85,3.86,1.43,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-12,2032971,2025-08-12,周二001,亚洲冠军精英联赛,成都蓉城,曼谷联,1.38,4.45,5.55,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032957,2025-08-13,周二002,欧洲冠军联赛,费内巴切,费耶诺德,1.4,4.3,5.5,5,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032958,2025-08-13,周二003,欧洲冠军联赛,哥本哈根,马尔默,1.54,3.5,5.15,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032959,2025-08-13,周二004,欧洲冠军联赛,比尔森,格拉斯哥流浪者,1.74,3.83,3.4,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032960,2025-08-13,周二005,欧洲冠军联赛,布鲁日,萨尔茨堡,1.61,3.7,4.2,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032961,2025-08-13,周二006,欧洲冠军联赛,费伦茨瓦罗斯,卢多戈雷茨,1.36,4.0,6.95,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032962,2025-08-13,周二007,欧罗巴联赛,谢尔本,里耶卡,4.6,3.65,1.57,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032963,2025-08-13,周二009,英格兰联赛杯,西布罗姆维奇,德比郡,1.79,3.2,3.88,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032964,2025-08-13,周二010,英格兰联赛杯,沃特福德,诺维奇,2.6,3.05,2.4,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032965,2025-08-13,周二011,欧洲冠军联赛,本菲卡,尼斯,1.39,4.26,5.7,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-13,2032972,2025-08-13,周二008,英格兰联赛杯,雷克斯汉姆,赫尔城,2.35,2.9,2.79,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-14,2032973,2025-08-14,周三001,欧洲超级杯,巴黎圣日尔曼,托特纳姆热刺,1.34,4.4,6.4,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-14,2032974,2025-08-14,周三002,英格兰联赛杯,伯明翰,谢菲尔德联,1.92,3.12,3.47,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032966,2025-08-15,周四001,欧罗巴联赛,中日德兰,腓特烈斯塔,1.37,4.4,5.8,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032967,2025-08-15,周四002,欧罗巴联赛,沃尔夫斯贝格,塞萨洛尼基,3.6,2.95,1.95,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032968,2025-08-15,周四003,欧罗巴联赛,布兰,赫根,1.57,4.05,4.08,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032969,2025-08-15,周四004,欧罗巴联赛,乌德勒支,塞尔维特,1.3,4.85,6.5,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032970,2025-08-15,周四005,欧罗巴联赛,布拉加,克卢日,1.25,4.6,9.0,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032988,2025-08-15,周五001,韩国职业联赛,济州SK,江原FC,2.22,2.95,2.95,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032989,2025-08-15,周五002,韩国职业联赛,安养FC,浦项制铁,3.16,3.15,2.02,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-15,2032990,2025-08-15,周五003,葡萄牙超级联赛,阿维斯SAD,卡萨皮亚,3.02,2.65,2.38,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032991,2025-08-16,周五004,西班牙甲级联赛,赫罗纳,巴列卡诺,1.84,3.3,3.55,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032992,2025-08-16,周五005,挪威超级联赛,斯特罗姆加斯特,博德闪耀,7.7,5.8,1.21,0,5,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032993,2025-08-16,周五006,法国乙级联赛,克莱蒙,特鲁瓦,2.61,2.88,2.51,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032994,2025-08-16,周五007,荷兰甲级联赛,特尔斯达,兹沃勒,2.56,3.4,2.25,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032995,2025-08-16,周五008,荷兰乙级联赛,坎布尔,奥斯,1.22,5.4,8.0,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032996,2025-08-16,周五009,德国杯,比勒费尔德,云达不来梅,3.35,3.3,1.9,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032997,2025-08-16,周五010,法国甲级联赛,雷恩,马赛,3.55,3.5,1.78,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032998,2025-08-16,周五011,英格兰超级联赛,利物浦,伯恩茅斯,1.18,5.95,8.75,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2032999,2025-08-16,周五012,西班牙甲级联赛,比利亚雷亚尔,皇家奥维耶多,1.23,4.75,9.4,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033004,2025-08-16,周六001,日本职业联赛,鹿岛鹿角,福冈黄蜂,1.82,3.12,3.85,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033005,2025-08-16,周六002,日本乙级联赛,水户蜀葵,磐田喜悦,1.95,3.25,3.25,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033006,2025-08-16,周六003,日本职业联赛,神户胜利船,横滨FC,1.25,4.7,8.55,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033007,2025-08-16,周六004,日本职业联赛,浦和红钻,名古屋鲸八,1.75,3.3,3.92,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033008,2025-08-16,周六005,韩国职业联赛,全北现代,大邱FC,1.28,4.85,7.05,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033009,2025-08-16,周六006,英格兰超级联赛,阿斯顿维拉,纽卡斯尔联,2.05,3.48,2.82,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033010,2025-08-16,周六007,英格兰冠军联赛,德比郡,考文垂,3.5,2.95,1.98,3,5,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033011,2025-08-16,周六008,英格兰冠军联赛,朴次茅斯,诺维奇,2.45,3.19,2.45,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033012,2025-08-16,周六009,瑞典超级联赛,哈尔姆斯塔德,马尔默,5.0,3.74,1.51,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033013,2025-08-16,周六010,英格兰超级联赛,布赖顿,富勒姆,1.65,3.6,4.1,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033014,2025-08-16,周六012,英格兰超级联赛,托特纳姆热刺,伯恩利,1.34,4.4,6.4,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033015,2025-08-16,周六013,英格兰冠军联赛,米尔沃尔,米德尔斯堡,2.03,3.0,3.3,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033016,2025-08-16,周六014,芬兰超级联赛,AC奥卢,坦佩雷山猫,4.31,4.1,1.53,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033017,2025-08-16,周六015,葡萄牙超级联赛,通德拉,法马利康,4.05,3.32,1.72,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033018,2025-08-16,周六016,瑞典超级联赛,北雪平,埃尔夫斯堡,3.4,3.65,1.78,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-16,2033071,2025-08-16,周六011,英格兰超级联赛,桑德兰,西汉姆联,3.3,3.16,1.96,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033019,2025-08-17,周六017,英格兰超级联赛,狼队,曼彻斯特城,6.25,4.6,1.33,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033020,2025-08-17,周六018,荷兰甲级联赛,SBV精英,费耶诺德,6.1,4.7,1.33,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033021,2025-08-17,周六019,法国甲级联赛,摩纳哥,勒阿弗尔,1.12,6.7,11.5,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033022,2025-08-17,周六020,葡萄牙超级联赛,吉马良斯,埃斯托里尔,1.55,3.55,4.95,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033023,2025-08-17,周六021,西班牙甲级联赛,马洛卡,巴塞罗那,8.25,5.3,1.22,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033024,2025-08-17,周六022,荷兰甲级联赛,赫拉克勒斯,奈梅亨,2.86,3.3,2.1,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033025,2025-08-17,周六023,德国超级杯,斯图加特,拜仁慕尼黑,4.95,4.48,1.42,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033026,2025-08-17,周六024,荷兰甲级联赛,格罗宁根,海伦芬,2.05,3.25,3.0,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033027,2025-08-17,周六025,法国甲级联赛,尼斯,图卢兹,1.92,3.1,3.5,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033028,2025-08-17,周六026,西班牙甲级联赛,阿拉维斯,莱万特,1.8,2.95,4.25,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033029,2025-08-17,周六027,西班牙甲级联赛,巴伦西亚,皇家社会,2.35,2.75,2.95,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033030,2025-08-17,周六028,葡萄牙超级联赛,阿马多拉,本菲卡,13.0,6.25,1.12,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033031,2025-08-17,周六029,美国职业大联盟,新英格兰革命,洛杉矶FC,3.24,3.65,1.83,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033032,2025-08-17,周日001,日本职业联赛,冈山绿雉,柏太阳神,4.57,3.45,1.61,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033033,2025-08-17,周日002,韩国职业联赛,金泉尚武,首尔FC,3.15,3.07,2.06,6,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033034,2025-08-17,周日003,荷兰甲级联赛,前进之鹰,阿贾克斯,3.9,3.85,1.63,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033035,2025-08-17,周日004,英格兰冠军联赛,伊普斯维奇,南安普敦,1.81,3.35,3.6,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033036,2025-08-17,周日005,瑞典超级联赛,IFK哥德堡,AIK索尔纳,2.15,3.05,2.97,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033037,2025-08-17,周日006,荷兰甲级联赛,特温特,PSV埃因霍温,5.05,4.6,1.4,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033038,2025-08-17,周日007,荷兰甲级联赛,鹿特丹斯巴达,乌德勒支,2.34,3.6,2.36,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033039,2025-08-17,周日008,挪威超级联赛,特罗姆瑟,布兰,2.18,3.45,2.63,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033040,2025-08-17,周日009,英格兰超级联赛,诺丁汉森林,布伦特福德,1.72,3.4,3.95,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033041,2025-08-17,周日010,英格兰超级联赛,切尔西,水晶宫,1.65,3.65,4.02,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033042,2025-08-17,周日011,法国甲级联赛,布雷斯特,里尔,2.34,3.12,2.62,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033043,2025-08-17,周日012,英格兰冠军联赛,赫尔城,牛津联,1.69,3.12,4.6,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033044,2025-08-17,周日013,芬兰超级联赛,库奥皮奥,国际图尔库,3.52,3.5,1.79,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033045,2025-08-17,周日014,葡萄牙超级联赛,里奥阿维,葡萄牙国民,1.93,3.15,3.4,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033046,2025-08-17,周日015,瑞典超级联赛,哈马比,哥德堡盖斯,1.7,3.52,3.9,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033047,2025-08-17,周日016,瑞典超级联赛,米亚尔比,佐加顿斯,1.82,3.45,3.45,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033048,2025-08-17,周日017,荷兰甲级联赛,福伦丹,阿尔克马尔,6.7,5.2,1.27,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033049,2025-08-17,周日018,西班牙甲级联赛,维戈塞尔塔,赫塔费,1.5,3.35,6.1,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033050,2025-08-17,周日019,挪威超级联赛,奥斯陆KFUM,莫尔德,2.59,3.15,2.35,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033051,2025-08-17,周日020,挪威超级联赛,克里斯蒂安松,桑纳菲尤尔,3.15,3.85,1.81,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033052,2025-08-17,周日021,法国甲级联赛,昂热,巴黎FC,3.1,3.15,2.05,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033053,2025-08-17,周日022,法国甲级联赛,欧塞尔,洛里昂,2.2,2.98,2.95,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033054,2025-08-17,周日023,法国甲级联赛,梅斯,斯特拉斯堡,3.7,3.4,1.77,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-17,2033055,2025-08-17,周日024,英格兰超级联赛,曼彻斯特联,阿森纳,3.75,3.45,1.75,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033056,2025-08-18,周日025,葡萄牙超级联赛,阿尔维卡,布拉加,5.85,3.86,1.43,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033057,2025-08-18,周日026,葡萄牙超级联赛,圣克拉拉,摩雷伦斯,1.82,2.9,4.25,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033058,2025-08-18,周日027,挪威超级联赛,瓦勒伦加,萨尔普斯堡,1.66,3.85,3.74,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033059,2025-08-18,周日028,西班牙甲级联赛,毕尔巴鄂竞技,塞维利亚,1.52,3.4,5.65,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033060,2025-08-18,周日029,荷兰甲级联赛,布雷达,福图纳锡塔德,2.15,3.0,3.02,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033061,2025-08-18,周日030,法国甲级联赛,南特,巴黎圣日尔曼,10.25,6.15,1.15,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033062,2025-08-18,周日031,西班牙甲级联赛,西班牙人,马德里竞技,6.15,3.81,1.42,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-18,2033064,2025-08-18,周日033,美国职业大联盟,纽约城,纳什维尔,2.2,3.25,2.72,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033065,2025-08-19,周一002,德国杯,德累斯顿,美因茨,5.6,4.25,1.4,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033066,2025-08-19,周一003,芬兰超级联赛,雅罗,塞伊奈约基,3.55,3.72,1.73,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033067,2025-08-19,周一004,瑞典超级联赛,韦纳穆,代格福什,1.92,3.48,3.12,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033068,2025-08-19,周一006,英格兰超级联赛,利兹联,埃弗顿,2.17,2.92,3.08,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033069,2025-08-19,周一007,西班牙甲级联赛,埃尔切,皇家贝蒂斯,3.15,3.05,2.07,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033070,2025-08-19,周一008,葡萄牙超级联赛,吉维森特,波尔图,7.85,4.65,1.27,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033072,2025-08-19,周一001,德国杯,明斯特普鲁士,柏林赫塔,3.45,3.2,1.9,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-19,2033073,2025-08-19,周一005,法国乙级联赛,勒芒,蒙彼利埃,2.32,3.05,2.7,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-20,2033084,2025-08-20,周二001,欧洲冠军联赛,格拉斯哥流浪者,布鲁日,2.96,3.2,2.09,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-20,2033085,2025-08-20,周二002,欧洲冠军联赛,费伦茨瓦罗斯,卡拉巴赫,1.78,3.03,4.2,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-20,2033086,2025-08-20,周二004,西班牙甲级联赛,皇家马德里,奥萨苏纳,1.12,6.25,13.0,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-20,2033087,2025-08-20,周三001,日本职业联赛,广岛三箭,神户胜利船,2.21,3.04,2.88,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-20,2033088,2025-08-20,周三002,韩国杯,全北现代,江原FC,1.44,3.85,5.7,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-20,2033098,2025-08-20,周二003,欧洲冠军联赛,贝尔格莱德红星,帕福斯,1.36,4.1,6.65,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-21,2033089,2025-08-21,周三003,欧洲冠军联赛,博德闪耀,格拉茨风暴,1.36,4.55,5.75,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-21,2033090,2025-08-21,周三004,欧洲冠军联赛,巴塞尔,哥本哈根,2.33,2.98,2.75,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-21,2033091,2025-08-21,周三005,欧洲冠军联赛,费内巴切,本菲卡,2.72,3.4,2.14,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033093,2025-08-22,周四003,欧罗巴联赛,布兰,AEK拉纳卡,1.48,3.8,5.25,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033094,2025-08-22,周四004,欧罗巴联赛,兹林尼斯基,乌德勒支,5.55,4.0,1.43,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033095,2025-08-22,周四005,欧罗巴联赛,布拉迪斯拉发,年轻人,2.92,3.25,2.09,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033096,2025-08-22,周四006,欧罗巴联赛,阿伯丁,布加勒斯特星,2.4,2.92,2.7,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033097,2025-08-22,周四007,欧罗巴联赛,里耶卡,塞萨洛尼基,3.78,2.95,1.9,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033099,2025-08-22,周四001,欧洲协会联赛,罗森博格,美因茨,3.82,3.45,1.73,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033111,2025-08-22,周五001,日本职业联赛,柏太阳神,浦和红钻,1.87,3.3,3.43,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-22,2033112,2025-08-22,周五002,芬兰超级联赛,瓦萨,科特卡,1.45,4.25,4.9,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033113,2025-08-23,周五003,德国乙级联赛,埃尔沃斯堡,凯泽斯劳滕,1.87,3.35,3.38,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033114,2025-08-23,周五004,挪威超级联赛,奥斯陆KFUM,汉坎,1.43,3.85,5.9,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033115,2025-08-23,周五005,荷兰乙级联赛,海尔蒙特,埃门,1.84,3.34,3.5,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033116,2025-08-23,周五006,德国甲级联赛,拜仁慕尼黑,莱比锡红牛,1.15,6.5,9.4,6,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033118,2025-08-23,周五008,英格兰超级联赛,西汉姆联,切尔西,5.2,3.9,1.47,1,5,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033119,2025-08-23,周五009,英格兰冠军联赛,德比郡,布里斯托尔城,3.25,3.0,2.05,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033120,2025-08-23,周五010,西班牙甲级联赛,皇家贝蒂斯,阿拉维斯,1.72,3.05,4.55,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033128,2025-08-23,周六001,日本职业联赛,大阪樱花,神户胜利船,2.98,3.35,2.02,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033129,2025-08-23,周六002,日本职业联赛,东京绿茵,广岛三箭,3.9,2.87,1.91,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033130,2025-08-23,周六003,韩国职业联赛,金泉尚武,水原FC,1.62,3.9,3.92,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033131,2025-08-23,周六004,韩国职业联赛,大邱FC,济州SK,2.6,3.15,2.35,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033132,2025-08-23,周六005,日本职业联赛,横滨水手,町田泽维亚,4.05,3.66,1.64,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033133,2025-08-23,周六006,英格兰超级联赛,曼彻斯特城,托特纳姆热刺,1.44,4.15,5.15,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033134,2025-08-23,周六007,英格兰冠军联赛,查尔顿,莱切斯特城,2.92,3.0,2.21,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033135,2025-08-23,周六008,德国甲级联赛,法兰克福,云达不来梅,1.33,4.85,5.85,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033136,2025-08-23,周六009,德国甲级联赛,柏林联合,斯图加特,3.8,3.6,1.7,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033137,2025-08-23,周六010,德国甲级联赛,弗赖堡,奥格斯堡,1.66,3.43,4.25,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033138,2025-08-23,周六011,德国甲级联赛,海登海姆,沃尔夫斯堡,2.58,3.35,2.26,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033139,2025-08-23,周六012,德国甲级联赛,勒沃库森,霍芬海姆,1.47,4.2,4.75,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033140,2025-08-23,周六013,英格兰超级联赛,伯恩利,桑德兰,2.28,2.9,2.89,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033141,2025-08-23,周六014,英格兰超级联赛,布伦特福德,阿斯顿维拉,3.25,3.4,1.9,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033142,2025-08-23,周六015,英格兰超级联赛,伯恩茅斯,狼队,1.59,3.6,4.5,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033143,2025-08-23,周六016,英格兰冠军联赛,谢菲尔德联,米尔沃尔,1.65,3.45,4.28,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033144,2025-08-23,周六017,荷兰甲级联赛,前进之鹰,鹿特丹斯巴达,1.72,3.65,3.65,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033145,2025-08-23,周六018,西班牙甲级联赛,马洛卡,维戈塞尔塔,3.12,2.8,2.22,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-08-23,2033146,2025-08-23,周六019,法国甲级联赛,马赛,巴黎FC,1.23,5.2,8.05,5,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033147,2025-08-24,周六020,英格兰超级联赛,阿森纳,利兹联,1.19,5.3,10.0,5,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-08-24,2033148,2025-08-24,周六021,德国甲级联赛,圣保利,多特蒙德,4.1,3.55,1.66,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
