prediction_date,match_id,match_date,match_number,league,home,away,odds_home,odds_draw,odds_away,home_goals,away_goals,actual_result,actual_result_label,source_type,imported_at
2025-11-08,2034876,2025-11-08,周六013,英格兰超级联赛,托特纳姆热刺,曼彻斯特联,2.72,3.35,2.16,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034877,2025-11-08,周六014,英格兰冠军联赛,布莱克本,德比郡,1.94,3.05,3.5,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034878,2025-11-08,周六015,英格兰冠军联赛,赫尔城,朴次茅斯,1.76,3.4,3.75,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034879,2025-11-08,周六016,英格兰冠军联赛,米尔沃尔,普雷斯顿,2.04,2.83,3.5,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034880,2025-11-08,周六017,西班牙甲级联赛,赫罗纳,阿拉维斯,1.94,3.05,3.5,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034881,2025-11-08,周六018,法国乙级联赛,勒芒,圣旺红星,2.23,3.0,2.88,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034882,2025-11-08,周六019,法国乙级联赛,甘冈,波城FC,1.85,3.48,3.32,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034883,2025-11-08,周六020,挪威超级联赛,萨尔普斯堡,腓特烈斯塔,2.08,3.45,2.79,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034884,2025-11-08,周六021,沙特职业联赛,新未来SC,利雅得胜利,7.1,5.7,1.23,1,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034885,2025-11-08,周六022,意大利甲级联赛,科莫,卡利亚里,1.39,3.9,6.5,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034886,2025-11-08,周六023,意大利甲级联赛,莱切,维罗纳,2.65,2.58,2.75,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034887,2025-11-08,周六024,德国甲级联赛,柏林联合,拜仁慕尼黑,11.0,6.85,1.12,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034888,2025-11-08,周六025,德国甲级联赛,霍芬海姆,莱比锡红牛,2.64,3.8,2.05,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034889,2025-11-08,周六026,德国甲级联赛,勒沃库森,海登海姆,1.27,4.85,7.35,6,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034890,2025-11-08,周六027,德国甲级联赛,汉堡,多特蒙德,3.65,3.85,1.68,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034891,2025-11-08,周六028,沙特职业联赛,利雅得青年,达曼协定,1.82,3.45,3.45,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034892,2025-11-08,周六029,英格兰超级联赛,西汉姆联,伯恩利,1.63,3.53,4.3,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034893,2025-11-08,周六030,英格兰超级联赛,埃弗顿,富勒姆,2.11,3.0,3.1,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034894,2025-11-08,周六031,英格兰冠军联赛,米德尔斯堡,伯明翰,2.27,3.0,2.82,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034895,2025-11-08,周六032,英格兰冠军联赛,谢菲尔德联,女王公园巡游者,1.88,3.25,3.45,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034896,2025-11-08,周六033,英格兰冠军联赛,诺维奇,莱切斯特城,2.97,3.25,2.06,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034897,2025-11-08,周六034,西班牙甲级联赛,塞维利亚,奥萨苏纳,2.03,2.8,3.58,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-08,2034898,2025-11-08,周六035,荷兰甲级联赛,SBV精英,赫拉克勒斯,1.71,3.56,3.8,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034899,2025-11-09,周六036,法国甲级联赛,马赛,布雷斯特,1.3,4.62,6.95,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034900,2025-11-09,周六037,意大利甲级联赛,尤文图斯,都灵,1.33,4.15,7.3,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034901,2025-11-09,周六038,挪威超级联赛,维京,汉坎,1.17,6.0,9.25,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034902,2025-11-09,周六039,沙特职业联赛,吉达联合,吉达国民,2.7,3.65,2.06,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034903,2025-11-09,周六040,英格兰超级联赛,桑德兰,阿森纳,8.25,4.3,1.29,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034904,2025-11-09,周六041,德国甲级联赛,门兴格拉德巴赫,科隆,1.99,3.5,2.93,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034905,2025-11-09,周六042,西班牙甲级联赛,马德里竞技,莱万特,1.1,6.95,13.0,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034906,2025-11-09,周六043,法国甲级联赛,勒阿弗尔,南特,1.72,3.22,4.22,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034907,2025-11-09,周六044,意大利甲级联赛,帕尔马,AC米兰,6.2,3.95,1.4,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034908,2025-11-09,周六045,英格兰超级联赛,切尔西,狼队,1.25,4.9,8.0,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034909,2025-11-09,周六046,西班牙甲级联赛,西班牙人,比利亚雷亚尔,2.87,3.28,2.1,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034910,2025-11-09,周六047,法国甲级联赛,摩纳哥,朗斯,1.85,3.65,3.18,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034911,2025-11-09,周六048,葡萄牙超级联赛,圣克拉拉,里斯本竞技,8.25,4.65,1.26,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034912,2025-11-09,周六049,美国职业大联盟,迈阿密国际,纳什维尔,1.42,4.56,4.85,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034913,2025-11-09,周日001,澳大利亚超级联赛,悉尼FC,麦克阿瑟FC,1.54,4.15,4.18,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034914,2025-11-09,周日002,日本职业联赛,广岛三箭,浦和红钻,1.53,3.65,4.95,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034915,2025-11-09,周日003,日本职业联赛,町田泽维亚,东京FC,1.75,3.28,3.95,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034916,2025-11-09,周日004,日本职业联赛,京都不死鸟,横滨水手,1.91,3.42,3.2,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034917,2025-11-09,周日005,日本乙级联赛,山口雷诺法,磐田喜悦,2.14,3.23,2.84,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034918,2025-11-09,周日006,韩国职业联赛,浦项制铁,首尔FC,2.35,3.16,2.58,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034919,2025-11-09,周日007,澳大利亚超级联赛,布里斯班狮吼,纽卡斯尔喷气机,2.1,3.68,2.62,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034920,2025-11-09,周日008,日本职业联赛,大阪钢巴,神户胜利船,3.32,3.45,1.86,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034921,2025-11-09,周日009,韩国职业联赛,蔚山现代,水原FC,1.85,3.55,3.26,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034922,2025-11-09,周日010,荷兰甲级联赛,乌德勒支,阿贾克斯,2.63,3.6,2.12,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034923,2025-11-09,周日011,意大利甲级联赛,亚特兰大,萨索洛,1.32,4.4,6.9,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034924,2025-11-09,周日012,德国乙级联赛,不伦瑞克,波鸿,2.99,3.45,1.98,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034925,2025-11-09,周日013,德国乙级联赛,基尔,杜塞尔多夫,1.65,3.7,3.95,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034926,2025-11-09,周日014,西班牙甲级联赛,毕尔巴鄂竞技,皇家奥维耶多,1.47,3.45,6.3,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034927,2025-11-09,周日015,芬兰超级联赛,塞伊奈约基,赫尔辛基火花,1.33,5.15,5.45,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034928,2025-11-09,周日016,芬兰超级联赛,国际图尔库,坦佩雷山猫,1.87,3.68,3.1,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034929,2025-11-09,周日017,荷兰甲级联赛,奈梅亨,格罗宁根,1.9,3.5,3.15,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034930,2025-11-09,周日018,挪威超级联赛,罗森博格,瓦勒伦加,1.92,3.75,2.93,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034931,2025-11-09,周日019,英格兰超级联赛,水晶宫,布赖顿,2.05,3.3,2.95,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034932,2025-11-09,周日020,英格兰超级联赛,诺丁汉森林,利兹联,1.95,3.15,3.35,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034933,2025-11-09,周日021,英格兰超级联赛,布伦特福德,纽卡斯尔联,2.71,3.25,2.21,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034934,2025-11-09,周日022,英格兰超级联赛,阿斯顿维拉,伯恩茅斯,2.05,3.25,3.0,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034935,2025-11-09,周日023,意大利甲级联赛,博洛尼亚,那不勒斯,2.7,2.82,2.47,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034936,2025-11-09,周日024,意大利甲级联赛,热那亚,佛罗伦萨,2.62,2.7,2.65,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034937,2025-11-09,周日025,法国甲级联赛,洛里昂,图卢兹,2.88,3.0,2.23,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034938,2025-11-09,周日026,瑞典超级联赛,AIK索尔纳,哈尔姆斯塔德,1.24,4.75,8.9,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034939,2025-11-09,周日027,瑞典超级联赛,IFK哥德堡,北雪平,1.6,3.95,4.0,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034940,2025-11-09,周日028,德国甲级联赛,弗赖堡,圣保利,1.56,3.55,4.85,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034941,2025-11-09,周日029,西班牙甲级联赛,巴列卡诺,皇家马德里,5.92,4.55,1.35,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034942,2025-11-09,周日030,葡萄牙超级联赛,阿维斯SAD,吉维森特,5.96,3.55,1.47,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-09,2034943,2025-11-09,周日031,荷兰甲级联赛,阿尔克马尔,PSV埃因霍温,3.15,4.05,1.77,1,5,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034945,2025-11-10,周日033,法国甲级联赛,梅斯,尼斯,3.1,3.55,1.91,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034946,2025-11-10,周日034,法国甲级联赛,斯特拉斯堡,里尔,2.6,3.25,2.29,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034947,2025-11-10,周日035,法国甲级联赛,昂热,欧塞尔,2.4,2.75,2.87,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034948,2025-11-10,周日036,英格兰超级联赛,曼彻斯特城,利物浦,1.76,3.75,3.4,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034949,2025-11-10,周日037,德国甲级联赛,斯图加特,奥格斯堡,1.35,4.5,6.0,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034950,2025-11-10,周日038,意大利甲级联赛,罗马,乌迪内斯,1.38,3.95,6.6,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034951,2025-11-10,周日039,西班牙甲级联赛,巴伦西亚,皇家贝蒂斯,3.43,3.5,1.81,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034952,2025-11-10,周日040,西班牙甲级联赛,马洛卡,赫塔费,2.3,2.65,3.15,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034953,2025-11-10,周日041,葡萄牙超级联赛,法马利康,波尔图,5.95,4.05,1.4,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034954,2025-11-10,周日042,德国甲级联赛,法兰克福,美因茨,1.59,3.95,4.05,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034955,2025-11-10,周日043,荷兰甲级联赛,前进之鹰,费耶诺德,6.1,4.8,1.32,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034956,2025-11-10,周日044,意大利甲级联赛,国际米兰,拉齐奥,1.24,5.0,8.1,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034957,2025-11-10,周日045,法国甲级联赛,里昂,巴黎圣日尔曼,4.15,3.7,1.62,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034958,2025-11-10,周日046,西班牙甲级联赛,维戈塞尔塔,巴塞罗那,3.85,4.1,1.6,2,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034960,2025-11-10,周日048,葡萄牙超级联赛,布拉加,摩雷伦斯,1.32,4.35,7.05,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-10,2034961,2025-11-10,周日049,美国职业大联盟,圣迭戈FC,波特兰伐木工,1.43,4.2,5.2,4,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035004,2025-11-12,周二001,英格兰锦标赛,唐卡斯特,布拉德福德,2.53,3.15,2.4,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035005,2025-11-12,周二002,英格兰锦标赛,斯托克港,维冈竞技,1.51,3.8,4.9,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035006,2025-11-12,周二003,英格兰锦标赛,特兰米尔,布莱克浦,3.07,3.5,1.93,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035007,2025-11-12,周二004,英格兰锦标赛,奥德汉姆,博尔顿,7.35,4.85,1.27,2,6,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035008,2025-11-12,周二005,英格兰锦标赛,巴恩斯利,林肯城,2.45,3.27,2.41,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035009,2025-11-12,周二006,英格兰锦标赛,布里斯托尔流浪,普利茅斯,3.05,3.43,1.96,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035010,2025-11-12,周二007,英格兰锦标赛,纽波特郡,埃克塞特城,3.67,3.58,1.73,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035011,2025-11-12,周二008,英格兰锦标赛,吉灵汉姆,威科姆,4.25,3.66,1.61,0,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035012,2025-11-12,周二009,英格兰锦标赛,克劳利,彼得堡联,3.75,4.45,1.57,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-12,2035013,2025-11-12,周二010,英格兰锦标赛,布罗姆利,AFC温布尔登,2.66,3.2,2.27,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035014,2025-11-14,周四001,世界杯预选赛,阿联酋,伊拉克,2.08,2.6,3.8,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035015,2025-11-14,周四002,世界杯预选赛,阿塞拜疆,冰岛,6.7,4.1,1.36,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035016,2025-11-14,周四003,世界杯预选赛,亚美尼亚,匈牙利,7.0,4.6,1.3,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035018,2025-11-14,周四005,世界杯预选赛,英格兰,塞尔维亚,1.22,4.9,9.5,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035019,2025-11-14,周四006,世界杯预选赛,安道尔,阿尔巴尼亚,13.0,5.05,1.17,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035020,2025-11-14,周四007,世界杯预选赛,爱尔兰,葡萄牙,6.9,4.2,1.34,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035054,2025-11-14,周五001,国际赛,日本,加纳,1.34,4.45,6.4,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-14,2035055,2025-11-14,周五002,国际赛,韩国,玻利维亚,1.23,5.0,8.65,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035056,2025-11-15,周五003,世界杯预选赛,斯洛伐克,北爱尔兰,1.87,2.95,3.92,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035057,2025-11-15,周五004,世界杯预选赛,直布罗陀,黑山,13.0,5.95,1.13,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035059,2025-11-15,周五006,世界杯预选赛,波兰,荷兰,4.66,3.65,1.56,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035061,2025-11-15,周五008,国际赛,委内瑞拉,澳大利亚,3.2,3.18,1.99,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035076,2025-11-15,周六003,英格兰甲级联赛,伯顿,布莱克浦,2.17,3.18,2.82,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035077,2025-11-15,周六004,英格兰甲级联赛,林肯城,唐卡斯特,1.7,3.35,4.12,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035078,2025-11-15,周六005,英格兰甲级联赛,维尔港,威科姆,3.1,3.4,1.95,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035079,2025-11-15,周六006,英格兰甲级联赛,莱顿东方,埃克塞特城,1.55,3.7,4.7,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-15,2035103,2025-11-15,周六002,英格兰甲级联赛,卢顿,罗瑟汉姆,1.34,4.15,7.05,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035080,2025-11-16,周六007,国际赛,巴西,塞内加尔,1.3,4.55,7.1,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035082,2025-11-16,周六009,世界杯预选赛,塞浦路斯,奥地利,10.5,5.35,1.18,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035084,2025-11-16,周六011,世界杯预选赛,格鲁吉亚,西班牙,12.0,5.95,1.14,0,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035085,2025-11-16,周六012,荷兰乙级联赛,埃因霍温FC,坎布尔,5.45,4.65,1.37,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035086,2025-11-16,周六013,世界杯预选赛,瑞士,瑞典,1.37,4.25,6.1,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035087,2025-11-16,周六014,世界杯预选赛,斯洛文尼亚,科索沃,2.06,2.88,3.37,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035088,2025-11-16,周六015,世界杯预选赛,希腊,苏格兰,2.05,3.16,3.08,3,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035089,2025-11-16,周六016,世界杯预选赛,波黑,罗马尼亚,2.5,2.73,2.75,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035090,2025-11-16,周六017,荷兰乙级联赛,威廉二世,埃门,1.72,3.8,3.51,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035091,2025-11-16,周六018,国际赛,美国,巴拉圭,1.96,3.12,3.35,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035092,2025-11-16,周六019,国际赛,墨西哥,乌拉圭,2.8,2.92,2.33,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035093,2025-11-16,周日001,世界杯预选赛,匈牙利,爱尔兰,1.82,3.08,3.92,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-16,2035104,2025-11-16,周日003,法国杯,布洛涅,敦刻尔克,3.55,2.96,1.96,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-17,2035096,2025-11-17,周日005,世界杯预选赛,阿尔巴尼亚,英格兰,9.5,4.75,1.23,0,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-17,2035098,2025-11-17,周日007,世界杯预选赛,意大利,挪威,2.03,3.35,2.96,1,4,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-18,2035099,2025-11-18,周一001,世界杯预选赛,北爱尔兰,卢森堡,1.56,3.3,5.4,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-18,2035101,2025-11-18,周一003,世界杯预选赛,德国,斯洛伐克,1.15,5.95,11.0,6,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-18,2035102,2025-11-18,周一004,世界杯预选赛,黑山,克罗地亚,7.65,4.15,1.32,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-18,2035138,2025-11-18,周二002,国际赛,韩国,加纳,1.55,3.8,4.52,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035139,2025-11-19,周二003,世界杯预选赛,伊拉克,阿联酋,2.36,2.6,3.12,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035140,2025-11-19,周二004,世界杯预选赛,瑞典,斯洛文尼亚,1.51,3.55,5.4,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035141,2025-11-19,周二005,世界杯预选赛,科索沃,瑞士,4.2,3.3,1.7,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035142,2025-11-19,周二006,世界杯预选赛,保加利亚,格鲁吉亚,4.5,3.6,1.59,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035143,2025-11-19,周二007,世界杯预选赛,奥地利,波黑,1.23,4.9,9.0,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035144,2025-11-19,周二008,世界杯预选赛,威尔士,北马其顿,1.48,3.55,5.8,7,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035147,2025-11-19,周二011,世界杯预选赛,苏格兰,丹麦,3.25,3.13,1.99,4,2,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035148,2025-11-19,周二012,世界杯预选赛,西班牙,土耳其,1.11,6.65,13.0,2,2,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035149,2025-11-19,周二013,国际赛,美国,乌拉圭,3.76,2.7,2.03,5,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035150,2025-11-19,周二014,国际赛,哥伦比亚,澳大利亚,1.24,4.6,9.5,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-19,2035151,2025-11-19,周二015,国际赛,墨西哥,巴拉圭,1.78,3.16,3.98,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-20,2035152,2025-11-20,周三002,巴西甲级联赛,格雷米奥,瓦斯科达伽马,1.93,3.24,3.3,2,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-20,2035153,2025-11-20,周三003,巴西甲级联赛,弗鲁米嫩塞,弗拉门戈,3.8,2.83,1.95,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-20,2035159,2025-11-20,周三001,巴西甲级联赛,帕尔梅拉斯,维多利亚,1.17,5.45,10.9,0,0,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-20,2035160,2025-11-20,周三004,巴西甲级联赛,桑托斯,米拉索尔,1.82,3.35,3.55,1,1,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035154,2025-11-21,周四001,巴西甲级联赛,尤文图德,克鲁塞罗,3.78,3.15,1.83,3,3,1,平,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035155,2025-11-21,周四002,英格兰甲级联赛,彼得堡联,斯托克港,2.88,3.24,2.11,3,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035156,2025-11-21,周四003,巴西甲级联赛,巴伊亚,福塔雷萨,1.36,4.2,6.4,2,3,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035157,2025-11-21,周四004,巴西甲级联赛,科林蒂安,圣保罗,2.18,2.82,3.17,3,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035158,2025-11-21,周四005,巴西甲级联赛,塞阿拉,巴西国际,2.01,2.84,3.58,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035184,2025-11-21,周五001,澳大利亚超级联赛,阿德莱德联,墨尔本城,2.4,3.6,2.3,4,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035185,2025-11-21,周五002,沙特职业联赛,拉斯永恒,拉斯决心,2.19,3.17,2.8,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-21,2035186,2025-11-21,周五003,沙特职业联赛,吉达联合,利雅得,1.14,5.95,12.0,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-22,2035187,2025-11-22,周五004,沙特职业联赛,吉达国民,胡巴尔卡德西亚,1.9,3.3,3.35,2,1,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-22,2035188,2025-11-22,周五005,德国乙级联赛,柏林赫塔,不伦瑞克,1.41,4.25,5.4,1,0,0,胜,official_result_market_odds,2026-08-11T21:44:29
2025-11-22,2035189,2025-11-22,周五006,德国乙级联赛,波鸿,德累斯顿,1.69,3.65,3.8,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-22,2035190,2025-11-22,周五007,挪威超级联赛,奥斯陆KFUM,博德闪耀,7.0,5.2,1.26,1,2,2,负,official_result_market_odds,2026-08-11T21:44:29
2025-11-22,2035191,2025-11-22,周五008,法国乙级联赛,拉瓦勒,特鲁瓦,3.5,3.05,1.94,0,1,2,负,official_result_market_odds,2026-08-11T21:44:29
