Date,Home,Away,HG,AG,1,X,2,Season,Result,HTR,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%
2020-07-18,Sangmu,Daegu,2,0,3.31,3.11,2.22,2020,H,,69,1.0,1.0,0.0,0.0,1.0,4.0,-3.0,0.0,2.0,-2.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,80.0,20.0,40.0,20.0
2020-07-18,Seoul,Pohang,1,3,3.82,3.4,1.94,2020,A,,68,1.0,1.0,0.0,0.0,1.0,4.0,-3.0,0.0,0.0,0.0,1.0,4.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,40.0,60.0,80.0,0.0
2020-07-12,Daegu,Ulsan,1,3,3.09,3.39,2.2,2020,A,,65,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,60.0,0.0,80.0,0.0
2020-07-12,Gangwon,Gwangju FC,4,1,2.05,3.38,3.45,2020,H,,66,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,40.0,25.0,75.0
2020-07-11,Incheon,Sangmu,1,1,3.98,3.11,2.01,2020,D,,63,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,40.0,20.0
2020-07-11,Jeonbuk,Seongnam,2,2,1.44,4.1,7.4,2020,D,,64,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,20.0
2020-07-11,Pohang,Suwon Bluewings,1,1,1.86,3.46,4.09,2020,D,,62,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,-3.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,40.0,60.0,25.0,50.0
2020-07-10,Busan,Seoul,2,0,2.25,3.34,3.02,2020,H,,61,0.0,0.0,0.0,0.0,1.0,3.0,-2.0,1.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,60.0
2020-07-05,Gwangju FC,Daegu,2,4,3.86,3.35,1.95,2020,A,,58,0.0,0.0,1.0,0.0,0.0,2.0,-2.0,2.0,2.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,40.0,25.0,25.0
2020-07-05,Sangmu,Jeonbuk,1,0,5.39,3.72,1.63,2020,H,,60,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,75.0,25.0,80.0,20.0
2020-07-05,Seongnam,Pohang,0,4,4.74,3.34,1.78,2020,A,,59,0.0,1.0,1.0,0.0,0.0,2.0,-2.0,1.0,0.0,1.0,-1.0,2.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
2020-07-04,Gangwon,Busan,2,4,2.27,3.36,3.0,2020,A,,56,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,3.0,0.0,3.0,-3.0,1.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,25.0,25.0,50.0
2020-07-04,Suwon Bluewings,Seoul,3,3,2.35,3.04,3.16,2020,D,,55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,25.0,75.0
2020-07-04,Ulsan,Incheon,4,1,1.37,4.59,8.23,2020,H,,57,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,25.0,0.0,80.0
2020-06-28,Suwon Bluewings,Sangmu,0,1,2.33,2.99,3.24,2020,A,,54,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,25.0
2020-06-28,Ulsan,Jeonbuk,0,2,2.84,3.2,2.45,2020,A,,53,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,75.0,25.0
2020-06-27,Busan,Seongnam,1,1,2.51,2.89,3.06,2020,D,,51,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0
2020-06-27,Daegu,Gangwon,2,1,1.8,3.58,4.22,2020,H,,50,1.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0,-1.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,50.0,0.0,25.0,50.0
2020-06-27,Seoul,Incheon,1,0,1.99,3.1,4.05,2020,H,,52,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,2.0,2.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,75.0,0.0,75.0
2020-06-26,Gwangju FC,Pohang,0,2,3.59,3.41,2.0,2020,A,,49,1.0,1.0,0.0,0.0,2.0,4.0,-2.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,50.0,25.0,66.7,0.0
2020-06-21,Daegu,Suwon Bluewings,3,1,2.12,3.18,3.48,2020,H,,48,1.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,33.3
2020-06-21,Incheon,Busan,0,1,3.21,3.1,2.29,2020,A,,46,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,66.7,0.0,66.7
2020-06-21,Jeonbuk,Gwangju FC,1,0,1.42,4.46,7.15,2020,H,,47,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.3,66.7
2020-06-20,Pohang,Gangwon,2,0,2.13,3.44,3.23,2020,H,,45,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,33.3,33.3
2020-06-20,Seongnam,Sangmu,0,1,2.43,2.95,3.1,2020,A,,43,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,2.0,1.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,66.7,0.0,33.3
2020-06-20,Seoul,Ulsan,0,2,4.82,3.62,1.7,2020,A,,44,0.0,1.0,1.0,0.0,1.0,3.0,-2.0,4.0,0.0,4.0,-3.0,3.0,-6.0,0.0,1.0,-1.0,1.0,0.0,1.0,33.3,66.7,75.0,0.0
2020-06-17,Busan,Daegu,2,2,4.3,3.52,1.8,2020,D,,40,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,33.3
2020-06-17,Gwangju FC,Incheon,2,1,2.16,3.04,3.6,2020,H,,41,1.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,33.3,33.3,0.0,66.7
2020-06-17,Sangmu,Seoul,1,0,2.47,3.26,2.78,2020,H,,42,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,6.0,-2.0,-2.0,-6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,66.7,33.3,33.3,66.7
2020-06-16,Gangwon,Ulsan,0,3,3.21,3.37,2.17,2020,A,,37,1.0,1.0,0.0,0.0,1.0,4.0,-3.0,0.0,0.0,0.0,1.0,4.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0
2020-06-16,Pohang,Jeonbuk,1,2,3.65,3.53,1.96,2020,A,,39,0.0,1.0,1.0,0.0,0.0,4.0,-4.0,4.0,1.0,3.0,-4.0,3.0,-7.0,0.0,1.0,-1.0,1.0,0.0,1.0,33.3,66.7,66.7,33.3
2020-06-16,Seongnam,Suwon Bluewings,0,2,2.8,2.86,2.76,2020,A,,38,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
2020-06-14,Daegu,Seoul,6,0,1.84,3.31,4.43,2020,H,,35,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
2020-06-14,Gwangju FC,Busan,3,1,2.93,3.02,2.5,2020,H,,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
2020-06-13,Jeonbuk,Incheon,1,0,1.31,5.17,8.84,2020,H,,32,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,-1.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0
2020-06-13,Sangmu,Pohang,2,4,3.7,3.49,1.94,2020,A,,33,1.0,1.0,0.0,0.0,1.0,4.0,-3.0,0.0,1.0,-1.0,1.0,3.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0
2020-06-13,Suwon Bluewings,Gangwon,2,2,2.35,3.2,3.01,2020,D,,31,0.0,1.0,1.0,0.0,0.0,2.0,-2.0,1.0,1.0,0.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,66.7,50.0,50.0
2020-06-13,Ulsan,Seongnam,1,0,1.79,3.34,4.74,2020,H,,34,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,66.7,0.0
2020-06-07,Seongnam,Daegu,1,2,2.78,2.81,2.82,2020,A,,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,50.0
2020-06-07,Suwon Bluewings,Gwangju FC,0,1,1.81,3.33,4.59,2020,A,,30,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,100.0
2020-06-06,Busan,Sangmu,1,1,2.18,3.29,3.29,2020,D,,27,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
2020-06-06,Pohang,Ulsan,0,4,2.56,3.35,2.65,2020,A,,28,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0
2020-06-06,Seoul,Jeonbuk,1,4,4.73,3.47,1.75,2020,A,,26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
2020-06-05,Incheon,Gangwon,1,2,3.93,3.29,1.95,2020,A,,25,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,100.0
2020-05-31,Incheon,Pohang,1,4,3.88,3.27,1.97,2020,A,,24,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,Seoul,Seongnam,0,1,2.49,2.99,3.0,2020,A,,23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0
2020-05-30,Busan,Suwon Bluewings,0,0,2.75,3.15,2.58,2020,D,,21,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
2020-05-30,Gangwon,Jeonbuk,1,0,5.02,3.88,1.64,2020,H,,20,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0
2020-05-30,Gwangju FC,Ulsan,1,1,4.82,3.58,1.72,2020,D,,22,0.0,1.0,1.0,0.0,0.0,3.0,-3.0,2.0,2.0,0.0,-2.0,1.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,100.0,0.0
2020-05-29,Daegu,Sangmu,1,1,1.91,3.29,4.14,2020,D,,19,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,-3.0,0.0,-4.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,100.0
2020-05-24,Jeonbuk,Daegu,2,0,1.75,3.57,4.59,2020,H,,18,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2020-05-24,Ulsan,Busan,1,1,1.58,3.97,5.4,2020,D,,17,1.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,2.0,-2.0,4.0,-2.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,100.0,0.0,0.0,100.0
2020-05-23,Gangwon,Seongnam,1,1,2.12,3.18,3.55,2020,D,,16,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
2020-05-23,Sangmu,Gwangju FC,1,0,2.39,3.18,2.99,2020,H,,15,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,-1.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0
2020-05-23,Suwon Bluewings,Incheon,1,0,1.78,3.48,4.53,2020,H,,14,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2020-05-22,Pohang,Seoul,1,2,1.96,3.32,3.91,2020,A,,13,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,-3.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,100.0,0.0,0.0,100.0
2020-05-17,Seongnam,Incheon,0,0,2.15,3.05,3.68,2020,D,,10,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,Seoul,Gwangju FC,1,0,2.11,3.29,3.48,2020,H,,11,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,Suwon Bluewings,Ulsan,2,3,3.89,3.44,1.92,2020,A,,12,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,Busan,Jeonbuk,1,2,5.54,3.92,1.59,2020,A,,7,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,Daegu,Pohang,1,1,2.51,3.06,2.91,2020,D,,8,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,Sangmu,Gangwon,2,0,3.26,3.5,2.1,2020,H,,9,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,Gangwon,Seoul,3,1,2.69,3.33,2.54,2020,H,,5,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,Pohang,Busan,2,0,1.98,3.31,3.85,2020,H,,6,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,Gwangju FC,Seongnam,0,2,2.31,3.13,3.2,2020,A,,2,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,Incheon,Daegu,0,0,4.27,3.29,1.9,2020,D,,3,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,Ulsan,Sangmu,4,0,1.6,3.96,5.32,2020,H,,4,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,Jeonbuk,Suwon Bluewings,1,0,1.74,3.64,4.6,2020,H,,1,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08,Gyeongnam,Busan,0,2,2.77,3.05,2.52,2019,A,,232,0.0,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,21.1,31.6,,
2019-12-05,Busan,Gyeongnam,0,0,2.34,3.18,2.9,2019,D,,231,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,10.5,57.9
2019-12-01,Daegu,Seoul,0,0,1.74,3.58,4.41,2019,D,,229,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,2.0,1.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,33.3,27.8,38.9,38.9
2019-12-01,Jeonbuk,Gangwon,1,0,1.31,5.1,7.89,2019,H,,230,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,10.5,27.8,44.4
2019-12-01,Ulsan,Pohang,1,4,2.06,3.35,3.35,2019,A,,228,0.0,1.0,0.0,0.0,1.0,3.0,-2.0,1.0,0.0,1.0,0.0,3.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,72.2,5.6,27.8,55.6
2019-11-30,Busan,Anyang,1,0,1.97,3.45,3.31,2019,H,,224,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,Gyeongnam,Incheon,0,0,2.37,3.26,2.82,2019,D,,225,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,22.2,33.3,27.8,50.0
2019-11-30,Sangmu,Suwon Bluewings,4,1,2.29,3.31,2.91,2019,H,,226,0.0,1.0,1.0,0.0,0.0,4.0,-4.0,1.0,2.0,-1.0,-1.0,2.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,50.0,33.3,38.9,33.3
2019-11-30,Seongnam,Jeju,3,1,2.25,3.21,3.12,2019,H,,227,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,38.9,5.3,47.4
2019-11-24,Incheon,Sangmu,2,0,2.06,3.45,3.31,2019,H,,221,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,50.0,33.3,44.4
2019-11-24,Jeju,Suwon Bluewings,2,4,2.17,3.39,3.08,2019,A,,223,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,-1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,23.5,58.8,35.3,35.3
2019-11-24,Seongnam,Gyeongnam,1,2,2.67,3.04,2.64,2019,A,,222,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,35.3,5.6,61.1
2019-11-23,Anyang,Bucheon,1,1,2.05,3.37,3.19,2019,D,,220,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,Gangwon,Daegu,2,4,3.01,3.35,2.23,2019,A,,218,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.3,33.3,22.2
2019-11-23,Seoul,Pohang,0,3,2.26,3.26,3.03,2019,A,,217,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,-2.0,-1.0,-3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,44.4,22.2,23.5,58.8
2019-11-23,Ulsan,Jeonbuk,1,1,2.98,3.42,2.21,2019,D,,219,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,76.5,5.9,58.8,5.9
2019-11-03,Daegu,Jeonbuk,0,2,3.21,3.27,2.16,2019,A,,215,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,23.5,56.2,6.2
2019-11-03,Pohang,Gangwon,2,2,2.03,3.47,3.36,2019,D,,214,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,2.0,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,22.2,29.4,47.1
2019-11-03,Seoul,Ulsan,0,1,3.0,3.37,2.22,2019,A,,216,0.0,1.0,1.0,0.0,1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,17.6,50.0,16.7
2019-11-02,Gyeongnam,Sangmu,0,1,2.16,3.25,3.2,2019,A,,213,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,29.4,29.4,47.1
2019-11-02,Jeju,Incheon,2,0,2.04,3.48,3.28,2019,H,,211,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,62.5,29.4,47.1
2019-11-02,Suwon Bluewings,Seongnam,0,0,2.36,2.93,3.15,2019,D,,212,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,38.9,27.8,55.6
2019-10-27,Gyeongnam,Jeju,2,2,2.45,3.37,2.66,2019,D,,209,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.2,5.6,50.0
2019-10-27,Incheon,Suwon Bluewings,1,1,3.22,3.34,2.13,2019,D,,208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.9,52.9,37.5,37.5
2019-10-27,Sangmu,Seongnam,0,1,2.32,2.99,3.17,2019,A,,210,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.9,29.4,23.5,58.8
2019-10-26,Jeonbuk,Seoul,1,1,1.51,4.15,5.57,2019,D,,205,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,-3.0,3.0,-1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,61.1,11.1,41.2,41.2
2019-10-26,Pohang,Daegu,0,0,2.31,3.2,2.99,2019,D,,207,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,23.5,35.3,23.5
2019-10-26,Ulsan,Gangwon,2,1,1.8,3.68,4.02,2019,H,,206,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,-2.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,75.0,6.2,31.2,43.8
2019-10-20,Daegu,Ulsan,1,2,2.74,3.26,2.43,2019,A,,202,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,18.8,47.1,17.6
2019-10-20,Gangwon,Seoul,3,2,2.78,3.34,2.38,2019,H,,204,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,35.3,43.8,37.5
2019-10-20,Jeonbuk,Pohang,3,0,1.81,3.6,4.01,2019,H,,203,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,58.8,11.8,25.0,56.2
2019-10-19,Sangmu,Jeju,2,1,2.59,3.17,2.64,2019,H,,201,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31.2,5.9,47.1
2019-10-19,Seongnam,Incheon,0,1,2.33,2.99,3.13,2019,A,,199,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,31.2,25.0,50.0
2019-10-19,Suwon Bluewings,Gyeongnam,2,1,2.07,3.33,3.37,2019,H,,200,0.0,1.0,1.0,0.0,1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,41.2,5.9,58.8
2019-10-06,Incheon,Jeonbuk,0,0,5.24,4.19,1.54,2019,D,,197,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,56.2,60.0,6.7
2019-10-06,Jeju,Gyeongnam,1,2,2.12,3.48,3.13,2019,A,,194,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,-1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,60.0,0.0,62.5
2019-10-06,Pohang,Ulsan,2,1,2.64,3.38,2.48,2019,H,,198,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,56.2,25.0,50.0,12.5
2019-10-06,Sangmu,Gangwon,2,1,2.59,3.37,2.54,2019,H,,195,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,46.7,33.3,33.3,40.0
2019-10-06,Seongnam,Daegu,1,2,3.49,3.0,2.19,2019,A,,196,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,40.0,26.7,31.2,25.0
2019-10-06,Suwon Bluewings,Seoul,1,2,2.46,3.24,2.76,2019,A,,193,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,2.0,2.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,37.5,40.0,40.0
