Date,Home,Away,SourceHome,SourceAway,HG,AG,HTHG,HTAG,MatchScore
2026-08-02,Goteborg,Degerfors,IFK Göteborg,Degerfors IF,2,0,1,0,0.8710526315789473
2026-08-02,Brommapojkarna,Malmo FF,IF Brommapojkarna,Malmö FF,1,2,0,0,0.9666666666666667
2026-08-02,AIK,Orgryte,AIK,Örgryte IS,0,3,0,2,0.9375
2026-08-01,Hacken,Kalmar,BK Häcken,Kalmar FF,1,1,1,1,0.8571428571428571
2026-07-26,Sirius,Goteborg,IK Sirius,IFK Göteborg,4,1,2,1,0.849624060150376
2026-07-26,Malmo FF,Elfsborg,Malmö FF,IF Elfsborg,1,2,1,2,0.9444444444444444
2026-07-26,GAIS,Halmstad,GAIS,Halmstads BK,1,1,0,0,0.9210526315789473
2026-07-26,Brommapojkarna,Hammarby,IF Brommapojkarna,Hammarby IF,1,1,0,0,0.9111111111111111
2026-07-25,Kalmar,Mjallby,Kalmar FF,Mjällby AIF,2,1,1,1,0.8403361344537814
2026-07-25,Degerfors,Djurgarden,Degerfors IF,Djurgården,0,1,0,1,0.95
2026-07-19,Hammarby,Degerfors,Hammarby IF,Degerfors IF,4,0,1,0,0.8944444444444444
2026-07-19,Halmstad,Hacken,Halmstads BK,BK Häcken,0,2,0,0,0.849624060150376
2026-07-19,Elfsborg,Sirius,IF Elfsborg,IK Sirius,1,3,0,0,0.873015873015873
2026-07-18,AIK,GAIS,AIK,GAIS,2,0,0,0,1.0
2026-07-12,Vasteras SK,Degerfors,Västerås SK,Degerfors IF,2,0,1,0,0.95
2026-07-12,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,4,0,3,0,0.9210526315789473
2026-07-12,Hammarby,Kalmar,Hammarby IF,Kalmar FF,2,0,1,0,0.873015873015873
2026-07-12,GAIS,Elfsborg,GAIS,IF Elfsborg,1,0,0,0,0.9444444444444444
2026-07-12,Brommapojkarna,Sirius,IF Brommapojkarna,IK Sirius,1,2,0,2,0.8952380952380952
2026-07-11,Orgryte,Hacken,Örgryte IS,BK Häcken,4,3,1,2,0.8660714285714286
2026-07-11,Mjallby,AIK,Mjällby AIF,AIK,1,2,0,0,0.9117647058823529
2026-07-05,Kalmar,Orgryte,Kalmar FF,Örgryte IS,3,0,1,0,0.8660714285714286
2026-07-05,Goteborg,AIK,IFK Göteborg,AIK,1,2,1,1,0.9210526315789473
2026-07-05,Elfsborg,Hammarby,IF Elfsborg,Hammarby IF,1,2,0,0,0.8888888888888888
2026-07-04,Halmstad,Vasteras SK,Halmstads BK,Västerås SK,1,3,1,2,0.9210526315789473
2026-07-04,Degerfors,Malmo FF,Degerfors IF,Malmö FF,0,1,0,0,0.95
2026-05-31,Vasteras SK,Goteborg,Västerås SK,IFK Göteborg,4,5,2,4,0.9210526315789473
2026-05-31,Hacken,Hammarby,BK Häcken,Hammarby IF,3,2,0,2,0.873015873015873
2026-05-31,Degerfors,Brommapojkarna,Degerfors IF,IF Brommapojkarna,2,2,0,1,0.9166666666666667
2026-05-30,Malmo FF,Halmstad,Malmö FF,Halmstads BK,5,2,2,2,0.9210526315789473
2026-05-30,GAIS,Kalmar,GAIS,Kalmar FF,3,0,1,0,0.9285714285714286
2026-05-30,AIK,Sirius,AIK,IK Sirius,0,3,0,2,0.9285714285714286
2026-05-24,Sirius,GAIS,IK Sirius,GAIS,2,1,2,1,0.9285714285714286
2026-05-24,Malmo FF,Vasteras SK,Malmö FF,Västerås SK,2,3,1,2,1.0
2026-05-24,Hammarby,AIK,Hammarby IF,AIK,1,2,0,0,0.9444444444444444
2026-05-23,Kalmar,Degerfors,Kalmar FF,Degerfors IF,2,1,1,0,0.8785714285714286
2026-05-23,Halmstad,Orgryte,Halmstads BK,Örgryte IS,2,0,1,0,0.8585526315789473
2026-05-19,Orgryte,Goteborg,Örgryte IS,IFK Göteborg,2,3,1,2,0.8585526315789473
2026-05-17,Vasteras SK,AIK,Västerås SK,AIK,1,1,1,1,1.0
2026-05-17,Mjallby,Hacken,Mjällby AIF,BK Häcken,0,1,0,0,0.8403361344537814
2026-05-17,Hammarby,Malmo FF,Hammarby IF,Malmö FF,4,1,3,1,0.9444444444444444
2026-05-17,Brommapojkarna,Kalmar,IF Brommapojkarna,Kalmar FF,1,0,1,0,0.8952380952380952
2026-05-16,Halmstad,Elfsborg,Halmstads BK,IF Elfsborg,1,1,1,0,0.8654970760233918
2026-05-16,GAIS,Degerfors,GAIS,Degerfors IF,1,1,1,0,0.95
2026-05-10,Kalmar,Halmstad,Kalmar FF,Halmstads BK,2,0,0,0,0.849624060150376
2026-05-10,Hacken,Malmo FF,BK Häcken,Malmö FF,3,2,3,2,0.9285714285714286
2026-05-10,AIK,Djurgarden,AIK,Djurgården,2,4,1,3,1.0
2026-05-09,Vasteras SK,GAIS,Västerås SK,GAIS,0,1,0,0,1.0
2026-05-09,Goteborg,Hammarby,IFK Göteborg,Hammarby IF,0,1,0,0,0.8654970760233918
2026-05-09,Degerfors,Mjallby,Degerfors IF,Mjällby AIF,1,4,0,3,0.861764705882353
2026-05-03,Malmo FF,Mjallby,Malmö FF,Mjällby AIF,2,3,0,1,0.9117647058823529
2026-05-03,Hammarby,Vasteras SK,Hammarby IF,Västerås SK,3,0,0,0,0.9444444444444444
2026-05-03,GAIS,Orgryte,GAIS,Örgryte IS,4,0,1,0,0.9375
2026-05-03,Elfsborg,AIK,IF Elfsborg,AIK,1,1,1,1,0.9444444444444444
2026-05-02,Sirius,Kalmar,IK Sirius,Kalmar FF,3,2,0,2,0.8571428571428571
2026-05-02,Degerfors,Hacken,Degerfors IF,BK Häcken,1,1,0,1,0.8785714285714286
2026-04-26,Goteborg,GAIS,IFK Göteborg,GAIS,2,2,1,0,0.9210526315789473
2026-04-26,Djurgarden,Hammarby,Djurgården,Hammarby IF,1,1,1,0,0.9444444444444444
2026-04-26,Brommapojkarna,Vasteras SK,IF Brommapojkarna,Västerås SK,1,2,1,1,0.9666666666666667
2026-04-19,Hacken,GAIS,BK Häcken,GAIS,2,1,0,0,0.9285714285714286
2026-04-19,AIK,Kalmar,AIK,Kalmar FF,1,0,1,0,0.9285714285714286
2026-04-18,Sirius,Vasteras SK,IK Sirius,Västerås SK,4,1,3,0,0.9285714285714286
2026-04-18,Mjallby,Brommapojkarna,Mjällby AIF,IF Brommapojkarna,3,0,3,0,0.8784313725490196
2026-04-18,Hammarby,Orgryte,Hammarby IF,Örgryte IS,8,1,4,1,0.8819444444444444
2026-04-18,Halmstad,Goteborg,Halmstads BK,IFK Göteborg,1,1,0,0,0.8421052631578947
2026-04-12,Malmo FF,GAIS,Malmö FF,GAIS,3,1,3,0,1.0
2026-04-12,Halmstad,Degerfors,Halmstads BK,Degerfors IF,0,3,0,1,0.8710526315789473
2026-04-12,Djurgarden,Kalmar,Djurgården,Kalmar FF,3,2,2,2,0.9285714285714286
2026-04-11,Vasteras SK,Elfsborg,Västerås SK,IF Elfsborg,2,2,0,0,0.9444444444444444
2026-04-11,Mjallby,Orgryte,Mjällby AIF,Örgryte IS,0,2,0,2,0.8492647058823529
2026-04-11,Goteborg,Hacken,IFK Göteborg,BK Häcken,0,2,0,1,0.849624060150376
2026-04-06,Hacken,Brommapojkarna,BK Häcken,IF Brommapojkarna,2,2,0,1,0.8952380952380952
2026-04-06,GAIS,Djurgarden,GAIS,Djurgården,0,1,0,0,1.0
2026-04-06,Elfsborg,Goteborg,IF Elfsborg,IFK Göteborg,2,0,0,0,0.8654970760233918
2026-04-05,Orgryte,Malmo FF,Örgryte IS,Malmö FF,1,1,0,0,0.9375
2026-04-05,Kalmar,Vasteras SK,Kalmar FF,Västerås SK,0,1,0,1,0.9285714285714286
2026-04-05,AIK,Halmstad,AIK,Halmstads BK,2,1,1,0,0.9210526315789473
2026-04-04,Hammarby,Mjallby,Hammarby IF,Mjällby AIF,3,0,2,0,0.8562091503267973
2026-04-04,Degerfors,Sirius,Degerfors IF,IK Sirius,0,3,0,0,0.8785714285714286
2025-11-09,Sirius,Varnamo,IK Sirius,IFK Värnamo,3,1,2,0,0.8403361344537814
2025-11-09,Oster,Djurgarden,Östers IF,Djurgården,1,3,1,0,0.8846153846153846
2025-11-09,Mjallby,Hacken,Mjällby AIF,BK Häcken,1,0,0,0,0.8403361344537814
2025-11-09,Malmo FF,GAIS,Malmö FF,GAIS,2,1,0,1,1.0
2025-11-09,Hammarby,Elfsborg,Hammarby IF,IF Elfsborg,3,0,1,0,0.8888888888888888
2025-11-09,Goteborg,Norrkoping,IFK Göteborg,IFK Norrköping,2,0,0,0,0.8558352402745995
2025-11-09,Brommapojkarna,Degerfors,IF Brommapojkarna,Degerfors IF,1,3,0,1,0.9166666666666667
2025-11-09,AIK,Halmstad,AIK,Halmstads BK,0,2,0,1,0.9210526315789473
2025-11-02,Halmstad,Brommapojkarna,Halmstads BK,IF Brommapojkarna,0,0,0,0,0.887719298245614
2025-11-02,GAIS,Oster,GAIS,Östers IF,1,1,1,1,0.8846153846153846
2025-11-02,Elfsborg,AIK,IF Elfsborg,AIK,0,3,0,1,0.9444444444444444
2025-11-02,Djurgarden,Goteborg,Djurgården,IFK Göteborg,0,0,0,0,0.9210526315789473
2025-11-01,Hacken,Malmo FF,BK Häcken,Malmö FF,1,1,0,1,0.9285714285714286
2025-10-26,Sirius,Elfsborg,IK Sirius,IF Elfsborg,4,0,2,0,0.873015873015873
2025-10-26,Mjallby,Norrkoping,Mjällby AIF,IFK Norrköping,2,1,0,1,0.8465473145780051
2025-10-26,Halmstad,Goteborg,Halmstads BK,IFK Göteborg,0,3,0,1,0.8421052631578947
2025-10-26,AIK,Hacken,AIK,BK Häcken,2,2,2,1,0.9285714285714286
2025-10-25,Oster,Degerfors,Östers IF,Degerfors IF,1,2,0,0,0.8346153846153846
2025-10-25,Djurgarden,Varnamo,Djurgården,IFK Värnamo,6,2,2,0,0.9117647058823529
2025-10-19,Varnamo,Brommapojkarna,IFK Värnamo,IF Brommapojkarna,1,1,0,0,0.8784313725490196
2025-10-19,Hammarby,AIK,Hammarby IF,AIK,2,1,1,0,0.9444444444444444
2025-10-19,GAIS,Djurgarden,GAIS,Djurgården,3,2,2,1,1.0
2025-10-19,Elfsborg,Oster,IF Elfsborg,Östers IF,5,1,2,1,0.829059829059829
2025-10-18,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,0,2,0,1,0.9347826086956521
2025-10-18,Hacken,Sirius,BK Häcken,IK Sirius,1,1,1,1,0.8571428571428571
2025-10-05,Sirius,Malmo FF,IK Sirius,Malmö FF,5,1,2,1,0.9285714285714286
2025-10-05,Goteborg,Hammarby,IFK Göteborg,Hammarby IF,1,2,0,1,0.8654970760233918
2025-10-05,Brommapojkarna,Hacken,IF Brommapojkarna,BK Häcken,1,3,1,1,0.8952380952380952
2025-10-05,AIK,Varnamo,AIK,IFK Värnamo,2,3,0,3,0.9117647058823529
2025-10-04,Oster,Halmstad,Östers IF,Halmstads BK,3,0,2,0,0.8056680161943319
2025-10-04,Mjallby,Elfsborg,Mjällby AIF,IF Elfsborg,2,0,1,0,0.8562091503267973
2025-10-04,GAIS,Norrkoping,GAIS,IFK Norrköping,2,1,2,0,0.9347826086956521
2025-10-04,Degerfors,Djurgarden,Degerfors IF,Djurgården,1,1,0,0,0.95
2025-09-28,Malmo FF,Varnamo,Malmö FF,IFK Värnamo,3,2,1,1,0.9117647058823529
2025-09-28,Halmstad,Hammarby,Halmstads BK,Hammarby IF,1,0,0,0,0.8654970760233918
2025-09-28,Brommapojkarna,Mjallby,IF Brommapojkarna,Mjällby AIF,0,1,0,0,0.8784313725490196
2025-09-28,AIK,GAIS,AIK,GAIS,1,1,0,1,1.0
2025-09-27,Hacken,Norrkoping,BK Häcken,IFK Norrköping,2,0,0,0,0.8633540372670807
2025-09-27,Elfsborg,Degerfors,IF Elfsborg,Degerfors IF,1,2,0,2,0.8944444444444444
2025-09-21,Sirius,Degerfors,IK Sirius,Degerfors IF,1,3,1,0,0.8785714285714286
2025-09-21,Hammarby,Hacken,Hammarby IF,BK Häcken,4,0,0,0,0.873015873015873
2025-09-21,Goteborg,Brommapojkarna,IFK Göteborg,IF Brommapojkarna,0,1,0,0,0.887719298245614
2025-09-20,Mjallby,Oster,Mjällby AIF,Östers IF,1,1,1,0,0.7963800904977376
2025-09-20,Malmo FF,Djurgarden,Malmö FF,Djurgården,0,1,0,0,1.0
2025-09-20,GAIS,Elfsborg,GAIS,IF Elfsborg,2,0,1,0,0.9444444444444444
2025-09-14,Sirius,GAIS,IK Sirius,GAIS,3,0,1,0,0.9285714285714286
2025-09-14,Oster,Varnamo,Östers IF,IFK Värnamo,4,3,2,2,0.7963800904977376
2025-09-14,Elfsborg,Malmo FF,IF Elfsborg,Malmö FF,2,2,0,2,0.9444444444444444
2025-09-14,Djurgarden,Hammarby,Djurgården,Hammarby IF,3,3,1,2,0.9444444444444444
2025-09-13,Halmstad,Norrkoping,Halmstads BK,IFK Norrköping,1,1,1,0,0.8558352402745995
2025-09-13,Degerfors,Mjallby,Degerfors IF,Mjällby AIF,0,1,0,1,0.861764705882353
2025-08-31,Norrkoping,Djurgarden,IFK Norrköping,Djurgården,0,4,0,2,0.9347826086956521
2025-08-31,Malmo FF,Degerfors,Malmö FF,Degerfors IF,1,1,1,1,0.95
2025-08-31,Hammarby,Oster,Hammarby IF,Östers IF,4,0,3,0,0.829059829059829
2025-08-31,GAIS,Hacken,GAIS,BK Häcken,2,1,1,0,0.9285714285714286
2025-08-31,AIK,Sirius,AIK,IK Sirius,2,1,0,1,0.9285714285714286
2025-08-30,Mjallby,Halmstad,Mjällby AIF,Halmstads BK,1,0,0,0,0.8328173374613003
2025-08-30,Goteborg,Varnamo,IFK Göteborg,IFK Värnamo,1,0,1,0,0.8328173374613003
2025-08-30,Brommapojkarna,Elfsborg,IF Brommapojkarna,IF Elfsborg,3,0,0,0,0.9111111111111111
2025-08-24,Varnamo,Hacken,IFK Värnamo,BK Häcken,1,5,1,2,0.8403361344537814
2025-08-24,Sirius,Hammarby,IK Sirius,Hammarby IF,3,1,1,0,0.873015873015873
2025-08-24,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,0,0,0,0,0.9210526315789473
2025-08-24,Elfsborg,Halmstad,IF Elfsborg,Halmstads BK,1,2,0,1,0.8654970760233918
2025-08-24,Djurgarden,Brommapojkarna,Djurgården,IF Brommapojkarna,1,0,1,0,0.9666666666666667
2025-08-24,Degerfors,AIK,Degerfors IF,AIK,0,1,0,1,0.95
2025-08-17,Mjallby,Djurgarden,Mjällby AIF,Djurgården,1,1,0,1,0.9117647058823529
2025-08-17,Hammarby,GAIS,Hammarby IF,GAIS,1,2,1,1,0.9444444444444444
2025-08-17,Hacken,Oster,BK Häcken,Östers IF,0,2,0,1,0.8131868131868132
2025-08-17,Goteborg,AIK,IFK Göteborg,AIK,2,1,1,0,0.9210526315789473
2025-08-17,Brommapojkarna,Sirius,IF Brommapojkarna,IK Sirius,2,4,0,0,0.8952380952380952
2025-08-16,Norrkoping,Elfsborg,IFK Norrköping,IF Elfsborg,2,1,1,0,0.8792270531400965
2025-08-16,Halmstad,Malmo FF,Halmstads BK,Malmö FF,0,4,0,3,0.9210526315789473
2025-08-10,Oster,Brommapojkarna,Östers IF,IF Brommapojkarna,1,1,1,0,0.8512820512820514
2025-08-10,Norrkoping,Hammarby,IFK Norrköping,Hammarby IF,0,2,0,0,0.8792270531400965
2025-08-10,Degerfors,Hacken,Degerfors IF,BK Häcken,0,0,0,0,0.8785714285714286
2025-08-10,AIK,Djurgarden,AIK,Djurgården,0,0,0,0,1.0
2025-08-09,Malmo FF,Mjallby,Malmö FF,Mjällby AIF,1,3,0,0,0.9117647058823529
2025-08-09,Halmstad,Sirius,Halmstads BK,IK Sirius,0,1,0,0,0.849624060150376
2025-08-03,Sirius,Oster,IK Sirius,Östers IF,1,1,0,0,0.8131868131868132
2025-08-03,Hacken,Elfsborg,BK Häcken,IF Elfsborg,1,2,0,0,0.873015873015873
2025-08-03,Djurgarden,Halmstad,Djurgården,Halmstads BK,1,1,1,1,0.9210526315789473
2025-08-02,Varnamo,GAIS,IFK Värnamo,GAIS,2,2,1,1,0.9117647058823529
2025-07-27,Varnamo,Hammarby,IFK Värnamo,Hammarby IF,2,3,2,1,0.8562091503267973
2025-07-27,Mjallby,Sirius,Mjällby AIF,IK Sirius,2,1,0,1,0.8403361344537814
2025-07-27,Hacken,Djurgarden,BK Häcken,Djurgården,1,6,0,4,0.9285714285714286
2025-07-27,AIK,Oster,AIK,Östers IF,0,0,0,0,0.8846153846153846
2025-07-26,GAIS,Halmstad,GAIS,Halmstads BK,3,0,2,0,0.9210526315789473
2025-07-26,Degerfors,Norrkoping,Degerfors IF,IFK Norrköping,0,0,0,0,0.8847826086956522
2025-07-26,Brommapojkarna,Malmo FF,IF Brommapojkarna,Malmö FF,2,3,1,1,0.9666666666666667
2025-07-20,Sirius,Goteborg,IK Sirius,IFK Göteborg,0,1,0,0,0.849624060150376
2025-07-20,Mjallby,AIK,Mjällby AIF,AIK,2,0,0,0,0.9117647058823529
2025-07-20,Hammarby,Brommapojkarna,Hammarby IF,IF Brommapojkarna,3,2,0,2,0.9111111111111111
2025-07-20,Halmstad,Hacken,Halmstads BK,BK Häcken,0,0,0,0,0.849624060150376
2025-07-19,Oster,Malmo FF,Östers IF,Malmö FF,0,2,0,1,0.8846153846153846
2025-07-19,Djurgarden,Elfsborg,Djurgården,IF Elfsborg,1,0,1,0,0.9444444444444444
2025-07-19,Degerfors,GAIS,Degerfors IF,GAIS,0,3,0,1,0.95
2025-07-13,Varnamo,Djurgarden,IFK Värnamo,Djurgården,1,0,0,0,0.9117647058823529
2025-07-13,GAIS,Hammarby,GAIS,Hammarby IF,3,2,1,0,0.9444444444444444
2025-07-13,Brommapojkarna,Oster,IF Brommapojkarna,Östers IF,2,0,0,0,0.8512820512820514
2025-07-13,AIK,Degerfors,AIK,Degerfors IF,3,0,1,0,0.95
2025-07-12,Malmo FF,Norrkoping,Malmö FF,IFK Norrköping,3,1,1,0,0.9347826086956521
2025-07-12,Goteborg,Elfsborg,IFK Göteborg,IF Elfsborg,1,2,1,2,0.8654970760233918
2025-07-06,Halmstad,AIK,Halmstads BK,AIK,2,0,2,0,0.9210526315789473
2025-07-06,Goteborg,Sirius,IFK Göteborg,IK Sirius,3,1,1,1,0.849624060150376
2025-07-06,Elfsborg,Hacken,IF Elfsborg,BK Häcken,0,2,0,1,0.873015873015873
2025-07-06,Djurgarden,Degerfors,Djurgården,Degerfors IF,5,1,3,0,0.95
2025-07-05,Oster,Mjallby,Östers IF,Mjällby AIF,0,1,0,0,0.7963800904977376
2025-07-05,Hammarby,Varnamo,Hammarby IF,IFK Värnamo,1,0,0,0,0.8562091503267973
2025-07-05,GAIS,Malmo FF,GAIS,Malmö FF,0,0,0,0,1.0
2025-06-29,Varnamo,Elfsborg,IFK Värnamo,IF Elfsborg,0,0,0,0,0.8562091503267973
2025-06-29,Hacken,GAIS,BK Häcken,GAIS,1,3,0,2,0.9285714285714286
2025-06-29,Degerfors,Brommapojkarna,Degerfors IF,IF Brommapojkarna,0,3,0,1,0.9166666666666667
2025-06-28,Oster,Sirius,Östers IF,IK Sirius,2,2,0,0,0.8131868131868132
2025-06-28,Hammarby,Halmstad,Hammarby IF,Halmstads BK,2,0,1,0,0.8654970760233918
2025-06-01,Sirius,AIK,IK Sirius,AIK,3,1,2,0,0.9285714285714286
2025-06-01,Mjallby,Varnamo,Mjällby AIF,IFK Värnamo,2,0,0,0,0.8235294117647058
2025-06-01,Malmo FF,Hacken,Malmö FF,BK Häcken,3,0,2,0,0.9285714285714286
2025-06-01,Halmstad,Djurgarden,Halmstads BK,Djurgården,1,0,0,0,0.9210526315789473
2025-06-01,Brommapojkarna,Goteborg,IF Brommapojkarna,IFK Göteborg,1,3,0,2,0.887719298245614
2025-05-31,Norrkoping,GAIS,IFK Norrköping,GAIS,0,3,0,1,0.9347826086956521
2025-05-31,Elfsborg,Hammarby,IF Elfsborg,Hammarby IF,0,2,0,0,0.8888888888888888
2025-05-31,Degerfors,Oster,Degerfors IF,Östers IF,1,2,1,2,0.8346153846153846
2025-05-25,Halmstad,Elfsborg,Halmstads BK,IF Elfsborg,1,4,1,2,0.8654970760233918
2025-05-25,Goteborg,Malmo FF,IFK Göteborg,Malmö FF,1,0,0,0,0.9210526315789473
2025-05-25,Djurgarden,Hacken,Djurgården,BK Häcken,1,1,0,0,0.9285714285714286
2025-05-25,Brommapojkarna,AIK,IF Brommapojkarna,AIK,0,1,0,1,0.9666666666666667
2025-05-24,Varnamo,Oster,IFK Värnamo,Östers IF,1,1,1,0,0.7963800904977376
2025-05-24,GAIS,Sirius,GAIS,IK Sirius,2,1,0,0,0.9285714285714286
2025-05-18,Oster,GAIS,Östers IF,GAIS,1,1,0,0,0.8846153846153846
2025-05-18,Malmo FF,Halmstad,Malmö FF,Halmstads BK,3,0,2,0,0.9210526315789473
2025-05-18,Hacken,Varnamo,BK Häcken,IFK Värnamo,2,0,1,0,0.8403361344537814
2025-05-18,AIK,Hammarby,AIK,Hammarby IF,0,0,0,0,0.9444444444444444
2025-05-11,Oster,Elfsborg,Östers IF,IF Elfsborg,0,1,0,0,0.829059829059829
2025-05-11,Hammarby,Norrkoping,Hammarby IF,IFK Norrköping,1,1,1,1,0.8792270531400965
2025-05-11,Degerfors,Malmo FF,Degerfors IF,Malmö FF,1,4,0,2,0.95
2025-05-11,AIK,Mjallby,AIK,Mjällby AIF,2,1,1,1,0.9117647058823529
2025-05-10,Sirius,Hacken,IK Sirius,BK Häcken,2,0,1,0,0.8571428571428571
2025-05-10,GAIS,Varnamo,GAIS,IFK Värnamo,1,1,1,0,0.9117647058823529
2025-05-10,Brommapojkarna,Halmstad,IF Brommapojkarna,Halmstads BK,0,1,0,0,0.887719298245614
2025-05-04,Oster,Hammarby,Östers IF,Hammarby IF,0,3,0,3,0.829059829059829
2025-05-04,Norrkoping,Hacken,IFK Norrköping,BK Häcken,0,2,0,1,0.8633540372670807
2025-05-04,Mjallby,Goteborg,Mjällby AIF,IFK Göteborg,1,0,1,0,0.8328173374613003
2025-05-04,Djurgarden,AIK,Djurgården,AIK,1,1,1,0,1.0
2025-05-03,Halmstad,Varnamo,Halmstads BK,IFK Värnamo,4,2,2,0,0.8328173374613003
2025-05-03,Degerfors,Sirius,Degerfors IF,IK Sirius,1,1,1,1,0.8785714285714286
2025-04-27,Varnamo,Norrkoping,IFK Värnamo,IFK Norrköping,1,3,0,2,0.8465473145780051
2025-04-27,Sirius,Halmstad,IK Sirius,Halmstads BK,1,1,1,1,0.849624060150376
2025-04-27,Mjallby,Degerfors,Mjällby AIF,Degerfors IF,4,1,3,0,0.861764705882353
2025-04-27,Hacken,Hammarby,BK Häcken,Hammarby IF,1,1,0,0,0.873015873015873
2025-04-27,AIK,Elfsborg,AIK,IF Elfsborg,2,0,2,0,0.9444444444444444
2025-04-21,Djurgarden,GAIS,Djurgården,GAIS,0,0,0,0,1.0
2025-04-20,Oster,AIK,Östers IF,AIK,0,1,0,0,0.8846153846153846
2025-04-20,Goteborg,Hacken,IFK Göteborg,BK Häcken,2,3,2,2,0.849624060150376
2025-04-20,Brommapojkarna,Varnamo,IF Brommapojkarna,IFK Värnamo,3,2,1,0,0.8784313725490196
2025-04-19,Norrkoping,Halmstad,IFK Norrköping,Halmstads BK,3,0,0,0,0.8558352402745995
2025-04-19,Degerfors,Elfsborg,Degerfors IF,IF Elfsborg,0,1,0,0,0.8944444444444444
2025-04-18,Mjallby,Hammarby,Mjällby AIF,Hammarby IF,3,1,3,1,0.8562091503267973
2025-04-18,Malmo FF,Sirius,Malmö FF,IK Sirius,1,1,0,1,0.9285714285714286
2025-04-13,Varnamo,Goteborg,IFK Värnamo,IFK Göteborg,0,1,0,1,0.8328173374613003
2025-04-13,Sirius,Brommapojkarna,IK Sirius,IF Brommapojkarna,0,3,0,0,0.8952380952380952
2025-04-13,Hammarby,Djurgarden,Hammarby IF,Djurgården,2,0,1,0,0.9444444444444444
2025-04-13,GAIS,Degerfors,GAIS,Degerfors IF,2,0,2,0,0.95
2025-04-12,Hacken,Mjallby,BK Häcken,Mjällby AIF,0,3,0,1,0.8403361344537814
2025-04-12,Elfsborg,Norrkoping,IF Elfsborg,IFK Norrköping,2,0,1,0,0.8792270531400965
2025-04-06,Mjallby,GAIS,Mjällby AIF,GAIS,1,1,0,0,0.9117647058823529
2025-04-06,Degerfors,Varnamo,Degerfors IF,IFK Värnamo,1,0,1,0,0.861764705882353
2025-04-06,Brommapojkarna,Hammarby,IF Brommapojkarna,Hammarby IF,0,2,0,0,0.9111111111111111
2025-04-06,AIK,Norrkoping,AIK,IFK Norrköping,4,3,0,1,0.9347826086956521
2025-04-05,Sirius,Djurgarden,IK Sirius,Djurgården,0,1,0,0,0.9285714285714286
2025-04-05,Oster,Hacken,Östers IF,BK Häcken,2,0,1,0,0.8131868131868132
2025-04-05,Goteborg,Halmstad,IFK Göteborg,Halmstads BK,1,0,0,0,0.8421052631578947
2025-03-30,Norrkoping,Oster,IFK Norrköping,Östers IF,4,3,2,1,0.8193979933110368
2025-03-30,Hammarby,Goteborg,Hammarby IF,IFK Göteborg,4,0,2,0,0.8654970760233918
2025-03-30,Halmstad,Degerfors,Halmstads BK,Degerfors IF,0,5,0,1,0.8710526315789473
2025-03-30,Elfsborg,Mjallby,IF Elfsborg,Mjällby AIF,2,2,0,2,0.8562091503267973
2025-03-29,Djurgarden,Malmo FF,Djurgården,Malmö FF,0,1,0,1,1.0
2024-11-10,Vasteras SK,Hammarby,Västerås SK,Hammarby IF,1,0,0,0,0.9444444444444444
2024-11-10,Varnamo,Elfsborg,IFK Värnamo,IF Elfsborg,0,0,0,0,0.8562091503267973
2024-11-10,Mjallby,Goteborg,Mjällby AIF,IFK Göteborg,1,0,1,0,0.8328173374613003
2024-11-10,Malmo FF,Brommapojkarna,Malmö FF,IF Brommapojkarna,2,1,2,1,0.9666666666666667
2024-11-10,GAIS,Sirius,GAIS,IK Sirius,2,1,1,0,0.9285714285714286
2024-11-10,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,3,1,1,0,0.9347826086956521
2024-11-03,Sirius,Mjallby,IK Sirius,Mjällby AIF,1,1,1,1,0.8403361344537814
2024-11-03,Halmstad,Djurgarden,Halmstads BK,Djurgården,1,0,0,0,0.9210526315789473
2024-11-03,Hacken,GAIS,BK Häcken,GAIS,1,2,1,1,0.9285714285714286
2024-11-03,Brommapojkarna,Varnamo,IF Brommapojkarna,IFK Värnamo,0,1,0,1,0.8784313725490196
2024-11-02,Hammarby,Malmo FF,Hammarby IF,Malmö FF,2,2,2,0,0.9444444444444444
2024-11-02,Elfsborg,Vasteras SK,IF Elfsborg,Västerås SK,1,0,1,0,0.9444444444444444
2024-10-27,Varnamo,Norrkoping,IFK Värnamo,IFK Norrköping,1,2,0,1,0.8465473145780051
2024-10-27,Hacken,Halmstad,BK Häcken,Halmstads BK,0,1,0,0,0.849624060150376
2024-10-27,AIK,Elfsborg,AIK,IF Elfsborg,2,1,1,0,0.9444444444444444
2024-10-26,Sirius,Hammarby,IK Sirius,Hammarby IF,0,3,0,2,0.873015873015873
2024-10-26,Mjallby,GAIS,Mjällby AIF,GAIS,1,1,0,0,0.9117647058823529
2024-10-26,Brommapojkarna,Kalmar,IF Brommapojkarna,Kalmar FF,1,2,0,0,0.8952380952380952
2024-10-21,Hammarby,Djurgarden,Hammarby IF,Djurgården,2,0,2,0,0.9444444444444444
2024-10-20,Kalmar,Mjallby,Kalmar FF,Mjällby AIF,0,3,0,2,0.8403361344537814
2024-10-20,GAIS,Varnamo,GAIS,IFK Värnamo,0,0,0,0,0.9117647058823529
