Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HTR,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF
2020-02-01,2019,Cagliari,Parma,2.0,2.0,D,O,1.91,3.7,3.91,D,11.0,5.0,8.0,7.0,11,2.0,2.0,2.0,2.0,10.0,4.0,6.0,9.0,8.0,1.0,1.0,-4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,40.0,30.0,40.0,22.0,15.0,16.0,11.0
2020-02-01,2019,Bologna,Brescia,2.0,1.0,H,O,1.69,4.01,4.79,D,7.0,1.0,6.0,3.0,11,1.0,1.0,1.0,2.0,6.0,3.0,3.0,6.0,9.0,-3.0,0.0,-6.0,6.0,0.0,0.0,0.0,0.0,2.0,-2.0,30.0,30.0,30.0,60.0,19.0,18.0,26.0,14.0
2020-01-26,2019,Verona,Lecce,3.0,0.0,H,O,1.62,4.08,5.29,H,5.0,1.0,5.0,0.0,11,2.0,1.0,1.0,3.0,7.0,3.0,4.0,7.0,9.0,-2.0,0.0,-6.0,6.0,0.0,0.0,0.0,1.0,3.0,-2.0,40.0,30.0,30.0,50.0,28.0,26.0,24.0,16.0
2020-01-26,2019,Sampdoria,Sassuolo,0.0,0.0,D,U,2.26,3.32,3.25,D,5.0,2.0,6.0,3.0,11,2.0,1.0,2.0,2.0,8.0,3.0,5.0,5.0,5.0,0.0,3.0,-2.0,5.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0,40.0,20.0,50.0,34.0,20.0,20.0,24.0
2020-01-26,2019,Roma,Lazio,1.0,1.0,D,U,2.73,3.61,2.44,D,7.0,2.0,7.0,1.0,11,2.0,4.0,2.0,0.0,7.0,8.0,-1.0,5.0,4.0,1.0,2.0,4.0,-2.0,2.0,0.0,2.0,1.0,0.0,1.0,50.0,30.0,66.7,22.2,39.0,27.0,52.0,26.0
2020-01-26,2019,Parma,Udinese,2.0,0.0,H,U,2.38,3.19,3.15,H,5.0,5.0,5.0,11.0,11,2.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,9.0,-7.0,3.0,-5.0,8.0,2.0,0.0,2.0,0.0,2.0,-2.0,50.0,40.0,20.0,70.0,19.0,18.0,21.0,21.0
2020-01-26,2019,Napoli,Juventus,2.0,1.0,H,O,3.44,3.61,2.07,D,4.0,5.0,3.0,2.0,11,0.0,3.0,4.0,1.0,3.0,8.0,-5.0,9.0,6.0,3.0,-6.0,2.0,-8.0,0.0,1.0,-1.0,2.0,1.0,1.0,30.0,50.0,70.0,10.0,27.0,18.0,25.0,15.0
2020-01-26,2019,Inter,Cagliari,1.0,1.0,D,U,1.32,5.25,9.56,H,5.0,3.0,4.0,6.0,11,2.0,0.0,0.0,2.0,7.0,5.0,2.0,2.0,10.0,-8.0,5.0,-5.0,10.0,1.0,0.0,1.0,0.0,1.0,-1.0,60.0,10.0,30.0,20.0,26.0,18.0,22.0,14.0
2020-01-25,2019,Torino,Atalanta,0.0,7.0,A,O,4.55,4.06,1.71,A,4.0,15.0,4.0,12.0,11,2.0,1.0,2.0,1.0,4.0,5.0,-1.0,6.0,3.0,3.0,-2.0,2.0,-4.0,0.0,1.0,-1.0,1.0,0.0,1.0,40.0,40.0,50.0,10.0,16.0,29.0,28.0,26.0
2020-01-25,2019,Spal,Bologna,1.0,3.0,A,O,3.0,3.35,2.39,D,5.0,6.0,5.0,9.0,10,0.0,2.0,3.0,2.0,1.0,6.0,-5.0,5.0,7.0,-2.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,1.0,1.0,0.0,22.2,55.6,30.0,50.0,15.0,36.0,19.0,15.0
2020-01-25,2019,Fiorentina,Genoa,0.0,0.0,D,U,1.73,3.79,4.81,D,6.0,6.0,7.0,6.0,11,1.0,0.0,2.0,2.0,3.0,4.0,-1.0,6.0,9.0,-3.0,-3.0,-5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,40.0,0.0,60.0,20.0,17.0,22.0,12.0
2020-01-24,2019,Brescia,Milan,0.0,1.0,A,U,5.03,4.02,1.66,D,7.0,5.0,7.0,3.0,11,1.0,3.0,2.0,1.0,6.0,6.0,0.0,6.0,7.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,70.0,50.0,50.0,24.0,20.0,12.0,16.0
2020-01-20,2019,Atalanta,Spal,1.0,2.0,A,O,1.19,7.07,13.82,H,8.0,7.0,8.0,4.0,10,3.0,1.0,1.0,3.0,14.0,4.0,10.0,5.0,7.0,-2.0,9.0,-3.0,12.0,2.0,0.0,2.0,1.0,1.0,0.0,55.6,33.3,10.0,80.0,42.0,13.0,28.0,10.0
2020-01-19,2019,Milan,Udinese,3.0,2.0,H,O,1.54,3.95,6.77,A,10.0,7.0,9.0,3.0,10,0.0,1.0,1.0,3.0,2.0,3.0,-1.0,3.0,8.0,-5.0,-1.0,-5.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,22.2,33.3,22.2,66.7,32.0,13.0,26.0,20.0
2020-01-19,2019,Lecce,Inter,1.0,1.0,D,U,9.73,5.58,1.3,D,3.0,10.0,3.0,14.0,10,0.0,3.0,2.0,0.0,6.0,9.0,-3.0,8.0,3.0,5.0,-2.0,6.0,-8.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,55.6,88.9,0.0,22.0,27.0,35.0,16.0
2020-01-19,2019,Juventus,Parma,2.0,1.0,H,O,1.22,6.46,13.18,H,6.0,7.0,10.0,6.0,10,3.0,2.0,0.0,1.0,10.0,5.0,5.0,3.0,8.0,-5.0,7.0,-3.0,10.0,2.0,0.0,2.0,0.0,1.0,-1.0,88.9,0.0,33.3,33.3,37.0,15.0,26.0,7.0
2020-01-19,2019,Genoa,Roma,1.0,3.0,A,O,4.06,3.49,1.93,A,8.0,7.0,7.0,3.0,10,1.0,2.0,3.0,1.0,3.0,7.0,-4.0,6.0,4.0,2.0,-3.0,3.0,-6.0,0.0,2.0,-2.0,1.0,1.0,0.0,33.3,55.6,55.6,11.1,13.0,20.0,19.0,22.0
2020-01-19,2019,Brescia,Cagliari,2.0,2.0,D,O,2.47,3.51,2.76,D,6.0,10.0,2.0,7.0,10,1.0,0.0,3.0,2.0,4.0,5.0,-1.0,7.0,10.0,-3.0,-3.0,-5.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,11.1,77.8,33.3,22.2,23.0,10.0,12.0,9.0
2020-01-19,2019,Bologna,Verona,1.0,1.0,D,U,1.94,3.48,4.02,H,3.0,8.0,3.0,8.0,10,1.0,2.0,1.0,2.0,7.0,6.0,1.0,7.0,5.0,2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,33.3,33.3,37.5,50.0,23.0,15.0,38.0,14.0
2020-01-18,2019,Sassuolo,Torino,2.0,1.0,H,O,2.61,3.33,2.72,A,6.0,3.0,13.0,6.0,10,1.0,3.0,2.0,0.0,7.0,10.0,-3.0,7.0,3.0,4.0,0.0,7.0,-7.0,1.0,2.0,-1.0,0.0,0.0,0.0,33.3,55.6,44.4,44.4,18.0,24.0,24.0,14.0
2020-01-18,2019,Napoli,Fiorentina,0.0,2.0,A,U,1.62,4.09,5.33,A,5.0,5.0,4.0,5.0,10,0.0,0.0,3.0,3.0,3.0,4.0,-1.0,7.0,9.0,-2.0,-4.0,-5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,33.3,44.4,22.2,44.4,30.0,18.0,26.0,23.0
2020-01-18,2019,Lazio,Sampdoria,5.0,1.0,H,O,1.39,4.78,7.95,H,12.0,4.0,6.0,4.0,10,4.0,2.0,0.0,1.0,11.0,5.0,6.0,3.0,4.0,-1.0,8.0,1.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,77.8,0.0,22.2,66.7,27.0,14.0,21.0,16.0
2020-01-13,2019,Parma,Lecce,2.0,0.0,H,U,1.88,3.81,3.88,D,5.0,6.0,6.0,5.0,10,1.0,1.0,2.0,2.0,3.0,4.0,-1.0,3.0,8.0,-5.0,0.0,-4.0,4.0,1.0,0.0,1.0,0.0,2.0,-2.0,44.4,44.4,33.3,44.4,21.0,24.0,27.0,16.0
2020-01-12,2019,Verona,Genoa,2.0,1.0,H,O,2.19,3.32,3.39,A,9.0,3.0,4.0,2.0,10,2.0,0.0,1.0,1.0,7.0,3.0,4.0,7.0,7.0,0.0,0.0,-4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,33.3,33.3,0.0,55.6,25.0,17.0,25.0,12.0
2020-01-12,2019,Udinese,Sassuolo,3.0,0.0,H,O,2.21,3.42,3.26,H,9.0,5.0,6.0,11.0,10,1.0,1.0,1.0,1.0,3.0,5.0,-2.0,6.0,4.0,2.0,-3.0,1.0,-4.0,0.0,1.0,-1.0,1.0,0.0,1.0,44.4,33.3,22.2,44.4,12.0,19.0,13.0,15.0
2020-01-12,2019,Torino,Bologna,1.0,0.0,H,U,2.27,3.41,3.16,H,3.0,7.0,3.0,9.0,10,1.0,2.0,3.0,2.0,3.0,8.0,-5.0,7.0,9.0,-2.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,1.0,1.0,0.0,33.3,44.4,33.3,44.4,17.0,32.0,36.0,7.0
2020-01-12,2019,Sampdoria,Brescia,5.0,1.0,H,O,1.99,3.35,3.98,H,11.0,5.0,4.0,2.0,10,1.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,6.0,-2.0,-1.0,-3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,22.2,44.4,33.3,55.6,25.0,18.0,17.0,13.0
2020-01-12,2019,Roma,Juventus,1.0,2.0,A,O,3.1,3.56,2.23,A,9.0,4.0,13.0,2.0,10,3.0,3.0,1.0,1.0,8.0,7.0,1.0,4.0,5.0,-1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,55.6,22.2,66.7,11.1,37.0,24.0,49.0,19.0
2020-01-12,2019,Fiorentina,Spal,1.0,0.0,H,U,1.46,4.45,6.93,D,5.0,3.0,3.0,4.0,10,0.0,1.0,2.0,2.0,3.0,4.0,-1.0,7.0,6.0,1.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,22.2,44.4,11.1,77.8,19.0,14.0,24.0,13.0
2020-01-11,2019,Lazio,Napoli,1.0,0.0,H,U,2.07,3.79,3.3,D,6.0,7.0,6.0,6.0,9,4.0,1.0,0.0,1.0,14.0,5.0,9.0,3.0,5.0,-2.0,11.0,0.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,75.0,0.0,33.3,22.2,29.0,26.0,23.0,29.0
2020-01-11,2019,Inter,Atalanta,1.0,1.0,D,U,2.13,3.62,3.28,H,5.0,7.0,0.0,4.0,10,3.0,1.0,0.0,1.0,8.0,6.0,2.0,2.0,4.0,-2.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,66.7,11.1,55.6,11.1,34.0,28.0,31.0,25.0
2020-01-11,2019,Cagliari,Milan,0.0,2.0,A,U,3.09,3.46,2.28,D,2.0,4.0,3.0,6.0,10,3.0,2.0,1.0,2.0,13.0,4.0,9.0,9.0,8.0,1.0,4.0,-4.0,8.0,1.0,0.0,1.0,0.0,1.0,-1.0,55.6,33.3,44.4,55.6,25.0,23.0,17.0,15.0
2020-01-06,2019,Napoli,Inter,1.0,3.0,A,O,2.53,3.44,2.71,A,8.0,8.0,3.0,4.0,9,0.0,3.0,2.0,0.0,4.0,8.0,-4.0,6.0,3.0,3.0,-2.0,5.0,-7.0,0.0,1.0,-1.0,0.0,0.0,0.0,37.5,37.5,87.5,0.0,33.0,21.0,25.0,20.0
2020-01-06,2019,Milan,Sampdoria,0.0,0.0,D,U,1.56,3.98,6.19,D,12.0,4.0,7.0,5.0,9,1.0,2.0,1.0,2.0,3.0,6.0,-3.0,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.5,25.0,75.0,26.0,13.0,26.0,16.0
2020-01-06,2019,Lecce,Udinese,0.0,1.0,A,U,2.69,3.48,2.52,D,6.0,4.0,7.0,8.0,9,0.0,1.0,1.0,3.0,8.0,5.0,3.0,9.0,9.0,0.0,-1.0,-4.0,3.0,0.0,1.0,-1.0,0.0,2.0,-2.0,0.0,50.0,12.5,75.0,20.0,14.0,34.0,17.0
2020-01-06,2019,Juventus,Cagliari,4.0,0.0,H,O,1.26,6.01,10.9,D,11.0,3.0,3.0,2.0,9,3.0,1.0,0.0,1.0,8.0,7.0,1.0,4.0,6.0,-2.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,87.5,0.0,37.5,12.5,37.0,15.0,33.0,9.0
2020-01-06,2019,Bologna,Fiorentina,1.0,1.0,D,U,2.38,3.42,2.94,A,7.0,4.0,14.0,2.0,9,1.0,1.0,2.0,3.0,7.0,5.0,2.0,8.0,9.0,-1.0,-1.0,-4.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,37.5,37.5,25.0,50.0,19.0,22.0,26.0,28.0
2020-01-06,2019,Atalanta,Parma,5.0,0.0,H,O,1.29,5.77,9.4,H,11.0,1.0,2.0,2.0,9,2.0,2.0,2.0,0.0,9.0,6.0,3.0,7.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,50.0,37.5,37.5,25.0,34.0,17.0,39.0,7.0
2020-01-05,2019,Spal,Verona,0.0,2.0,A,U,2.45,3.19,3.02,A,2.0,9.0,3.0,4.0,9,0.0,1.0,2.0,3.0,2.0,4.0,-2.0,4.0,7.0,-3.0,-2.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,25.0,50.0,28.6,57.1,16.0,12.0,20.0,18.0
2020-01-05,2019,Roma,Torino,0.0,2.0,A,U,1.49,4.47,6.34,A,11.0,6.0,14.0,3.0,9,4.0,2.0,0.0,1.0,10.0,8.0,2.0,3.0,7.0,-4.0,7.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,-1.0,62.5,12.5,37.5,50.0,31.0,21.0,39.0,11.0
2020-01-05,2019,Genoa,Sassuolo,2.0,1.0,H,O,2.26,3.53,3.05,D,7.0,3.0,1.0,6.0,9,1.0,1.0,3.0,0.0,4.0,6.0,-2.0,6.0,4.0,2.0,-2.0,2.0,-4.0,1.0,1.0,0.0,1.0,0.0,1.0,25.0,62.5,25.0,37.5,17.0,21.0,23.0,15.0
2020-01-05,2019,Brescia,Lazio,1.0,2.0,A,O,5.52,4.34,1.56,D,3.0,7.0,2.0,5.0,9,1.0,4.0,3.0,0.0,3.0,8.0,-5.0,9.0,4.0,5.0,-6.0,4.0,-10.0,1.0,0.0,1.0,3.0,0.0,3.0,12.5,75.0,62.5,25.0,23.0,28.0,14.0,24.0
2019-12-22,2019,Sassuolo,Napoli,1.0,2.0,A,O,4.65,4.27,1.66,H,5.0,11.0,7.0,11.0,9,1.0,0.0,2.0,1.0,7.0,4.0,3.0,7.0,5.0,2.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.5,50.0,25.0,25.0,18.0,19.0,20.0,22.0
2019-12-22,2019,Parma,Brescia,1.0,1.0,D,U,2.08,3.36,3.67,D,6.0,4.0,9.0,5.0,9,2.0,1.0,2.0,3.0,7.0,3.0,4.0,3.0,8.0,-5.0,4.0,-5.0,9.0,2.0,0.0,2.0,0.0,2.0,-2.0,50.0,50.0,37.5,62.5,22.0,16.0,21.0,11.0
2019-12-22,2019,Lecce,Bologna,2.0,3.0,A,O,3.21,3.65,2.15,A,3.0,16.0,6.0,2.0,8,0.0,1.0,0.0,3.0,7.0,6.0,1.0,7.0,9.0,-2.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,42.9,25.0,50.0,22.0,20.0,31.0,10.0
2019-12-22,2019,Atalanta,Milan,5.0,0.0,H,O,1.8,3.79,4.32,H,12.0,1.0,5.0,2.0,8,2.0,2.0,2.0,2.0,11.0,5.0,6.0,8.0,5.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,42.9,42.9,50.0,50.0,38.0,26.0,40.0,21.0
2019-12-21,2019,Udinese,Cagliari,2.0,1.0,H,O,2.53,3.3,2.84,H,2.0,2.0,2.0,1.0,9,1.0,1.0,1.0,0.0,2.0,7.0,-5.0,5.0,5.0,0.0,-3.0,2.0,-5.0,0.0,1.0,-1.0,1.0,0.0,1.0,37.5,37.5,42.9,0.0,16.0,18.0,17.0,19.0
2019-12-21,2019,Torino,Spal,1.0,2.0,A,O,1.7,3.68,5.26,D,6.0,4.0,10.0,3.0,9,1.0,0.0,2.0,3.0,3.0,2.0,1.0,6.0,6.0,0.0,-3.0,-4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,37.5,37.5,0.0,87.5,16.0,12.0,32.0,16.0
2019-12-21,2019,Inter,Genoa,4.0,0.0,H,O,1.35,4.94,9.17,H,9.0,4.0,6.0,3.0,9,2.0,0.0,0.0,1.0,6.0,4.0,2.0,4.0,5.0,-1.0,2.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,12.5,0.0,50.0,32.0,16.0,36.0,11.0
2019-12-20,2019,Fiorentina,Roma,1.0,4.0,A,O,3.09,3.48,2.3,A,4.0,6.0,5.0,4.0,9,0.0,2.0,2.0,1.0,3.0,7.0,-4.0,5.0,3.0,2.0,-2.0,4.0,-6.0,0.0,2.0,-2.0,0.0,1.0,-1.0,25.0,37.5,50.0,12.5,18.0,20.0,26.0,21.0
2019-12-18,2019,Sampdoria,Juventus,1.0,2.0,A,O,6.15,4.32,1.53,A,4.0,4.0,5.0,5.0,9,1.0,2.0,1.0,1.0,3.0,6.0,-3.0,3.0,5.0,-2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,25.0,37.5,62.5,12.5,27.0,26.0,21.0,28.0
2019-12-18,2019,Brescia,Sassuolo,0.0,2.0,A,U,2.37,3.6,2.86,A,6.0,6.0,4.0,4.0,8,1.0,1.0,3.0,0.0,4.0,5.0,-1.0,9.0,4.0,5.0,-5.0,1.0,-6.0,1.0,0.0,1.0,2.0,0.0,2.0,14.3,71.4,14.3,42.9,22.0,20.0,19.0,17.0
2019-12-16,2019,Cagliari,Lazio,1.0,2.0,A,O,3.92,4.01,1.82,H,4.0,7.0,2.0,9.0,9,4.0,3.0,0.0,0.0,14.0,8.0,6.0,7.0,5.0,2.0,7.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,62.5,25.0,57.1,28.6,28.0,27.0,21.0,19.0
2019-12-15,2019,Verona,Torino,3.0,3.0,D,O,2.76,3.13,2.71,A,8.0,8.0,6.0,3.0,9,2.0,2.0,2.0,2.0,4.0,5.0,-1.0,5.0,5.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,37.5,37.5,42.9,57.1,22.0,18.0,28.0,12.0
2019-12-15,2019,Roma,Spal,3.0,1.0,H,O,1.29,5.42,10.89,A,13.0,3.0,8.0,3.0,8,3.0,0.0,0.0,3.0,8.0,1.0,7.0,3.0,5.0,-2.0,5.0,-4.0,9.0,1.0,0.0,1.0,0.0,1.0,-1.0,57.1,14.3,0.0,85.7,26.0,14.0,38.0,19.0
2019-12-15,2019,Milan,Sassuolo,0.0,0.0,D,U,1.55,4.45,5.55,D,12.0,6.0,8.0,3.0,8,1.0,1.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,42.9,16.7,50.0,22.0,19.0,26.0,18.0
2019-12-15,2019,Juventus,Udinese,3.0,1.0,H,O,1.22,6.25,14.04,H,12.0,7.0,9.0,8.0,8,3.0,1.0,0.0,3.0,7.0,5.0,2.0,4.0,13.0,-9.0,3.0,-8.0,11.0,0.0,1.0,-1.0,0.0,2.0,-2.0,85.7,0.0,14.3,71.4,36.0,10.0,32.0,11.0
2019-12-15,2019,Fiorentina,Inter,1.0,1.0,D,U,3.6,3.49,2.05,A,5.0,5.0,5.0,1.0,8,1.0,4.0,2.0,0.0,3.0,11.0,-8.0,4.0,5.0,-1.0,-1.0,6.0,-7.0,0.0,1.0,-1.0,0.0,0.0,0.0,28.6,42.9,100.0,0.0,17.0,23.0,33.0,26.0
2019-12-15,2019,Bologna,Atalanta,2.0,1.0,H,O,3.69,3.89,1.91,H,5.0,7.0,4.0,4.0,8,1.0,1.0,2.0,0.0,7.0,8.0,-1.0,8.0,5.0,3.0,-1.0,3.0,-4.0,0.0,1.0,-1.0,0.0,0.0,0.0,28.6,42.9,62.5,0.0,20.0,30.0,33.0,22.0
2019-12-14,2019,Napoli,Parma,1.0,2.0,A,O,1.31,5.5,9.72,A,9.0,5.0,11.0,1.0,8,1.0,1.0,1.0,0.0,5.0,6.0,-1.0,4.0,5.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.9,28.6,28.6,28.6,31.0,17.0,20.0,10.0
2019-12-14,2019,Genoa,Sampdoria,0.0,1.0,A,U,2.67,3.18,2.77,D,1.0,1.0,4.0,2.0,8,1.0,1.0,3.0,3.0,5.0,5.0,0.0,7.0,8.0,-1.0,-2.0,-3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,28.6,57.1,14.3,85.7,22.0,15.0,26.0,18.0
2019-12-14,2019,Brescia,Lecce,3.0,0.0,H,O,2.02,3.72,3.52,H,9.0,4.0,4.0,6.0,7,0.0,1.0,3.0,1.0,1.0,6.0,-5.0,9.0,7.0,2.0,-8.0,-1.0,-7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,83.3,37.5,37.5,14.0,27.0,21.0,12.0
2019-12-08,2019,Torino,Fiorentina,2.0,1.0,H,O,2.46,3.2,3.0,H,5.0,5.0,3.0,9.0,8,0.0,1.0,2.0,2.0,1.0,4.0,-3.0,5.0,7.0,-2.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.6,42.9,28.6,42.9,17.0,23.0,33.0,28.0
2019-12-08,2019,Spal,Brescia,0.0,1.0,A,U,2.05,3.37,3.75,D,4.0,7.0,3.0,1.0,8,1.0,0.0,1.0,4.0,3.0,3.0,0.0,3.0,10.0,-7.0,0.0,-7.0,7.0,0.0,0.0,0.0,0.0,2.0,-2.0,28.6,42.9,28.6,71.4,19.0,12.0,22.0,17.0
2019-12-08,2019,Sassuolo,Cagliari,2.0,2.0,D,O,2.4,3.48,2.87,H,3.0,3.0,8.0,4.0,8,1.0,1.0,3.0,0.0,8.0,6.0,2.0,9.0,4.0,5.0,-1.0,2.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,42.9,57.1,50.0,0.0,19.0,18.0,17.0,16.0
2019-12-08,2019,Sampdoria,Parma,0.0,1.0,A,U,2.02,3.39,3.83,A,6.0,2.0,3.0,2.0,8,1.0,0.0,0.0,1.0,3.0,5.0,-2.0,2.0,6.0,-4.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,28.6,16.7,33.3,23.0,17.0,25.0,16.0
2019-12-08,2019,Lecce,Genoa,2.0,2.0,D,O,2.66,3.49,2.55,A,5.0,4.0,11.0,3.0,7,0.0,0.0,1.0,2.0,5.0,3.0,2.0,6.0,8.0,-2.0,-1.0,-5.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,50.0,0.0,57.1,23.0,18.0,24.0,15.0
2019-12-08,2019,Bologna,Milan,2.0,3.0,A,O,2.94,3.37,2.41,A,4.0,7.0,5.0,1.0,7,1.0,2.0,1.0,2.0,7.0,4.0,3.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,42.9,57.1,26.0,26.0,33.0,20.0
2019-12-07,2019,Udinese,Napoli,1.0,1.0,D,U,5.24,3.78,1.68,H,1.0,3.0,3.0,10.0,8,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,4.0,4.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.9,42.9,28.6,28.6,19.0,19.0,18.0,17.0
2019-12-07,2019,Lazio,Juventus,3.0,1.0,H,O,2.84,3.44,2.44,D,8.0,5.0,4.0,5.0,8,3.0,3.0,0.0,0.0,14.0,7.0,7.0,5.0,3.0,2.0,9.0,4.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,71.4,0.0,71.4,0.0,26.0,27.0,22.0,25.0
2019-12-07,2019,Atalanta,Verona,3.0,2.0,H,O,1.33,5.19,9.39,D,10.0,2.0,13.0,4.0,7,2.0,1.0,2.0,2.0,11.0,3.0,8.0,7.0,5.0,2.0,4.0,-2.0,6.0,2.0,0.0,2.0,2.0,1.0,1.0,33.3,50.0,33.3,50.0,42.0,15.0,36.0,19.0
2019-12-06,2019,Inter,Roma,0.0,0.0,D,U,1.89,3.78,3.97,D,2.0,2.0,8.0,3.0,8,2.0,2.0,1.0,1.0,7.0,7.0,0.0,6.0,3.0,3.0,1.0,4.0,-3.0,0.0,2.0,-2.0,0.0,1.0,-1.0,71.4,14.3,57.1,14.3,34.0,19.0,35.0,27.0
2019-12-02,2019,Cagliari,Sampdoria,4.0,3.0,H,O,2.17,3.28,3.47,A,8.0,5.0,6.0,4.0,8,3.0,1.0,0.0,3.0,11.0,3.0,8.0,5.0,6.0,-1.0,6.0,-3.0,9.0,2.0,0.0,2.0,0.0,1.0,-1.0,57.1,28.6,16.7,83.3,25.0,14.0,18.0,15.0
2019-12-01,2019,Verona,Roma,1.0,3.0,A,O,4.28,3.57,1.86,A,3.0,5.0,6.0,5.0,8,3.0,2.0,1.0,1.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,42.9,28.6,50.0,16.7,23.0,20.0,31.0,33.0
2019-12-01,2019,Parma,Milan,0.0,1.0,A,U,3.55,3.33,2.13,D,0.0,8.0,1.0,7.0,8,3.0,1.0,1.0,3.0,10.0,4.0,6.0,4.0,6.0,-2.0,6.0,-2.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,57.1,42.9,33.3,66.7,29.0,22.0,27.0,18.0
2019-12-01,2019,Napoli,Bologna,1.0,2.0,A,O,1.48,4.5,6.56,H,5.0,6.0,7.0,0.0,7,2.0,0.0,0.0,4.0,6.0,4.0,2.0,3.0,9.0,-6.0,3.0,-5.0,8.0,1.0,0.0,1.0,0.0,1.0,-1.0,50.0,16.7,14.3,57.1,33.0,18.0,20.0,15.0
2019-12-01,2019,Lazio,Udinese,3.0,0.0,H,O,1.3,5.42,10.0,H,6.0,0.0,2.0,2.0,7,3.0,1.0,0.0,3.0,15.0,5.0,10.0,5.0,11.0,-6.0,10.0,-6.0,16.0,3.0,1.0,2.0,0.0,1.0,-1.0,66.7,0.0,16.7,66.7,31.0,11.0,25.0,12.0
2019-12-01,2019,Juventus,Sassuolo,2.0,2.0,D,O,1.23,6.3,12.33,D,9.0,4.0,9.0,2.0,7,4.0,1.0,0.0,2.0,7.0,5.0,2.0,2.0,7.0,-5.0,5.0,-2.0,7.0,1.0,0.0,1.0,0.0,1.0,-1.0,100.0,0.0,20.0,60.0,37.0,20.0,36.0,18.0
2019-12-01,2019,Inter,Spal,2.0,1.0,H,O,1.26,5.77,11.86,H,10.0,3.0,8.0,0.0,7,2.0,0.0,1.0,3.0,6.0,0.0,6.0,5.0,5.0,0.0,1.0,-5.0,6.0,0.0,0.0,0.0,0.0,2.0,-2.0,66.7,16.7,0.0,83.3,28.0,12.0,31.0,21.0
